property id,property code,is active,postal address,postal city,postal state,postal zip code,postal country,property name,acquire date,dispose date,inactive date,is commercial,is international,property last closed period,database id
3621,xtx2445s,True,,Dallas,TX,75228.0,US,2445 Santa Anna Avenue,,,,True,False,6/1/25,1
2992,xtx2616a,True,,Dallas,TX,75220.0,US,2616 Andjon Drive,,,,True,False,6/1/25,1
1685,xtx2655,True,,Dallas,TX,75220.0,US,2655 Freewood Drive,,,,True,False,6/1/25,1
3203,xtx310an,True,,San Antonio,TX,78219.0,US,3101 Aniol Street,,,,True,False,6/1/25,1
1895,xtx3662m,True,,Garland,TX,75042.0,US,3662-3670 Miller Park Drive,,,,True,False,6/1/25,1
3579,xtx3857m,True,,Garland,TX,75042.0,US,3857 Miller Park Drive,,,,True,False,6/1/25,1
1888,xtx4201n,True,,Fort Worth,TX,76137.0,US,4201 N Beach Street,,,,True,False,6/1/25,1
3629,xtx4666d,True,,Dallas,TX,75236.0,US,4666 Duncanville Road,,,,True,False,6/1/25,1
3274,xtx4679w,False,,San Antonio,TX,78218.0,US,4679 Walzem Road,,,3/25/22,True,False,6/1/25,1
3202,xtx467wa,True,,San Antonio,TX,78218.0,US,4679 Walzem Road,,,,True,False,6/1/25,1
2720,xtx8154b,True,,San Antonio,TX,78266.0,US,8154 Bracken Creek Drive,,,,True,False,6/1/25,1
1390,xtxball,True,,San Antonio,TX,78217.0,US,9615 Ball Street,,,,True,False,6/1/25,1
1639,xtxdrysd,False,,Houston,TX,77041.0,US,9820 Drysdale Lane,,,12/13/23,True,False,6/1/25,1
1598,xtxglen,True,,Dallas,TX,75233.0,US,3113 Glenfield Avenue,,,,True,False,6/1/25,1
1652,xtxmorto,True,,Dallas,TX,75236.0,US,4000 Dan Morton Dr,,,,True,False,6/1/25,1
1653,xtxritti,True,,San Antonio,TX,78218.0,US,4728 Goldfield Drive,,,,True,False,6/1/25,1
1378,xtxwebbl,False,,San Antonio,TX,78218.0,US,7903 Webbles Dr,,,5/20/24,True,False,6/1/25,1
