Property Code,Unit Code,Last Updated,Office%,WH Lights,Office Lights,Elect. Panel,Sensors,Lights replaced by FP?,In unit meter,Submeter,Elec. Power VOLTS,Elec. Power AMPS,Elec. Connection,WH Heating,WH Conditioned ,WH Tonnage,Office Conditioned,Office Tonnage,HVAC Panel,Hazard usage,Hazard Materials ,Hazard Notes,# Drive ins ,# Dock Doord
"3ga00002","OPQR    ","2024-10-03 00:00:00",8,"Fluorescent","Fluorescent","No","No","No","Yes","No","277/480",600,"3 Phase","Gas Heaters","No",,"Yes",,"Programmable","No",,,,
"3il00001",410     ,"2024-04-17 00:00:00",5.8,"Fluorescent","Fluorescent","No","No","No","Yes","N/A","120/240",2500,"3 Phase","Gas Heaters","No",0,"Yes",17,"No","No","","",0,0
"3oh00001",2060    ,"2024-04-17 00:00:00",33,"LED","LED","No","No","Yes","Yes","N/A","",0,"3 Phase","Gas Heaters","No",0,"Yes",0,"No","No","","",0,0
"3oh00001",2064    ,"2024-04-17 00:00:00",33,"LED","LED","No","No","Yes","Yes","N/A","",0,"3 Phase","Gas Heaters","No",0,"Yes",0,"No","No","","",0,0
"3oh00001",2066    ,"2024-04-17 00:00:00",33,"LED","LED","No","No","Yes","Yes","N/A","",0,"3 Phase","Gas Heaters","No",0,"Yes",0,"No","No","","",0,0
"3oh00001",2068    ,"2024-04-17 00:00:00",33,"Fluorescent","Fluorescent","No","No","No","Yes","N/A","",0,"3 Phase","Gas Heaters","No",0,"Yes",0,"No","No","","",0,0
"3oh00001",2078    ,"2024-04-17 00:00:00",33,"Fluorescent","Fluorescent","No","No","No","Yes","N/A","",0,"3 Phase","Gas Heaters","No",0,"Yes",0,"No","No","","",0,0
"3oh00001",2080    ,"2024-04-19 00:00:00",33,"Fluorescent","Fluorescent","No","No","No","Yes","N/A","",0,"3 Phase","Gas Heaters","No",0,"Yes",48,"No","No","","",0,0
"3oh00001",2098    ,"2024-04-19 00:00:00",33,"Fluorescent","Fluorescent","No","No","No","Yes","N/A","",0,"3 Phase","Gas Heaters","No",0,"Yes",22.5,"No","No","","",0,0
"xil1100h",1100    ,"2024-04-17 00:00:00",26,"","","No","No","No","Yes","N/A","120/208",200,"3 Phase","Gas Heaters","No",0,"Yes",0,"No","No","","",0,0
"xil1100h",1130    ,"2024-04-17 00:00:00",19,"","","No","No","No","Yes","N/A","120/208",225,"3 Phase","Gas Heaters","No",0,"Yes",6,"No","No","","",0,0
"xil1100h",1150    ,"2024-04-17 00:00:00",25,"","","No","No","No","Yes","N/A","120/208",400,"3 Phase","Gas Heaters","No",0,"Yes",6,"No","No","","",0,0
"xil1701b",100     ,"2024-04-17 00:00:00",13,"LED","LED","No","No","No","Yes","N/A","277/480",1600,"3 Phase","Gas Heaters","No",0,"Yes",48.5,"No","No","","",0,0
"3il00002",100     ,"2024-04-17 00:00:00",22,"Fluorescent","Fluorescent","No","No","No","Yes","N/A","277/480",800,"3 Phase","Gas Heaters","No",0,"Yes",13,"No","No","","",0,0
"3il00002",150     ,"2024-10-07 00:00:00",9,"LED","LED","No","No","Yes","Yes","No","277/480",800,"3 Phase","Gas Heaters","No",0,"Yes",7,"No","No",,,,
"3ga00003",1100    ,"2024-04-17 00:00:00",2.3,"High-Intensity Discharge","Fluorescent","No","No","No","Yes","N/A","270/480",2000,"3 Phase","Gas Heaters","No",0,"Yes",4,"No","No","","Property table shows High intensity discharge + fluorescent as lights type in warhouse",0,0
"3fl00004",100     ,"2024-04-17 00:00:00",9.2,"LED","Fluorescent","N/A","N/A","N/A","Yes","N/A",240,200,"3 Phase","N/A","N/A",46.5,"Yes",0,"Yes","No","","",0,0
"3il00003",2100    ,"2024-04-17 00:00:00",24.98,"Fluorescent","Fluorescent","No","No","No","Yes","N/A","120/240",200,"3 Phase","Gas Heaters","No",0,"Yes",16,"No","No","","",0,0
"3il00004",3380    ,"2024-04-17 00:00:00",1.4,"LED","LED","No","No","Yes","Yes","N/A","277/480",4000,"3 Phase","Gas Heaters","No",0,"Yes",3,"No","No","","",0,0
"3tx00001","STE-A   ","2024-04-19 00:00:00",5.5,"High-Intensity Discharge","Fluorescent","Yes","No","No","Yes","N/A","",0,"Single","Gas Heaters","No",0,"Yes",12,"Yes","No","","",0,0
"xga1145b",1145    ,"2024-04-19 00:00:00",12,"LED","LED","No","No","No","Yes","N/A","277/480",3000,"3 Phase","None","No",0,"Yes",3,"No","No","","",0,0
"3oh00002","A       ","2024-04-19 00:00:00",7,"Fluorescent","Fluorescent","No","No","No","Yes","N/A","120/208",600,"3 Phase","Gas Heaters","No",0,"Yes",10,"No","No","","",0,0
"3md00004","PARK    ","2024-10-08 00:00:00",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,0,"N/A","N/A","N/A",0,"N/A",0,"N/A","N/A",,,0,0
"3ga00004","A       ","2024-03-08 00:00:00",20,"Fluorescent","LED","No","No","No","Yes","No","120/208",800,"3 Phase","Gas Heaters","No",0,"Yes",13,"No","No","","",,
"3il00005",100     ,"2024-04-19 00:00:00",13,"LED","LED","No","No","Yes","Yes","N/A","277/480",1200,"3 Phase","Gas Heaters","No",0,"Yes",15.5,"No","No","","",0,0
"3il00006",1221    ,"2024-04-19 00:00:00",20,"","","No","No","No","Yes","N/A","277/480",800,"3 Phase","Gas Heaters","No",0,"Yes",33,"No","No","","",0,0
"3tx00003",100     ,"2024-04-24 00:00:00",89.54,"","","N/A","N/A","N/A","N/A","N/A","",0,"N/A","Gas Heaters","No",0,"Yes",0,"N/A","N/A","","",0,0
"3tx00004",150     ,"2024-04-26 00:00:00",7.2,"Fluorescent","LED","No","No","No","Yes","N/A","480/277",1200,"3 Phase","Gas Heaters","No",0,"Yes",9,"Yes","No","","",0,0
"3tx00004",200     ,"2024-04-26 00:00:00",0,"Fluorescent","","No","No","No","Yes","N/A","480/277",1200,"3 Phase","Gas Heaters","No",0,"Yes",0,"N/A","No","","",0,0
"3tx00005",1111    ,"2024-04-24 00:00:00",11.43,"LED","LED","Yes","No","No","Yes","N/A","277/480",1600,"3 Phase","Packaged Units","No",0,"Yes",444.5,"Yes","No","","",0,0
"3tx00006",1601    ,"2024-04-26 00:00:00",14,"","","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","No",0,"Yes",0,"N/A","N/A","","",0,0
"3tx00007",1460    ,"2024-10-07 00:00:00",0,"LED","Fluorescent/LED","Yes","No","No","Yes","No","277/480",4000,"3 Phase","None","No",0,"Yes",1500,"Yes","No",,,,
"3tx00008",100     ,"2024-04-26 00:00:00",57.65,"","","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","No",0,"Yes",0,"Yes","N/A","","",0,0
"3tx00008",150     ,"2024-04-26 00:00:00",20.56,"","","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","No",0,"Yes",0,"N/A","N/A","","",0,0
"3tx00009",100     ,"2024-04-24 00:00:00",100,"Fluorescent","Fluorescent","No","No","No","Yes","N/A","277/480",1600,"3 Phase","None","No",0,"Yes",51.5,"Yes","No","","Lights type in office are both Fluorescent and LED",0,0
"3tx00009",200     ,"2024-04-24 00:00:00",100,"Fluorescent","Fluorescent","No","No","No","Yes","N/A","277/480",1600,"3 Phase","None","No",0,"Yes",120,"Yes","No","","Lights type in warehouse are both fluorescent and led",0,0
"3il00007",800     ,"2024-04-19 00:00:00",0,"LED","LED","No","No","No","Yes","N/A","120/240",400,"3 Phase","Gas Heaters","No",0,"Yes",9,"No","No","","",0,0
"3il00007",802     ,"2024-04-24 00:00:00",0,"","","No","No","N/A","Yes","N/A","277/480",200,"3 Phase","Gas Heaters","No",0,"Yes",9,"No","No","","And 400 amp, 120/208V",0,0
"3il00007",810     ,"2024-04-24 00:00:00",0,"","","No","No","No","Yes","N/A","120/240",400,"3 Phase","Gas Heaters","No",0,"Yes",4,"No","No","","",0,0
"3il00007",812     ,"2024-04-24 00:00:00",0,"LED","LED","No","No","Yes","Yes","No","120/240",200,"3 Phase","Gas Heaters","No",0,"Yes",4,"No","No","","",0,0
"3fl00005","A       ","2024-04-19 00:00:00",6.2,"Fluorescent","Fluorescent","N/A","N/A","N/A","Yes","N/A","120/240",200,"3 Phase","N/A","Yes",5,"Yes",0,"Yes","No","","",0,0
"3nc00001",10000   ,"2024-03-07 00:00:00",2.7,"LED","Fluorescent","No","No","No","Yes","No","277/480",6000,"3 Phase","Gas Heaters","No",0,"Yes",5.5,"No","No","","",,
"3fl00006","AB      ","2024-04-26 00:00:00",10.4,"High-Intensity Discharge","Fluorescent","Yes","No","No","Yes","N/A","120/240",200,"3 Phase","None","Yes",5.25,"Yes",0,"N/A","No","","200-400amp",0,0
"3oh00003",3232    ,"2024-04-26 00:00:00",34.5,"High-Intensity Discharge","Fluorescent","No","No","No","Yes","N/A","120/240",100,"3 Phase","Gas Heaters","No",0,"Yes",25,"No","No","","",0,0
"3fl00007",4570    ,"2024-04-26 00:00:00",9.9,"Fluorescent","Fluorescent","No","No","No","Yes","N/A","120/240",600,"3 Phase","None","Yes",0,"Yes",3,"Yes","No","","",0,0
"3fl00007","BB      ","2024-10-07 00:00:00",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,0,"N/A","N/A","N/A",0,"N/A",0,"N/A","N/A",,,0,0
"3tx00010",1501    ,"2024-03-07 00:00:00",0.38,"LED","Fluorescent","Yes","Yes","Yes","Yes","No","277/480",1600,"3 Phase","None","No",0,"No",0,"No","No","","",,
"3tx00011",1101    ,"2024-03-07 00:00:00",25,"LED","Fluorescent","Yes","No","No","Yes","No","120/240",200,"3 Phase","Gas Heaters","No",0,"Yes",10.5,"Yes","No","","",,
"3tx00011",120     ,"2024-03-07 00:00:00",6,"LED","Fluorescent","Yes","No","No","Yes","No","120/240",200,"3 Phase","Gas Heaters","No",0,"Yes",5,"Yes","No","","",,
"3tx00012",4525    ,"2024-03-07 00:00:00",20,"LED","Fluorescent","Yes","No","No","Yes","No",240,200,"3 Phase","Gas Heaters","No",0,"Yes",6,"Yes","No","","",,
"3tx00012",4535    ,"2024-03-07 00:00:00",10.6,"Fluorescent","Fluorescent","Yes","No","No","Yes","No",120,400,"3 Phase","Gas Heaters","No",0,"Yes",9,"Yes","No","","",,
"3tx00013",1       ,"2024-03-07 00:00:00",0.05,"High-Intensity Discharge","Fluorescent","No","No","No","Yes","No","120/240",800,"3 Phase","Packaged Units","Yes",101.5,"Yes",0,"Yes","No","","",,
"3tx00013",2       ,"2024-03-07 00:00:00",3.5,"LED","Fluorescent","Yes","No","No","Yes","No",600,600,"3 Phase","Packaged Units","Yes",103.25,"Yes",0,"Yes","No","","",,
"3ga00005","A       ","2024-03-07 00:00:00",17,"LED","Fluorescent","No","No","Yes","Yes","No","277/480",600,"3 Phase","Gas Heaters","No",0,"Yes",30,"No","No","","",,
"3nc00002",4112    ,"2024-03-07 00:00:00",3.5,"Fluorescent","LED","No","No","No","Yes","No","",0,"3 Phase","Gas Heaters","No",0,"No",5,"No","No","","",,
"3nc00003","A       ","2024-03-07 00:00:00",4,"Fluorescent","Fluorescent","No","No","No","No","No","120/208",400,"3 Phase","Gas Heaters","No",0,"Yes",5.5,"No","No","","",,
"3nc00003","B       ","2024-10-03 00:00:00",4,"Fluorescent","Fluorescent","No","No","No","Yes","No","120/208",400,"3 Phase","Gas Heaters","No",,"Yes",5.5,"No","No",,,,
"3nc00004","A       ","2024-10-03 00:00:00",10,"Fluorescent","Fluorescent","No","No","No","Yes","No","277/480",225,"3 Phase","Packaged Units","Yes",125,"Yes",7,"No","No",,,,
"3nc00004","ANT     ","2024-10-07 00:00:00",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,0,"N/A","N/A","N/A",0,"N/A",0,"N/A","N/A",,,0,0
"3nc00004","D       ","2024-10-03 00:00:00",3,"Fluorescent","Fluorescent","No","No","No","Yes","No","277/480",225,"3 Phase","Gas Heaters","No",0,"Yes",11.5,"No","No",,,,
"3nj00010","A       ","2024-05-02 00:00:00",20.77,"High-Intensity Discharge","LED","N/A","N/A","N/A","Yes","No","",0,"N/A","N/A","No",0,"Yes",0,"N/A","N/A","","",0,0
"3nj00010","C       ","2024-05-02 00:00:00",34.27,"High-Intensity Discharge","LED","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","No",0,"Yes",0,"N/A","N/A","","",0,0
"3nj00011",2       ,"2024-05-02 00:00:00",100,"LED","","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","No",0,"Yes",0,"N/A","N/A","","",0,0
"3nj00012","3-DEF   ","2024-05-02 00:00:00",28.58,"","LED","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","No",0,"Yes",0,"N/A","N/A","","",0,0
"3nj00012","A       ","2024-05-02 00:00:00",32.63,"","LED","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","No",0,"Yes",0,"N/A","N/A","","",0,0
"3nj00012","B       ","2024-05-02 00:00:00",0,"","LED","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","No",0,"Yes",0,"N/A","N/A","","",0,0
"3nj00012","C       ","2024-05-02 00:00:00",29.98,"","LED","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","No",0,"Yes",0,"N/A","N/A","","",0,0
"3nj00013","A       ","2024-05-02 00:00:00",44.65,"","","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","No",0,"Yes",0,"N/A","N/A","","",0,0
"3nj00013","BC      ","2024-05-02 00:00:00",76.89,"","","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","No",0,"Yes",0,"N/A","N/A","","",0,0
"3nj00013","D       ","2024-05-02 00:00:00",30.38,"","","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","No",0,"Yes",0,"N/A","N/A","","",0,0
"3nj00014","A       ","2024-05-02 00:00:00",0,"","","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","No",0,"Yes",0,"N/A","N/A","","",0,0
"3nj00014","B       ","2024-05-02 00:00:00",0,"","","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","No",0,"Yes",0,"N/A","N/A","","",0,0
"3nj00014","C       ","2024-05-02 00:00:00",0,"","","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","No",0,"Yes",0,"N/A","N/A","","",0,0
"3nj00014","DEFN    ","2024-05-02 00:00:00",0,"","","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","No",0,"Yes",0,"N/A","N/A","","",0,0
"3nj00014","G       ","2024-05-02 00:00:00",0,"","","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","No",0,"Yes",0,"N/A","N/A","","",0,0
"3nj00014","H       ","2024-05-02 00:00:00",0,"","","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","No",0,"Yes",0,"N/A","N/A","","",0,0
"3nj00014","J       ","2024-05-02 00:00:00",0,"","","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","No",0,"Yes",0,"N/A","N/A","","",0,0
"3nj00014","K       ","2024-05-02 00:00:00",0,"","","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","No",0,"Yes",0,"N/A","No","","",0,0
"3nj00014","M       ","2024-05-02 00:00:00",0,"","","N/A","N/A","N/A","N/A","N/A","",0,"Single","N/A","No",0,"Yes",0,"N/A","N/A","","",0,0
"3nj00016",59      ,"2024-05-02 00:00:00",55.04,"","","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","No",0,"Yes",0,"N/A","N/A","","",0,0
"3nc00005",100     ,"2024-10-03 00:00:00",100,"Fluorescent","Fluorescent","No","No","No","Yes","No","277/480",1200,"3 Phase","Packaged Units","Yes",4,"Yes",50,"No","No",,,,
"3md00005","A       ","2024-03-07 00:00:00",100,"Fluorescent","Fluorescent","No","No","No","Yes","No","277/480",1200,"3 Phase","Packaged Units","Yes",4,"Yes",50,"No","No","","",,
"3md00005","B       ","2024-10-03 00:00:00",18.5,"","","Yes","No","No","Yes","No",,,"3 Phase","Gas Heaters","No",,"Yes",,"Yes","No",,,,
"3md00005","C       ","2024-10-03 00:00:00",0,"","","Yes","No","No","Yes","No",,,"3 Phase","Gas Heaters","No",,"Yes",,"Yes","No",,,,
"3nj00018","CABLE   ","2024-10-08 00:00:00",0,"N/A","N/A","N/A","N/A","N/A","N/A","No",0,0,"N/A","N/A","N/A",0,"N/A",0,"N/A","N/A",,,0,0
"3oh00004",100     ,"2024-10-07 00:00:00",0.4,"Fluorescent/LED","","No","No","No","Yes","No","277/480",4000,"3 Phase","Gas Heaters","No",0,"Yes",16,"No","No",,,,
"3oh00004",200     ,"2024-10-07 00:00:00",0.4,"Fluorescent/LED","","No","No","No","Yes","No","120/208",800,"3 Phase","Gas Heaters","No",0,"Yes",16,"No","No",,,,
"3oh00004",300     ,"2024-10-07 00:00:00",2.4,"LED","LED","No","No","Yes","Yes","No",,,"3 Phase","Gas Heaters","No",0,"Yes",2.5,"No","No",,,,
"3oh00004",400     ,"2024-10-07 00:00:00",0,"Fluorescent/LED","N/A","No","No","No","Yes","No","120/208",225,"3 Phase","Gas Heaters","No",0,"Yes",100,"No","No",,,,
"3nc00006",1       ,"2024-03-07 00:00:00",1.7,"Fluorescent","Fluorescent","No","No","No","Yes","No","277/480",400,"3 Phase","Gas Heaters","No",0,"Yes",2,"No","No","","",,
"3nc00006",2       ,"2024-10-03 00:00:00",6.8,"Fluorescent","Fluorescent","No","No","No","Yes","No","277/480",7025,"3 Phase","Gas Heaters","No",,"No",33,"Yes","No",,,,
"3nc00006",3       ,"2024-10-03 00:00:00",,"Fluorescent","Fluorescent","No","No","No","Yes","No",,800,"3 Phase","Gas Heaters","No",,"No",,"No","No",,,,
"3nc00006",4       ,"2024-10-03 00:00:00",,"Fluorescent","Fluorescent","No","No","No","Yes","No",,800,"3 Phase","Gas Heaters","No",,"No",,"No","No",,,,
"3nc00007","A       ","2024-03-07 00:00:00",14.4,"Fluorescent","LED","No","No","No","Yes","No","277/480",2500,"3 Phase","Gas Heaters","No",0,"Yes",23,"No","No","","",,
"3nc00007","E       ","2024-04-02 00:00:00",10,"Fluorescent","LED","No","No","No","Yes","N/A","277/480",1200,"3 Phase","Gas Heaters","No",0,"No",7,"","No","","",,
"3nc00008",100     ,"2024-03-07 00:00:00",19.2,"LED","Fluorescent","No","No","Yes","No","No","277/480",1200,"3 Phase","Packaged Units","No",0,"Yes",40,"No","No","","",,
"3fl00008",100     ,"2024-10-03 00:00:00",,"","","Yes","No","No","Yes","No","277/480",3000,"3 Phase","None","No",10,"Yes",0,"Yes","No",,,,
"3fl00009","A       ","2024-10-03 00:00:00",12.56,"Fluorescent","","Yes","No","No","Yes","No","120/208",1200,"3 Phase","None","No",10,"Yes",,"Yes","No",,,,
"3fl00009","B       ","2024-10-03 00:00:00",,"","","Yes","No","No","Yes","No","120/208",1200,"3 Phase","None","No",,"Yes",,"Yes","No",,,,
"3fl00010",100     ,"2024-10-03 00:00:00",15.96,"","","Yes","No","No","Yes","No","120/208",800,"3 Phase","None","No",45.5,"Yes",,"Yes","No",,,,
"3fl00011",100     ,"2024-10-03 00:00:00",8.28,"","","N/A","N/A","N/A","Yes","N/A","277/480",1200,"3 Phase","N/A","N/A",22.5,"Yes",0,"N/A","No","","",0,0
"3md00006",100     ,"2024-05-21 00:00:00",5.6,"","","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","N/A",0,"N/A",0,"N/A","N/A","","",0,0
"3tx00014",100     ,"2024-04-23 00:00:00",34.64,"Fluorescent","Fluorescent","Yes","No","No","Yes","No","120/240",400,"3 Phase","Gas Heaters","No",10,"Yes",10,"Yes","No",,,1,1
"3tx00014",200     ,"2024-04-23 00:00:00",21.5,"Fluorescent","Fluorescent","No","No","No","Yes","No","120/240",400,"3 Phase","Gas Heaters","Yes",17.5,"Yes",12,"Yes","No",,,1,2
"3tx00014",300     ,"2024-05-08 00:00:00",34.64,"Fluorescent","Fluorescent","No","No","No","Yes","No","120/240",400,"3 Phase","Gas Heaters","Yes",10,"Yes",10,"Yes","No",,,1,0
"iga001  ",200     ,"2024-05-14 00:00:00",0,"Fluorescent","N/A","No","No","No","Yes","No","120/208",800,"3 Phase","Gas Heaters","No",0,"N/A",0,"No","No","","Dead storage building for Wincup currently. No office pod",1,5
"iga001  ",4600    ,"2024-05-14 00:00:00",0,"Fluorescent","N/A","No","No","No","Yes","No","120/208",800,"3 Phase","Gas Heaters","No",0,"N/A",0,"No","No","","Dead storage building for Wincup currently. No office pod",1,5
"iga001  ",4640    ,"2024-06-21 00:00:00",5.87,"Fluorescent/LED","Fluorescent","Yes","No","No","Yes","No","277/480",9000,"3 Phase","Gas Heaters","No",0,"Yes",15,"Yes","No","","",2,10
"iga001  ",4680    ,"2024-06-21 00:00:00",7.7,"Fluorescent/LED","Fluorescent","No","No","No","Yes","No","277/480",13800,"3 Phase","Gas Heaters","No",60,"Yes",26,"Yes","No","","",6,0
"iga001  ","PARK    ","2024-06-21 00:00:00",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","N/A",0,"N/A",0,"N/A","No","","Land parcel, parking lot only",0,0
"3tx00015",100     ,"2024-05-08 00:00:00",29.38,"LED","LED","No","No","No","Yes","No","120/240",600,"3 Phase","Gas Heaters","No",24,"Yes",17.5,"Yes","No",,,0,1
"3tx00015","100A    ","2024-05-08 00:00:00",60.97,"Fluorescent","Fluorescent","No","No","No","Yes","No","120/240",600,"3 Phase","Gas Heaters","Yes",3,"Yes",12.5,"Yes","No",,,0,2
"3tx00015",102     ,"2024-05-08 00:00:00",60.97,"Fluorescent","Fluorescent","No","No","No","Yes","No","120/240",600,"3 Phase","Gas Heaters","Yes",5,"Yes",5,"Yes","No",,,0,1
"3tx00015","102A    ","2024-05-08 00:00:00",38.38,"Fluorescent","Fluorescent","No","No","No","Yes","No","120/240",600,"3 Phase","Gas Heaters","No",12.5,"Yes",10,"Yes","No",,,1,0
"3tx00015",108     ,"2024-05-08 00:00:00",53.58,"LED","LED","No","No","No","Yes","No","120/240",600,"3 Phase","Gas Heaters","No",4,"Yes",6,"Yes","No",,,1,0
"3tx00015","108A    ","2024-05-08 00:00:00",63.16,"LED","LED","No","No","No","Yes","No","120/240",600,"3 Phase","Gas Heaters","No",2.5,"Yes",12,"Yes","No",,,1,0
"3tx00015",114     ,"2024-05-08 00:00:00",,"Fluorescent","Fluorescent","No","No","No","Yes","No","120/240",1200,"3 Phase","Gas Heaters","No",4,"Yes",7,"Yes","No",,,1,0
"3tx00015",116     ,"2024-05-08 00:00:00",100,"Fluorescent","Fluorescent","No","No","No","Yes","No","120/240",600,"3 Phase","Gas Heaters","N/A",,"Yes",23,"Yes","No",,,0,0
"3tx00015","116A    ","2024-05-08 00:00:00",41.85,"LED","Fluorescent","No","No","No","Yes","No","120/240",600,"3 Phase","Gas Heaters","Yes",5,"Yes",13.5,"Yes","No",,,1,1
"3tx00015",120     ,"2024-05-08 00:00:00",100,"N/A","LED","No","No","No","Yes","No","120/240",600,"3 Phase","Gas Heaters","N/A",,"Yes",9.5,"Yes","No",,,1,1
"3tx00015","120A    ","2024-05-13 00:00:00",31.96,"Fluorescent","Fluorescent","No","No","No","Yes","No","120/240",600,"3 Phase","Gas Heaters","No",,"Yes",4,"Yes","No",,,1,0
"3tx00015",122     ,"2024-05-13 00:00:00",31.96,"Fluorescent","Fluorescent","No","No","No","Yes","No","120/240",600,"3 Phase","Gas Heaters","No",,"Yes",4,"Yes","No",,,1,0
"3tx00015","122A    ","2024-05-13 00:00:00",41.85,"LED","Fluorescent","No","No","No","Yes","No","120/240",600,"3 Phase","Gas Heaters","No",,"Yes",2,"Yes","No",,,1,0
"3tx00015",124     ,"2024-05-13 00:00:00",46.57,"Fluorescent","Fluorescent","No","No","No","Yes","No","120/240",600,"3 Phase","Gas Heaters","Yes",12,"Yes",32.5,"Yes","No",,,0,1
"3tx00015","124A    ","2024-05-13 00:00:00",38.38,"Fluorescent","Fluorescent","No","No","No","Yes","No","120/240",600,"3 Phase","Gas Heaters","Yes",6,"Yes",6,"Yes","No",,,1,0
"3tx00015",128     ,"2024-05-13 00:00:00",30.01,"Fluorescent","Fluorescent","No","No","No","Yes","No","120/240",600,"3 Phase","Gas Heaters","Yes",3,"Yes",2,"Yes","No",,,0,1
"3tx00015",136     ,"2024-05-13 00:00:00",50.23,"Fluorescent","Fluorescent","No","No","No","Yes","No","120/240",600,"3 Phase","Gas Heaters","Yes",3,"Yes",13.5,"Yes","No",,,0,1
"3tx00015","136W    ","2024-05-13 00:00:00",30.01,"Fluorescent","Fluorescent","No","No","No","Yes","No","120/240",600,"3 Phase","Gas Heaters","No",,"No",,"Yes","No",,,0,0
"inc001  ",1620    ,"2024-05-03 00:00:00",2,"Fluorescent","Fluorescent","No","No","No","Yes","No","277/480",2000,"3 Phase","Packaged Units","Yes",60,"Yes",6,"Programmable","No","","",1,9
"inc001  ",1640    ,"2024-05-03 00:00:00",13,"Fluorescent/LED","Fluorescent","No","No","No","Yes","No","277/480",0,"3 Phase","Packaged Units","Yes",80,"Yes",26,"Yes","No","","",0,6
"3nj00020","A       ","2024-10-01 00:00:00",13.33,"Fluorescent/LED","LED","N/A","No","No","Yes","No","120/208",1200,"N/A","Gas Heaters","Yes",,"Yes",,"N/A","Yes","blood testing kits/chemicals and agents","a lot of lab space, needs to be converted when rolls",0,2
"3nj00020","B       ","2024-06-28 00:00:00",7.27,"LED","Fluorescent/LED","Yes","No","No","Yes","No","120/208",800,"Single","Gas Heaters","No",32.5,"Yes",5,"Yes","No",,,1,3
"iga002  ",4616    ,"2024-05-14 00:00:00",0,"","","N/A","N/A","N/A","N/A","N/A","",0,"N/A","N/A","N/A",0,"N/A",0,"N/A","No","","Land parcel only",0,0
"iga003  ",4680    ,"2024-05-14 00:00:00",7.7,"Fluorescent/LED","Fluorescent","No","No","No","Yes","No","277/480",13800,"3 Phase","Gas Heaters","No",0,"Yes",69.5,"Yes","No","","",6,0
"iga004  ",4640    ,"2024-05-14 00:00:00",5.87,"Fluorescent/LED","Fluorescent","Programmable","No","No","Yes","No","277/480",9000,"3 Phase","Gas Heaters","No",0,"Yes",15,"Programmable","No","","",2,10
"3nj00021","ROOF    ","2024-10-07 00:00:00",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,0,"N/A","N/A","N/A",0,"N/A",0,"N/A","N/A",,,0,0
"3ga00006",100     ,"2024-07-19 00:00:00",44,"High-Intensity Discharge","Fluorescent","No","No","No","Yes","No","277/480",800,"3 Phase","Gas Heaters","No",0,"Yes",49.5,"Yes","No","","",1,5
"3ga00006",120     ,"2024-07-19 00:00:00",11,"High-Intensity Discharge","Fluorescent","No","No","No","Yes","No","277/480",200,"3 Phase","Gas Heaters","No",0,"Yes",10.5,"Yes","No","","",1,1
"3ga00006",160     ,"2024-07-19 00:00:00",12,"Fluorescent","Fluorescent","No","No","No","Yes","No","277/480",200,"3 Phase","Gas Heaters","No",0,"Yes",10,"Yes","No","","",2,7
"3ga00007",100     ,"2024-07-19 00:00:00",61,"Fluorescent","Fluorescent","No","No","No","Yes","No","277/480",200,"3 Phase","Gas Heaters","No",0,"Yes",37,"Yes","No","","",1,4
"3ga00007",106     ,"2024-07-19 00:00:00",24,"Fluorescent","Fluorescent","No","No","No","Yes","No","277/480",400,"3 Phase","Gas Heaters","No",0,"Yes",5,"Yes","No","","",1,3
"3ga00007",110     ,"2024-07-19 00:00:00",20,"Fluorescent","Fluorescent","No","No","No","Yes","No","277/480",200,"3 Phase","Gas Heaters","No",0,"Yes",22,"Yes","No","","",1,3
"3ga00007",114     ,"2024-07-19 00:00:00",29,"Fluorescent","Fluorescent","No","No","No","Yes","No","277/480",200,"3 Phase","Gas Heaters","No",0,"Yes",9.5,"Yes","No","","",0,3
