Market,Property Code,Property Address,scode
"Northern NJ/New York","3nj00017","16 McKee Drive",16      
"Northern NJ/New York","3nj00018","91 McKee Drive",4       
"Northern NJ/New York","3nj00018","91 McKee Drive","B       "
"Northern NJ/New York","3nj00018","91 McKee Drive","C       "
"Northern NJ/New York","3nj00018","91 McKee Drive","D       "
"Northern NJ/New York","3nj00018","91 McKee Drive","E       "
"Northern NJ/New York","3nj00018","91 McKee Drive","CABLE   "
"Northern NJ/New York","3nj00018","91 McKee Drive","F       "
"Northern NJ/New York","3nj00019","70-82 McKee Drive",70      
"Northern NJ/New York","3nj00019","70-82 McKee Drive","82B     "
"Northern NJ/New York","3nj00019","70-82 McKee Drive",90      
"Northern NJ/New York","3nj00019","70-82 McKee Drive","70-A02  "
"Northern NJ/New York","3nj00019","70-82 McKee Drive","70E     "
"Cincinnati","3oh00004","4000-4024 Precision Dr ",100     
"Cincinnati","3oh00004","4000-4024 Precision Dr ",200     
"Cincinnati","3oh00004","4000-4024 Precision Dr ",300     
"Cincinnati","3oh00004","4000-4024 Precision Dr ",400     
"Charlotte, NC","3nc00006","464 East Plaza Drive",1       
"Charlotte, NC","3nc00006","464 East Plaza Drive",2       
"Charlotte, NC","3nc00006","464 East Plaza Drive",3       
"Charlotte, NC","3nc00006","464 East Plaza Drive",4       
"Charlotte, NC","3nc00007","12210 Vance Davis","E       "
"Charlotte, NC","3nc00007","12210 Vance Davis","A       "
"Charlotte, NC","3nc00008","12140 Vance Davis",100     
"Miami","3fl00008","13000 Northwest 38th Avenue",100     
"Miami","3fl00009","13001 NW 38th Ave","A       "
"Miami","3fl00009","13001 NW 38th Ave","B       "
"Miami","3fl00010","12900 NW 38th Ave",100     
"Miami","3fl00011","2479 Eunice Ave",100     
"Baltimore","3md00006","2915 Wilmarco Ave",100     
"Dallas","3tx00014","10755 Sanden Drive",200     
"Dallas","3tx00014","10755 Sanden Drive",100     
"Dallas","3tx00014","10755 Sanden Drive",300     
"Atlanta","iga001  ","4600-4680 Lewis Road",4600    
"Atlanta","iga001  ","4600-4680 Lewis Road","PARK    "
"Atlanta","iga001  ","4600-4680 Lewis Road",4680    
"Atlanta","iga001  ","4600-4680 Lewis Road",4640    
"Dallas","3tx00015","1800-20 N Glenville Drive",136     
"Dallas","3tx00015","1800-20 N Glenville Drive","136W    "
"Dallas","3tx00015","1800-20 N Glenville Drive","116A    "
"Dallas","3tx00015","1800-20 N Glenville Drive","122_124 "
"Dallas","3tx00015","1800-20 N Glenville Drive","108A    "
"Dallas","3tx00015","1800-20 N Glenville Drive",120     
"Dallas","3tx00015","1800-20 N Glenville Drive","122A    "
"Dallas","3tx00015","1800-20 N Glenville Drive","120A    "
"Dallas","3tx00015","1800-20 N Glenville Drive",102     
"Dallas","3tx00015","1800-20 N Glenville Drive","124A    "
"Dallas","3tx00015","1800-20 N Glenville Drive",100     
"Dallas","3tx00015","1800-20 N Glenville Drive","100A    "
"Dallas","3tx00015","1800-20 N Glenville Drive","102A    "
"Dallas","3tx00015","1800-20 N Glenville Drive",116     
"Dallas","3tx00015","1800-20 N Glenville Drive","100B    "
"Dallas","3tx00015","1800-20 N Glenville Drive",114     
"Dallas","3tx00015","1800-20 N Glenville Drive",128     
"Dallas","3tx00015","1800-20 N Glenville Drive",108     
"Dallas","3tx00015","1800-20 N Glenville Drive",124     
"Dallas","3tx00015","1800-20 N Glenville Drive",122     
"Long Island","iny001  ","105 E Jefryn Blvd",100     
"Charlotte, NC","inc001  ","1620-1640 Federal Ave",1620    
"Charlotte, NC","inc001  ","1620-1640 Federal Ave",1640    
"Northern NJ/New York","3nj00020","200-204 Evans Way","A       "
"Northern NJ/New York","3nj00020","200-204 Evans Way","B       "
"Northern NJ/New York","3nj00021","12 Daniel Road","ROOF    "
"Northern NJ/New York","3nj00021","12 Daniel Road",100     
"Atlanta","3ga00006","3905 Steve Reynolds Blvd",100     
"Atlanta","3ga00006","3905 Steve Reynolds Blvd",120     
"Atlanta","3ga00006","3905 Steve Reynolds Blvd",160     
"Atlanta","3ga00007","4025 Steve Reynolds Blvd",120     
"Atlanta","3ga00007","4025 Steve Reynolds Blvd",110     
"Atlanta","3ga00007","4025 Steve Reynolds Blvd",106     
"Atlanta","3ga00007","4025 Steve Reynolds Blvd",100     
"Atlanta","3ga00007","4025 Steve Reynolds Blvd",114     
"Long Island","3ny00002","120-200 Adams Blvd","PARK    "
"Long Island","3ny00002","120-200 Adams Blvd","AB      "
"Long Island","3ny00002","120-200 Adams Blvd","CDEFG   "
"Long Island","3ny00002","120-200 Adams Blvd","H       "
"Long Island","3ny00002","120-200 Adams Blvd","J       "
"Columbus","3oh00005","4848 Evanswood Drive",100     
"Columbus","3oh00005","4848 Evanswood Drive",200     
"Cincinnati","3oh00006","8490 Seward Road",100     
"Memphis","3tn00006","3696 Knight Road",200     
"Memphis","3tn00006","3696 Knight Road",101     
"Memphis","3tn00007","5465 E. Raines Rd","05-12   "
"Memphis","3tn00007","5465 E. Raines Rd","01-04   "
"Memphis","3tn00008","5425 E. Raines Rd","9-10    "
"Memphis","3tn00008","5425 E. Raines Rd",11      
"Memphis","3tn00008","5425 E. Raines Rd",2       
"Memphis","3tn00008","5425 E. Raines Rd",3       
"Memphis","3tn00008","5425 E. Raines Rd",4       
"Memphis","3tn00008","5425 E. Raines Rd",7       
"Memphis","3tn00008","5425 E. Raines Rd",1       
"Memphis","3tn00008","5425 E. Raines Rd",8       
"Memphis","3tn00008","5425 E. Raines Rd",5       
"Memphis","3tn00009","5445 E. Raines Rd","1B      "
"Memphis","3tn00009","5445 E. Raines Rd","1A      "
"Memphis","3tn00009","5445 E. Raines Rd","2A      "
"Memphis","3tn00010","4105 S Mendenhall Road",100     
"Memphis","3tn00011","4287 Delp Street",100     
"Memphis","3tn00012","3845 Crowfarn Drive",100     
"Memphis","3tn00013","4026-4080 Senator Street",3       
"Memphis","3tn00013","4026-4080 Senator Street",2       
"Memphis","3tn00013","4026-4080 Senator Street",1       
"Memphis","3tn00014","3755 Knight Arnold Road",100     
"Jacksonville","3fl00012","2550 Cabot Commerce Dr",21      
"Jacksonville","3fl00012","2550 Cabot Commerce Dr",22      
"Jacksonville","3fl00012","2550 Cabot Commerce Dr",400     
"Jacksonville","3fl00012","2550 Cabot Commerce Dr",600     
"Atlanta","iga005  ","1695 Marietta Blvd NW",1       
"Jacksonville","3fl00013","11070 Cabot Commerce Circle",2       
"Jacksonville","3fl00013","11070 Cabot Commerce Circle",1       
"Jacksonville","3fl00014","11084 Cabot Commerce Circle","100-300 "
"Jacksonville","3fl00014","11084 Cabot Commerce Circle",200     
"Jacksonville","3fl00015","2562 Cabot Commerce Circle",1       
"Memphis","3tn00015","4519 Old Lamar Avenue",1       
"Memphis","3tn00016","4133-4175 Senator St",9       
"Memphis","3tn00016","4133-4175 Senator St",8       
"Memphis","3tn00016","4133-4175 Senator St",2       
"Memphis","3tn00016","4133-4175 Senator St","3-4     "
"Memphis","3tn00016","4133-4175 Senator St",1       
"Memphis","3tn00016","4133-4175 Senator St",11      
"Memphis","3tn00016","4133-4175 Senator St",12      
"Memphis","3tn00016","4133-4175 Senator St",6       
"Memphis","3tn00016","4133-4175 Senator St",5       
"Memphis","3tn00017","4179-4189 Senator St",2       
"Memphis","3tn00017","4179-4189 Senator St","2A      "
"Memphis","3tn00017","4179-4189 Senator St",3       
"Memphis","3tn00017","4179-4189 Senator St",4       
"Memphis","3tn00017","4179-4189 Senator St",5       
"Memphis","3tn00018","4533 Old Lamar Ave",100     
"Chicago","3il00008","1060 N Garfield",100     
"Chicago","3il00008","1060 N Garfield",200     
"Chicago","3il00008","1060 N Garfield","1066-68 "
"Chicago","3il00008","1060 N Garfield",1072    
"Chicago","3il00008","1060 N Garfield",1062    
"Chicago","3il00008","1060 N Garfield",1060    
"Chicago","3il00008","1060 N Garfield",1064    
"Chicago","3il00008","1060 N Garfield",1070    
"Northern NJ/New York","inj001  ","100 Lehigh Drive",100     
"Atlanta","3ga00009","48-50 Best Friend Road",1       
"Atlanta","3ga00008","1056 Personal Place",1       
"Atlanta","3ga00010","3285 Saturn Ct",1       
"Long Island","3ny00003","180 Motor Parkway",100     
"Long Island","iny002  ","1800 Arctic Avenue",100     
"Baltimore","3md00007","1200 Bernard Drive",100     
"Atlanta","3ga00011","1400 Beaver Ruin Rd",100     
"Dallas","3tx00017","2901 S. Cravens Rd.",100     
"Dallas","3tx00018","6151 Cowley Road",100     
"Dallas","3tx00019","2833 S Cravens Road",100     
"Northern NJ/New York","3nj00024","15 Gloria Lane",100     
"Northern NJ/New York","3nj00024","15 Gloria Lane",200     
"Northern NJ/New York","3nj00024","15 Gloria Lane",300     
"Chicago","3il00009","825 26th Street",100     
