Property Code,Property Address,City,Property State,ZIP,Is Land?,Fund,Legal Entity,ACQ Status,Acq. Date,Dispo. Date
"xga4225 ","4225 Phil Niekro Parkway","Norcross","GA",30319,,"FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","2021-09-22 00:00:00",
"xga4450c","4450 Commerce Circle SW","Atlanta","GA",30336,,"FRG X                                                                           ","FRG-X-AP-GA LP                                                                  ","Acquired                                                                        ","2022-06-14 00:00:00",
"xga4507m","4507 Mills Place Southwest","Atlanta ","GA",30319,,"FRG X                                                                           ","FRG-X-GA2 LP                                                                    ","Acquired                                                                        ","2021-12-13 00:00:00",
"xga4600f","4600 & 4630 Frederick Drive ","Atlanta","GA",30036,,"FRG X                                                                           ","FRG-X-GA2 LP                                                                    ","Acquired                                                                        ","2022-01-20 00:00:00",
"xga4680n","4680 North Royal Atlanta Drive","Tucker","GA",30084,,"FRG X                                                                           ","FRG-X-AP-GA LP                                                                  ","Acquired                                                                        ","2021-12-16 00:00:00",
"xga5070 ","5070 Minola Drive","Stonecrest","GA",30038,,"FRG X                                                                           ","FRG-X-AP-GA LP                                                                  ","Acquired                                                                        ","2021-10-12 00:00:00",
"xga5121b","5121 Buford Highway","Norcross","GA",30071,,"FRG X                                                                           ","FRG-X-GA2 LP                                                                    ","Acquired                                                                        ","2021-12-16 00:00:00",
"xga800in","800-850 Industrial Park Drive","Marietta","GA",30062,,"FRG X                                                                           ","FRG-X-AP-GA LP                                                                  ","Acquired                                                                        ","2021-12-20 00:00:00",
"xga800wh","800 Wharton Dr Southwest","Atlanta","GA",30336,,"FRG X                                                                           ","FRG-X-GA2 LP                                                                    ","Acquired                                                                        ","2021-12-28 00:00:00",
"xga9330 ","9330 Industrial Trace","Alpharetta","GA",30319,,"FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","2021-08-23 00:00:00",
"xga9335i","9335 Industrial Trace","Atlanta","GA",30004,,"FRG X                                                                           ","FRG-X-GA2 LP                                                                    ","Acquired                                                                        ","2022-04-18 00:00:00",
"xgahire1","196 Rio Cir Decatur, GA","Decatur","GA",30030,,"FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","2021-05-14 00:00:00",
"xgahire2","201 Laredo Dr Decatur, GA","Decatur","GA",30030,,"FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","2021-05-14 00:00:00",
"xgahire3","210 Rio Circle","Decatur","GA",30030,,"FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","2021-05-14 00:00:00",
"xgahire4","224 Rio Circle","Decatur","GA",30030,,"FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","2021-05-14 00:00:00",
"xgahire5","246 Rio Circle","Decatur","GA",30030,,"FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","2021-05-14 00:00:00",
"xgahire6","252 Rio Circle","Decatur","GA",30030,,"FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","2021-05-14 00:00:00",
"xgahire7","2980 Pine St ","Decatur","GA",30030,,"FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","2021-05-14 00:00:00",
"xgahire8","3000 Pine St","Decatur","GA",30030,,"FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","2021-05-14 00:00:00",
"xgamc200","4200 McEver Industrial Drive ","Acworth","GA",30101,,"FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","2021-07-07 00:00:00",
"xgamc220","4220 McEver Industrial Drive ","Acworth","GA",30101,,"FRG X                                                                           ","FRG-X-AP-GA LP                                                                  ","Acquired                                                                        ","2021-07-07 00:00:00",
"xgamc255","4255 McEver Industrial Drive NW","Acworth","GA",30101,,"FRG X                                                                           ","FRG-X-AP-GA LP                                                                  ","Acquired                                                                        ","2021-07-07 00:00:00",
"xgamc260","4260 McEver Industrial Drive ","Acworth","GA",30101,,"FRG X                                                                           ","FRG-X-AP-GA LP                                                                  ","Acquired                                                                        ","2021-07-07 00:00:00",
"xgashaw1","986 Rosedale Dr ","Hiram","GA",30141,,"FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","2021-07-04 00:00:00",
"xgashaw2","922 Mountain Ind Dr                           ","Marietta","GA",30060,,"FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","2021-06-04 00:00:00",
"xgashaw3","899 Mountain Ind Dr","Marietta","GA",30060,,"FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","2021-06-04 00:00:00",
"xgashaw4","3275 Florence Rd, Bldg 300","Powder Springs","GA",30127,,"FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","2021-06-04 00:00:00",
"xgashaw5","3275 Florence Rd, Bldg 200                      ","Powder Springs","GA",30127,,"FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","2021-06-04 00:00:00",
"xgashaw6","3275 Florence Rd, Bldg 100                      ","Powder Springs","GA",30127,,"FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","2021-06-04 00:00:00",
"xil1000a","1000 Atlantic Drive","West Chicago","IL",60185,,"FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Acquired                                                                        ","2022-01-17 00:00:00",
"xil1000e","1000 East 87th Street","Chicago","IL",60619,,"FRG X                                                                           ","FRG-X-AP-IL LP                                                                  ","Acquired                                                                        ","2022-06-14 00:00:00",
"xil1001a","1001 Arthur Avenue","Elk Grove Village","IL",60007,,"FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Acquired                                                                        ","2022-01-25 00:00:00",
"xil1100h","1100 Howard Street","Elk Grove Village","IL",60007,,"FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Acquired                                                                        ","2022-07-13 00:00:00",
"xil1111 ","1111 Bowes Rd","Elgin","IL",60123,,"FRG X                                                                           ","FRG-X-AP-IL LP                                                                  ","Acquired                                                                        ","2021-08-04 00:00:00",
"xil11697"," 11697 W Grand","Northlake","IL",60164,,"FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Acquired                                                                        ","2022-04-25 00:00:00",
"xil1200p","1200 Pratt Boulevard","Elk Grove Village","IL",60007,,"FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Acquired                                                                        ","2022-04-12 00:00:00",
"xil121lo","121 South Lombard Road","Addison","IL",60101,,"FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Acquired                                                                        ","2022-02-28 00:00:00",
"xil141be","141-145 Bernice","Bensenville","IL",60106,,"FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Acquired                                                                        ","2022-04-25 00:00:00",
"xil1600 ","1600 Hunter Rd","Hanover Park","IL",60133,,"FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Acquired                                                                        ","2021-08-04 00:00:00",
"xil1600b","1600 Birchwood Avenue","Des Plaines","IL",60018,,"FRG X                                                                           ","FRG-X-AP-IL LP                                                                  ","Acquired                                                                        ","2022-04-05 00:00:00",
"xil1630b","1630 Birchwood Avenue","Des Plaines","IL",60018,,"FRG X                                                                           ","FRG-X-AP-IL LP                                                                  ","Acquired                                                                        ","2022-04-05 00:00:00",
"xil1688 ","1688 Glen Ellyn Rd","Glendale Heights","IL",60139,,"FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Acquired                                                                        ","2021-08-04 00:00:00",
"xil1701b","1701 Birchwood Avenue","Des Plaines","IL",60018,,"FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Acquired                                                                        ","2022-07-14 00:00:00",
"xil1terr","1 Territorial Court","Bolingbrook","IL",60440,,"FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Acquired                                                                        ","2021-08-04 00:00:00",
"xil201ja","201 James Street","Bensenville","IL",60106,,"FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Acquired                                                                        ","2022-04-25 00:00:00",
"xil2101 ","2101 Arthur Avenue","Elk Grove Village","IL",60007,,"FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Acquired                                                                        ","2021-10-19 00:00:00",
"xil222ja","222 James Street","Bensenville","IL",60106,,"FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Acquired                                                                        ","2022-06-23 00:00:00",
"xil231ja","231 James Street ","Bensenville","IL",60106,,"FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Acquired                                                                        ","2022-04-25 00:00:00",
"xil2500w","2500 West Lake Street","Chicago","IL",60612,,"FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Acquired                                                                        ","2021-12-16 00:00:00",
"xil250n ","250 North Washtenaw Avenue","Chicago","IL",60612,,"FRG X                                                                           ","FRG-X-AP-IL LP                                                                  ","Acquired                                                                        ","2021-11-23 00:00:00",
"xil305e ","305 E North Ave","Carol Stream","IL",60188,,"FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Acquired                                                                        ","2021-08-04 00:00:00",
"xil464no","464 Northgate Parkway","Wheeling","IL",60090,,"FRG X                                                                           ","FRG-X-AP-IL LP                                                                  ","Acquired                                                                        ","2021-12-21 00:00:00",
"xil529t ","529 Thomas Drive","Bensenville","IL",60106,,"FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Acquired                                                                        ","2021-12-02 00:00:00",
"xil700h ","700 High Grove Boulevard","Glendale Heights","IL",60139,,"FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Acquired                                                                        ","2021-12-08 00:00:00",
"xil747  ","747-777 Chase Ave","Elk Grove Village","IL",60007,,"FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Acquired                                                                        ","2021-08-04 00:00:00",
"xil770ar","770 Arthur Avenue","Elk Grove Village","IL",60007,,"FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Acquired                                                                        ","2021-12-22 00:00:00",
"xil7760m","7760 North Merrimac Avenue","Niles","IL",60714,,"FRG X                                                                           ","FRG-X-AP-IL LP                                                                  ","Acquired                                                                        ","2022-06-01 00:00:00",
"xil77whe","77 Wheeling Road","Wheeling","IL",60090,,"FRG X                                                                           ","FRG-X-AP-IL LP                                                                  ","Acquired                                                                        ","2021-12-21 00:00:00",
"xil900b "," 900 Business Center Drive","Mt. Prospect","IL",60056,,"FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Acquired                                                                        ","2021-08-21 00:00:00",
"xilmitch","561 Mitchell Avenue ","Glandale Heights","IL",60139,,"FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Acquired                                                                        ","2021-06-29 00:00:00",
"xilmount","3325 Mount Prospect Road","Franklin Park","IL",60103,,"FRG X                                                                           ","FRG-X-AP-IL LP                                                                  ","Acquired                                                                        ","2021-07-15 00:00:00",
"xky4175a","4175 Aero ParkWay","Florence ","KY",41042,,"FRG X                                                                           ","FRG-X-KY1 LP                                                                    ","Acquired                                                                        ","2021-12-15 00:00:00",
"xnj1010 ","1010 Old Egg Harbor Road","Voorhees Township","NJ",08043,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","2021-10-07 00:00:00",
"xnj108n ","108 North Gold Drive ","Robbinsville","NJ",08691,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","2021-10-22 00:00:00",
"xnj10tw ","10 Twosome Drive","Moorestown","NJ",08057,,"FRG X                                                                           ","FRG-X-AP-NJ LP                                                                  ","Acquired                                                                        ","2021-11-23 00:00:00",
"xnj121mo","121 Moonachie Ave","Moonachie","NJ",07074,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2022-03-15 00:00:00",
"xnj125al","125 Algonquin Parkway","Whippany","NJ",07981,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2021-12-17 00:00:00",
"xnj128ba","128 Bauer Drive","Oakland","NJ",07436,,"FRG X                                                                           ","KUSH-KUSH LP                                                                    ","Acquired                                                                        ","2021-12-17 00:00:00",
"xnj145al","145 Algonquin Parkway","Whippany","NJ",07981,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2021-12-17 00:00:00",
"xnj14rol","14 Roland Avenue","Mount Laurel","NJ",19130,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2021-12-21 00:00:00",
"xnj14th ","14-16 Thomas J Rhodes Industrial Drive","Hamilton","NJ",08619,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","2021-11-04 00:00:00",
"xnj156al","156 Algonquin Parkway","Whippany","NJ",07981,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2021-12-17 00:00:00",
"xnj1601s","1601-1641 Sherman Avenue","Pennsauken","NJ",08110,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2021-12-22 00:00:00",
"xnj17pol","17-01 Pollitt Drive","Fairlawn ","NJ",07410,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2021-12-17 00:00:00",
"xnj1803u","1803 Underwood Boulevard","Delran","NJ",08075,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2022-07-13 00:00:00",
"xnj1980o","1980 Old Cuthbert Road","Cherry Hill","NJ",08034,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2022-08-05 00:00:00",
"xnj19ind","19 Industrial Avenue","Mahwah","NJ",07430,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2022-06-15 00:00:00",
"xnj19nev","19-05 Nevins Road","Fairlawn ","NJ",07410,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2021-12-17 00:00:00",
"xnj200ri","200 Rike Drive","Millstone","NJ",08535,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2022-01-19 00:00:00",
"xnj2036b","2036 Briggs Road","Mount Laurel","NJ",08054,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","2021-05-08 00:00:00",
"xnj2050h","20-50 Harkins Drive","Burlington","NJ",08016,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2022-04-26 00:00:00",
"xnj2075h","2075 High Hill Road","Logan Township","NJ",08085,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2022-01-18 00:00:00",
"xnj220r ","220 Route 70","Medford","NJ",08055,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","2021-11-20 00:00:00",
"xnj3001i","3001 Irwin Road","Mount Laurel","NJ",08056,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","2021-05-08 00:00:00",
"xnj30les","30 Leslie Court","Whippany","NJ",07981,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2021-12-17 00:00:00",
"xnj313c ","313 Church Street"," Swedesboro","NJ",19130 ,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","2021-09-09 00:00:00",
"xnj390n ","390 New Albany Road  ","Moorestown ","NJ",19102 ,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","2021-10-07 00:00:00",
"xnj400wa","400 Water Street","Gloucester City","NJ",08030,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2022-02-17 00:00:00",
"xnj40pot","40 Potash Road","Oakland","NJ",07436,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2021-12-17 00:00:00",
"xnj52col","52 Coles Road","Blackwood","NJ",19102,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","2021-09-10 00:00:00",
"xnj59cha","59 Chambers Brook Road","Somerville","NJ",08876,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2022-06-01 00:00:00",
"xnj5thor","5 Thornton Road","Oakland","NJ",07436,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2021-12-17 00:00:00",
"xnj6000i","6000 Irwin Road","Mount Laurel","NJ",08054,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","2021-05-08 00:00:00",
"xnj6900r","6900 River Road","Pennsauken","NJ",08110,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2022-06-24 00:00:00",
"xnj6925s","6925 Sherman Ave","Pennsauken","NJ",07307,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2022-04-26 00:00:00",
"xnj6965 ","6965 Airport Highway Lane","Pennsauken","NJ",08109,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","2021-08-31 00:00:00",
"xnj70cat","70 Cathy Lane","Florence","NJ",08016,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2022-06-24 00:00:00",
"xnj740co","740 Coopertown Road ","Delanco","NJ",08075 ,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","2021-12-14 00:00:00",
"xnj7550 ","7550 North Crescent Boulevard","Pennsauken ","NJ",08109,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","2021-08-06 00:00:00",
"xnj845l ","845 Lancer Drive","Moorestown","NJ",08057,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","2021-09-17 00:00:00",
"xnj9100p","9100 Pennsauken Highway  ","Pennsauken","NJ",08110,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2022-02-03 00:00:00",
"xnj95bau","95 Bauer Drive","Oakland","NJ",07436,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","2021-12-17 00:00:00",
"xnjcentr","7055 Central highway","Pennsauken","NJ", 08110,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","2021-07-22 00:00:00",
"xnjmway0","Mary Way Road","Hainesport","NJ",08036,"Yes                                                                             ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","2021-05-25 00:00:00",
"xnjmway3","3 Mary Way","Hainesport","NJ",08036,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","2021-05-25 00:00:00",
"xnjmway5","5 Mary Way","Hainesport","NJ",08036,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","2021-05-25 00:00:00",
"xnjmway7","7 Mary Way","Hainesport","NJ",08036,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","2021-05-25 00:00:00",
"xnjmway9","9 Mary Way","Hainesport","NJ",08036,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","2021-05-25 00:00:00",
"xnjmwayr","1359 Route 38","Hainesport","NJ",08036,"Yes                                                                             ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","2021-05-25 00:00:00",
"xoh154co","154 Commerce Drive","Loveland","OH",45140,,"FRG X                                                                           ","FRG-X-OH2 LP                                                                    ","Acquired                                                                        ","2022-07-12 00:00:00",
"xoh382c ","382 Circle Freeway Drive","Cincinnati","OH",45246,,"FRG X                                                                           ","FRG-X-OH1 LP                                                                    ","Acquired                                                                        ","2021-11-16 00:00:00",
"xoh8655 ","8655 Seward Road","Fairfield","OH",45011,,"FRG X                                                                           ","FRG-X-OH1 LP                                                                    ","Acquired                                                                        ","2021-10-26 00:00:00",
"xohcolu1","3000 – 3004 E 14th Avenue","Columbus","OH",43219,,"FRG X                                                                           ","FRG-X-OH2 LP                                                                    ","Acquired                                                                        ","2021-12-17 00:00:00",
"xohcolu2","3045 – 3065 Switzer Avenue","Columbus","OH",43219,,"FRG X                                                                           ","FRG-X-OH2 LP                                                                    ","Acquired                                                                        ","2021-12-17 00:00:00",
"xohcolu3","3040 – 3050 E 14th Avenue","Columbus","OH",43219,,"FRG X                                                                           ","FRG-X-OH2 LP                                                                    ","Acquired                                                                        ","2021-12-17 00:00:00",
"xohcolu4","1149 – 1161 Rarig Avenue","Columbus","OH",43219,,"FRG X                                                                           ","FRG-X-AP-OH LP                                                                  ","Acquired                                                                        ","2021-12-17 00:00:00",
"xohcomme","10021 Commerce Park Drive","West Chester, Butler County","OH",5246,,"FRG X                                                                           ","FRG-X-OH1 LP                                                                    ","Acquired                                                                        ","2021-07-13 00:00:00",
"xohmost ","12080 Mosteller","Cincinnati","OH",45241,,"FRG X                                                                           ","FRG-X-OH1 LP                                                                    ","Acquired                                                                        ","2021-04-24 00:00:00",
"xpa12111","1211 Ford Road ","Bensalem","PA",19020,,"FRG X                                                                           ","FRG-X-PA1 LP                                                                    ","Acquired                                                                        ","2021-10-28 00:00:00",
"xpa18rai","18 Railroad Street","Royersford","PA",19468,,"FRG X                                                                           ","FRG-X-PA2 LP                                                                    ","Acquired                                                                        ","2022-01-14 00:00:00",
"xpa1peae","1 Pearl Buck Court","Bristol","PA",19007,,"FRG X                                                                           ","FRG-X-PA1 LP                                                                    ","Acquired                                                                        ","2021-08-04 00:00:00",
"xpa3041m","3041 Marwin Road","Bensalem","PA",19020,,"FRG X                                                                           ","FRG-X-PA2 LP                                                                    ","Acquired                                                                        ","2022-06-21 00:00:00",
"xpa4200m","4200 Macalester Street","Philadelphia","PA",19124,,"FRG X                                                                           ","FRG-X-PA2 LP                                                                    ","Acquired                                                                        ","2022-03-02 00:00:00",
"xpa500ma","500 Maryland Avenue","Fort Washington","PA",19034,,"FRG X                                                                           ","FRG-X-PA2 LP                                                                    ","Acquired                                                                        ","2022-03-08 00:00:00",
"xtn225bo","225 Bobrick Drive","Jackson","TN",38301,,"FRG X                                                                           ","FRG-X-TN1 LP                                                                    ","Acquired                                                                        ","2021-07-30 00:00:00",
"xtn3961o","3961 Outland Drive","Memphis","TN",38118,,"FRG X                                                                           ","FRG-X-TN2 LP                                                                    ","Acquired                                                                        ","2022-04-01 00:00:00",
"xtndelp1","4290 Delp Street","Memphis","TN",38118,,"FRG X                                                                           ","FRG-X-TN1 LP                                                                    ","Acquired                                                                        ","2021-04-12 00:00:00",
"xtndelp2","4319 Delp Street","Memphis","TN",38118,,"FRG X                                                                           ","FRG-X-TN1 LP                                                                    ","Acquired                                                                        ","2021-04-12 00:00:00",
"xtx1050k","10501 King William Drive","Dallas","TX",75220,,"FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","2022-05-16 00:00:00",
"xtx10704","10704 - 10710 Composite Drive ","Dallas","TX",75220,,"FRG X                                                                           ","FRG-X-AP-TX LP                                                                  ","Acquired                                                                        ","2022-03-07 00:00:00",
"xtx111pl","11100 Plano Road","Dallas ","TX",75238,,"FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","2022-01-20 00:00:00",
"xtx1121 ","1121 108th Street","Dallas","TX",76011,,"FRG X                                                                           ","FRG-X-TX1 LP                                                                    ","Acquired                                                                        ","2021-11-02 00:00:00",
"xtx11839","11839 Shiloh Rd","Dallas","TX",75228,,"FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","2022-05-19 00:00:00",
"xtx12150","12150 Shiloh Road ","Dallas ","TX",75228,,"FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","2021-12-17 00:00:00",
"xtx1709s","1709 S interstate Hwy 45","Hutchins","TX",75141,,"FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","2022-05-06 00:00:00",
"xtx1721s","1721 Susan Drive","Arlington","TX",76010,,"FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","2022-05-27 00:00:00",
"xtx1919a","1919 Avenue E","Lubbock","TX",79404,,"FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","2022-01-20 00:00:00",
"xtx2125v","2125 Vanco Drive ","Irving","TX",75061,,"FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","2022-01-18 00:00:00",
"xtx2445s","2445 Santa Anna Avenue","Dallas","TX",75228,,"FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","2022-05-19 00:00:00",
"xtx2616a","2616 Andjon Drive","Dallas","TX",75220,,"FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","2022-02-01 00:00:00",
"xtx2655 ","2655 Freewood Drive","Dallas","TX",75220,,"FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","2022-03-22 00:00:00",
"xtx310an","3101 Aniol Street","San Antonio","TX",78219,,"FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","2022-01-20 00:00:00",
"xtx3662m","3662-3670 Miller Park Drive","Garland ","TX",75042,,"FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","2021-12-17 00:00:00",
"xtx3857m","3857 Miller Park Drive","Garland","TX",75042,,"FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","2022-05-10 00:00:00",
"xtx4201n","4201 North Beach Street ","Fort Worth","TX",76137,,"FRG X                                                                           ","FRG-X-AP-TX LP                                                                  ","Acquired                                                                        ","2021-12-15 00:00:00",
"xtx4666d","4666 Duncanville Road","Dallas","TX",75236,,"FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","2022-06-21 00:00:00",
"xtx467wa","4679 Walzem Road","San Antonio","TX",78218,,"FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","2022-02-17 00:00:00",
"xtx8154b","8154 Bracken Creek Drive","San Antonio","TX",78266 ,,"FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","2021-12-28 00:00:00",
"xtxball ","9615 Ball Street","San Antonio","TX",78217,,"FRG X                                                                           ","FRG-X-AP-TX LP                                                                  ","Acquired                                                                        ","2021-05-12 00:00:00",
"xtxglen ","3113 Glenfield Avenue","Dallas","TX",75233,,"FRG X                                                                           ","FRG-X-TX1 LP                                                                    ","Acquired                                                                        ","2021-06-23 00:00:00",
"xtxmorto","4000 Dan Morton Dr","Dallas","TX",75236,,"FRG X                                                                           ","FRG-X-TX1 LP                                                                    ","Acquired                                                                        ","2021-07-16 00:00:00",
"xtxritti","4728 Goldfield Drive","San Antonio","TX",78218,,"FRG X                                                                           ","FRG-X-TX1 LP                                                                    ","Acquired                                                                        ","2021-07-15 00:00:00",
"xfl3333c","3333 North Canal Street","Jacksonville","FL",32209,,"FRG X                                                                           ","FRG-X-FL2 LP                                                                    ","Sold                                                                            ","2022-06-15 00:00:00","06/18/2024 00:00:00"
"xfl3900w","3900 West Coachman Avenue  ","Tampa ","FL",33611 ,,"FRG X                                                                           ","FRG-X-FL2 LP                                                                    ","Sold                                                                            ","2021-12-28 00:00:00","07/12/2024 00:00:00"
"xfl4646g","4646 South Grady Avenue","Tampa","FL",33611,,"FRG X                                                                           ","FRG-X-FL2 LP                                                                    ","Sold                                                                            ","2022-02-01 00:00:00","07/12/2024 00:00:00"
