Property Code,Property Address,City,Property State,ZIP,Is Land?,Fund,Legal Entity,ACQ Status,Acq. Date,Dispo. Date
"xga3100j","3100 Jonquil Drive","Smyrna","GA",30080,,"FRG X                                                                           ","FRG-X-GA2 LP                                                                    ","Sold                                                                            ","2022-07-19 00:00:00","03/01/2024 00:00:00"
"xga4601 ","4601 Welcome All Road","College Park ","GA",30349,,"FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Sold                                                                            ","2021-10-08 00:00:00","08/01/2023 00:00:00"
"xgadors ","2009 Dorsey Road","Marietta","GA",30066,,"FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Sold                                                                            ","2021-10-12 00:00:00","02/13/2024 00:00:00"
"xil1601 ","1601 Lunt Ave","Elk Grove Village","IL",60007,,"FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Sold                                                                            ","2021-08-04 00:00:00","02/29/2024 00:00:00"
"xil240ja","240-252 James Street","Bensenville","IL",60106,,"FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Sold                                                                            ","2022-04-25 00:00:00","12/19/2023 00:00:00"
"xil2710l","2710 West Lake Street","Chicago","IL",60612,,"FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Sold                                                                            ","2022-06-08 00:00:00","11/13/2023 00:00:00"
"xnj121hi","121 High Hill Road","Woolwich Township","NJ",08085,,"FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Sold                                                                            ","2022-03-22 00:00:00","03/31/2023 00:00:00"
"xnj420be","420 Benigno Boulevard","Bellmawr","NJ",08031,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Sold                                                                            ","2021-08-30 00:00:00",
"xnj440be","440 Benigno Boulevard","Bellmawr","NJ",08031,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Sold                                                                            ","2021-08-30 00:00:00",
"xnj900k ","900 Kennedy Boulevard","Somerdale","NJ",08083 ,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Sold                                                                            ","2021-09-03 00:00:00",
"xnjmorri","14 Morris Avenue","Maple Shade","NJ",08052,,"FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Sold                                                                            ","2021-06-23 00:00:00","10/09/2024 00:00:00"
"xpa327c ","327 East Chew Avenue","Philadelphia","PA",19120,,"FRG X                                                                           ","FRG-X-PA1 LP                                                                    ","Sold                                                                            ","2021-10-28 00:00:00","03/31/2023 00:00:00"
"xpastate","8800-8826 state road","Philadelphia","PA",19136,,"FRG X                                                                           ","FRG-X-PA1 LP                                                                    ","Sold                                                                            ","2021-07-16 00:00:00","12/01/2023 00:00:00"
"xtn187bo","187 Bobrick Drive","Jackson","TN",38301,,"FRG X                                                                           ","FRG-X-TN1 LP                                                                    ","Sold                                                                            ","2021-07-30 00:00:00","10/28/2024 00:00:00"
"xtnawg1 "," 4641 Burbank Road ","Memphis ","TN",38118 ,,"FRG X                                                                           ","FRG-X-TN2 LP                                                                    ","Sold                                                                            ","2021-11-29 00:00:00","12/08/2023 00:00:00"
"xtnawg2 ","4690 Hungerford Road ","Memphis ","TN",38118 ,,"FRG X                                                                           ","FRG-X-TN2 LP                                                                    ","Sold                                                                            ","2021-11-29 00:00:00","09/29/2023 00:00:00"
"xtxdrysd","9820 Drysdale Lane","Houston","TX",77041,,"FRG X                                                                           ","FRG-X-TX1 LP                                                                    ","Sold                                                                            ","2021-05-11 00:00:00","12/13/2023 00:00:00"
"xtxwebbl","7903 Webbles Dr","San Antonio","TX",78218,,"FRG X                                                                           ","FRG-X-TX1 LP                                                                    ","Sold                                                                            ","2021-04-15 00:00:00","05/20/2024 00:00:00"
"3ca00001","605-655 Hawaii Avenue","Torrance","CA",90503,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-CA1 LP                                                                 ","Acquired                                                                        ","2025-03-07 00:00:00",
"3ca00002","2580 E. Philadelphia Street ","Ontario","CA",91761,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-CA1 LP                                                                 ","Acquired                                                                        ","2025-04-08 00:00:00",
"3ca00003","2260 S. Archibald Street","Ontario","CA",91761,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-CA1 LP                                                                 ","Acquired                                                                        ","2025-04-08 00:00:00",
"3ca00004","1920 South Rochester Avenue","Ontario","CA",91761,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-CA1 LP                                                                 ","Acquired                                                                        ","2025-04-08 00:00:00",
"3ca00005","1930 S. Rochester Avenue","Ontario","CA",91761,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-CA1 LP                                                                 ","Acquired                                                                        ","2025-04-08 00:00:00",
"3fl00001","14735 NW 25th Court","Opa-Locka","FL",33054,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-FL1 LLC                                                                ","Acquired                                                                        ","2022-05-06 00:00:00",
"3fl00002","7970 Central Industrial Drive","West Palm Beach","FL",33404,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-FL2 LLC                                                                ","Acquired                                                                        ","2022-06-21 00:00:00",
"3fl00003","3330 Northwest 60th Street","Miami","FL",33142,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-FL1 LLC                                                                ","Acquired                                                                        ","2022-06-23 00:00:00",
"3fl00004","13281 NW 43rd Ave","Opa-Locka","FL",33054,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-FL1 LLC                                                                ","Acquired                                                                        ","2022-08-01 00:00:00",
"3fl00005","920 Northwest 159th Drive ","Miami","FL",33168,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-FL1 LLC                                                                ","Acquired                                                                        ","2022-12-06 00:00:00",
"3fl00006","4390 Westroads Drive ","West Palm Beach ","FL",33407,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-AP-FL, LLC                                                             ","Acquired                                                                        ","2023-03-23 00:00:00",
"3fl00007","4570 NW 128th Street","Opa-Locka ","FL",33054,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-FL2 LLC                                                                ","Acquired                                                                        ","2023-06-05 00:00:00",
"3fl00008","13000 Northwest 38th Avenue","Opa-locka","FL",33054,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-FL2 LLC                                                                ","Acquired                                                                        ","2023-12-19 00:00:00",
"3fl00009","13001 NW 38th Ave","Opa Locka","FL",33054,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-FL2 LLC                                                                ","Acquired                                                                        ","2023-12-19 00:00:00",
"3fl00010","12900 NW 38th Ave","Opa Locka","FL",33054,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-FL2 LLC                                                                ","Acquired                                                                        ","2023-12-19 00:00:00",
"3fl00011","2479 Eunice Ave","Orlando","FL",32808,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-FL2 LLC                                                                ","Acquired                                                                        ","2023-12-21 00:00:00",
"3fl00012","2550 Cabot Commerce Dr","Jacksonville","FL",32226,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-FL5 LP                                                                 ","Acquired                                                                        ","2024-08-15 00:00:00",
"3fl00013","11070 Cabot Commerce Circle","Jacksonville","FL",32226,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-FL5 LP                                                                 ","Acquired                                                                        ","2024-08-15 00:00:00",
"3fl00014","11084 Cabot Commerce Circle","Jacksonville","FL",32226,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-FL5 LP                                                                 ","Acquired                                                                        ","2024-08-15 00:00:00",
"3fl00015","2562 Cabot Commerce Circle","Jacksonville","FL",32226,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-FL5 LP                                                                 ","Acquired                                                                        ","2024-08-15 00:00:00",
"3fl00016","2662 Cabot Commerce","Jacksonville","FL",32226,"Yes                                                                             ","FUND 3 (FRG XI)                                                                 ","FIVF-III-FL5 LP                                                                 ","Acquired                                                                        ","2024-08-15 00:00:00",
"3fl00017","0 Ignition Drive","Jacksonville","FL",32218,"Yes                                                                             ","FUND 3 (FRG XI)                                                                 ","FP-Hazel Park 295 Owner LP                                                      ","Acquired                                                                        ","2024-09-24 00:00:00",
"3fl00019","12750 & 12770 SW 125th Ave","Miami","FL",33186,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-FL6 LP                                                                 ","Acquired                                                                        ","2024-11-14 00:00:00",
"3fl00020","1410 SW 29th Avenue","Pompano Beach","FL",33069,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-FL6 LP                                                                 ","Acquired                                                                        ","2025-03-24 00:00:00",
"3fl00021","14550 58th Street North","Clearwater","FL",33760,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-FL6 LP                                                                 ","Acquired                                                                        ","2025-05-19 00:00:00",
"3fl00022","2025 NW 15th Ave.","Pompano Beach","FL",33069,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3fl00023","6400 Park of Commerce Boulevard","Boca Raton","FL",33487,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3fl00024","6500 Park of Commerce Boulevard","Boca Raton","FL",33487,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3fl00025","4935 Park Ridge Blvd","Boynton Beach","FL",33426,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3fl00026","4531 Oak Fair Blvd.","Tampa","FL",33610,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3fl00027","6901 TPC Drive","Orlando","FL",32822,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3fl00028","6435 Hazeltine National Drive","Orlando","FL",32822,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3fl00029","10475 Fortune Parkway","Jacksonville","FL",32256,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-(K-facility) TRS LLC                                                   ","Acquired                                                                        ","2025-06-30 00:00:00",
"3fl00030","6200-6320 North Hiatus Road","Tamarac","FL",33321,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3fl00031","645-651 Enterprise Drive","Port Saint Lucie","FL",34986,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3fla0018","11080 Blasius Rd","Jacksonville ","FL",32226,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-FL5 LP                                                                 ","Acquired                                                                        ","2024-08-15 00:00:00",
"3ga00001","2160 Hills Avenue Northwest","Atlanta","GA",30318,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-GA1 LLC                                                                ","Acquired                                                                        ","2022-06-15 00:00:00",
"3ga00002","801 Blacklawn Road SW","Conyers","GA",30012,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-GA1 LLC                                                                ","Acquired                                                                        ","2022-07-28 00:00:00",
"3ga00003","1100 Shallowford Road","Marietta","GA",30066,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-GA1 LLC                                                                ","Acquired                                                                        ","2022-08-02 00:00:00",
"3ga00004","2005 Marietta Rd NW","Atlanta","GA",30318,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-GA1 LLC                                                                ","Acquired                                                                        ","2022-09-23 00:00:00",
"3ga00005","370 Gees Mill Business Pkwy","Conyers","GA",30013,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-GA1 LLC                                                                ","Acquired                                                                        ","2023-07-29 00:00:00",
"3ga00006","3905 Steve Reynolds Blvd","Norcross","GA",30093,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-GA5 LP                                                                 ","Acquired                                                                        ","2024-06-28 00:00:00",
"3ga00007","4025 Steve Reynolds Blvd","Norcross","GA",30093,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-GA5 LP                                                                 ","Acquired                                                                        ","2024-06-28 00:00:00",
"3ga00008","1056 Personal Place","Morrow","GA",30260,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-GA5 LP                                                                 ","Acquired                                                                        ","2024-10-08 00:00:00",
"3ga00009","48-50 Best Friend Road","Doraville","GA",30340,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-GA5 LP                                                                 ","Acquired                                                                        ","2024-10-08 00:00:00",
"3ga00010","3285 Saturn Ct","Peachtree Corners","GA",30092,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-GA5 LP                                                                 ","Acquired                                                                        ","2024-09-27 00:00:00",
"3ga00011","1400 Beaver Ruin Rd","Norcross","GA",30093,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-GA6, LP                                                                ","Acquired                                                                        ","2024-10-16 00:00:00",
"3ga00012","4916 N. Royal Drive","Tucker","GA",30384,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-GA6, LP                                                                ","Acquired                                                                        ","2025-05-14 00:00:00",
"3ga00013","4919 N. Royal Drive","Tucker","GA",30384,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-GA6, LP                                                                ","Acquired                                                                        ","2025-05-14 00:00:00",
"3ga00014","1120 Vend Drive","Watkinsville","GA",30677,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-(K-facility) TRS LLC                                                   ","Acquired                                                                        ","2025-05-14 00:00:00",
"3ga00015","1765 West Oak Parkway","Marietta","GA",30062,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3ga00016","1775 West Oak Parkway","Marietta","GA",30062 ,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3ga00017","1950 Evergreen Boulevard","Duluth","GA",30096,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3ga00018","1955 Evergreen Blvd ","Duluth","GA",30096,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-GA7 LP                                                                 ","Acquired                                                                        ","2025-06-30 00:00:00",
"3ga00019","1965 Evergreen Boulevard","Duluth","GA",30096,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3ga00020","3140 Northwoods Parkway","Norcross","GA",30071,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-GA7 LP                                                                 ","Acquired                                                                        ","2025-06-30 00:00:00",
"3ga00021","3145 Northwoods Parkway","Norcross","GA",30071,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3il00001","410 Factory RD","Addison","IL",60101,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-IL1 LLC                                                                ","Acquired                                                                        ","2022-07-12 00:00:00",
"3il00002","150-152 Railroad Avenue","Northlake","IL",60164,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-IL1 LLC                                                                ","Acquired                                                                        ","2022-07-18 00:00:00",
"3il00003","2100 West 32nd Street","Chicago","IL",60608,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-IL1 LLC                                                                ","Acquired                                                                        ","2022-07-29 00:00:00",
"3il00004","3380 Grand Ave","Waukegan","IL",60085,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-IL2 LLC                                                                ","Acquired                                                                        ","2022-08-04 00:00:00",
"3il00005","955 Estes Avenue","Elk Grove Village","IL",60007,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-IL1 LLC                                                                ","Acquired                                                                        ","2022-08-31 00:00:00",
"3il00006","1221 Landmeier","Elk Grove Village","IL",60007,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-IL2 LLC                                                                ","Acquired                                                                        ","2022-10-17 00:00:00",
"3il00007","800-812 Greenleaf Avenue","Elk Grove Village","IL",60007,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-IL2 LLC                                                                ","Acquired                                                                        ","2022-11-15 00:00:00",
"3il00008","1060 N Garfield","Lombard","IL",60148,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-IL5 LP                                                                 ","Acquired                                                                        ","2024-09-06 00:00:00",
"3il00009","825 26th Street","La Grange Park","IL",60526,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-IL5 LP                                                                 ","Acquired                                                                        ","2024-11-08 00:00:00",
"3il00010","3605 Swenson Ave","St. Charles","IL",60174,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-IL6 LP                                                                 ","Acquired                                                                        ","2024-11-14 00:00:00",
"3il00011","1670 Frontenac Road","Naperville","IL",60563,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-IL6 LP                                                                 ","Acquired                                                                        ","2024-11-14 00:00:00",
"3il00012","1674 Frontenac Rd","Naperville","IL",60563,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-IL6 LP                                                                 ","Acquired                                                                        ","2024-11-14 00:00:00",
"3il00013","1265 Naperville Drive","Romeoville","IL",60446,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-IL6 LP                                                                 ","Acquired                                                                        ","2025-02-10 00:00:00",
"3il00014","600 W Irving Park Road","Schaumburg","IL",60193,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-IL5 LP                                                                 ","Acquired                                                                        ","2025-01-31 00:00:00",
"3il00015","3801-31 Hawthorne Court","Waukegan","IL",60087,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-IL5 LP                                                                 ","Acquired                                                                        ","2025-04-16 00:00:00",
"3il00016","750 District Drive","Itasca","IL",60143,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-IL5 LP                                                                 ","Acquired                                                                        ","2025-04-17 00:00:00",
"3md00001","9176 Red Branch Road","Columbia","MD",21045,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-MD1 LLC                                                                ","Acquired                                                                        ","2022-06-03 00:00:00",
"3md00002","6704 Curtis Court","Glen Burnie ","MD",21060,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-MD1 LLC                                                                ","Acquired                                                                        ","2022-07-14 00:00:00",
"3md00003","8361 Town Center Court","Nottingham","MD",21236,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-MD1 LLC                                                                ","Acquired                                                                        ","2022-09-14 00:00:00",
"3md00004","7120 Ambassador Road","Windsor Mill","MD",21244,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-MD1 LLC                                                                ","Acquired                                                                        ","2022-11-09 00:00:00",
"3md00005","221 Cockeysville Road","Cockeysville","MD",21030,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-MD1 LLC                                                                ","Acquired                                                                        ","2023-10-13 00:00:00",
"3md00006","2915 Wilmarco Ave","Baltimore ","MD",21223,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-MD2 LLC                                                                ","Acquired                                                                        ","2024-02-29 00:00:00",
"3md00007","1200 Bernard Drive","Baltimore","MD",21223,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-MD3 LP                                                                 ","Acquired                                                                        ","2024-08-29 00:00:00",
"3nc00001","10000 Industrial Dr","Pineville","NC",28134,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NC1,LLC                                                                ","Acquired                                                                        ","2023-02-10 00:00:00",
"3nc00002","4112 Joe Street","Charlotte","NC",28206,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NC1,LLC                                                                ","Acquired                                                                        ","2023-09-07 00:00:00",
"3nc00003","9701 Brookford Street","Charlotte","NC",28273,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NC1,LLC                                                                ","Acquired                                                                        ","2023-09-07 00:00:00",
"3nc00004","2101 Westinghouse Boulevard","Charlotte","NC",28273,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NC1,LLC                                                                ","Acquired                                                                        ","2023-09-07 00:00:00",
"3nc00005","2200 Executive Street","Charlotte","NC",28208,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NC1,LLC                                                                ","Acquired                                                                        ","2023-09-29 00:00:00",
"3nc00006","464 East Plaza Drive","Mooresville","NC",28115,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NC1,LLC                                                                ","Acquired                                                                        ","2023-12-12 00:00:00",
"3nc00007","12210 Vance Davis","Charlotte","NC",28269,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NC1,LLC                                                                ","Acquired                                                                        ","2023-12-18 00:00:00",
"3nc00008","12140 Vance Davis","Charlotte","NC",28269,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NC1,LLC                                                                ","Acquired                                                                        ","2023-12-18 00:00:00",
"3nj00001","1000 Brighton Street ","Union","NJ",07083,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ1 LLC                                                                ","Acquired                                                                        ","2022-05-03 00:00:00",
"3nj00002","153 Bauer Drive","Oakland","NJ",07436,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ1 LLC                                                                ","Acquired                                                                        ","2022-06-27 00:00:00",
"3nj00003","26 Hanes Drive","Wayne","NJ",07470,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ2 LLC                                                                ","Acquired                                                                        ","2022-08-04 00:00:00",
"3nj00004","1253 Glen Avenue","Moorestown","NJ",08057,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ1 LLC                                                                ","Acquired                                                                        ","2022-09-16 00:00:00",
"3nj00005","1425 Grandview Avenue","Paulsboro","NJ",08066,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ1 LLC                                                                ","Acquired                                                                        ","2022-08-23 00:00:00",
"3nj00006","3140 Route 22","Branchburg","NJ",08876,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ2 LLC                                                                ","Acquired                                                                        ","2023-01-25 00:00:00",
"3nj00007","1145 Edgewater Avenue","Ridgefield","NJ",07657,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ1 LLC                                                                ","Acquired                                                                        ","2023-04-10 00:00:00",
"3nj00008","1125 Hendricks Causeway","Ridgefield","NJ",07657,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ4 LLC                                                                ","Acquired                                                                        ","2023-04-10 00:00:00",
"3nj00009","1654 High Hill Road","Swedesboro","NJ",08085,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ2 LLC                                                                ","Acquired                                                                        ","2023-05-02 00:00:00",
"3nj00010","1 Pearl Court","Allendale","NJ",07401,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ3 LLC                                                                ","Acquired                                                                        ","2023-10-10 00:00:00",
"3nj00011","2 Pearl Court","Allendale","NJ",07401,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ3 LLC                                                                ","Acquired                                                                        ","2023-10-10 00:00:00",
"3nj00012","3 Pearl Court","Allendale","NJ",07401,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ3 LLC                                                                ","Acquired                                                                        ","2023-10-10 00:00:00",
"3nj00013","5 Pearl Court","Allendale","NJ",07401,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ3 LLC                                                                ","Acquired                                                                        ","2023-10-10 00:00:00",
"3nj00014","6 Pearl Court","Allendale","NJ",07401,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ3 LLC                                                                ","Acquired                                                                        ","2023-10-10 00:00:00",
"3nj00015","7 Pearl Court","Allendale","NJ",07401,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ3 LLC                                                                ","Acquired                                                                        ","2023-10-10 00:00:00",
"3nj00016","59 Route 17","Allendale","NJ",07401,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ3 LLC                                                                ","Acquired                                                                        ","2023-10-10 00:00:00",
"3nj00017","16 McKee Drive","Mahwah","NJ",07430,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ3 LLC                                                                ","Acquired                                                                        ","2023-10-10 00:00:00",
"3nj00018","91 McKee Drive","Mahwah","NJ",07430,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ3 LLC                                                                ","Acquired                                                                        ","2023-10-10 00:00:00",
"3nj00019","70-82 McKee Drive","Mahwah","NJ",07430,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ3 LLC                                                                ","Acquired                                                                        ","2023-10-10 00:00:00",
"3nj00020","200-204 Evans Way","Branchburg","NJ",08876,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ2 LLC                                                                ","Acquired                                                                        ","2024-06-20 00:00:00",
"3nj00021","12 Daniel Road","Fairfield","NJ",07004,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ7 LP                                                                 ","Acquired                                                                        ","2024-07-02 00:00:00",
"3nj00022","705, 695, 699, 569/625 Joyce Kilmer Ave.","New Brunswick","NJ",08901,"Yes                                                                             ","FUND 3 (FRG XI)                                                                 ","FP-DG Joyce Kilmer Owner LP                                                     ","Acquired                                                                        ","2024-08-29 00:00:00",
"3nj00023","Block 255, Lot 1.02, Swedesboro Road","Greenwich Township","NJ",08027,"Yes                                                                             ","FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ8 LP                                                                 ","Acquired                                                                        ","2024-08-15 00:00:00",
"3nj00024","15 Gloria Lane","Fairfield","NJ",07004,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ7 LP                                                                 ","Acquired                                                                        ","2024-12-17 00:00:00",
"3nj00025","17 Farinella Drive","East Hanover","NJ",07936,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ7 LP                                                                 ","Acquired                                                                        ","2024-11-19 00:00:00",
"3nj00026","23 Farinella Drive","East Hanover","NJ",07936,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ7 LP                                                                 ","Acquired                                                                        ","2024-11-19 00:00:00",
"3nj00027","601 Ryan Avenue","Westville","NJ",08093,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ9 LP                                                                 ","Acquired                                                                        ","2025-01-07 00:00:00",
"3nj00028","155 Pierce Street","Somerset","NJ",08873,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ9 LP                                                                 ","Acquired                                                                        ","2025-01-29 00:00:00",
"3nj00029","6 Evans Street","Fairfield","NJ",07004,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ9 LP                                                                 ","Acquired                                                                        ","2025-02-20 00:00:00",
"3nj00030","321 Richard Mine Road","Wharton","NJ",07801,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3nj00031","100 Forge Way","Rockaway","NJ",07866,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3nj00032","200 Forge Way","Rockaway","NJ",07866,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3nj00033","300 Forge Way","Rockaway","NJ",07866,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3nj00034","400 Forge Way","Rockaway","NJ",07866,,"FUND 3 (FRG XI)                                                                 ","Anson Logistic Assets LLC                                                       ","Acquired                                                                        ","2025-06-30 00:00:00",
"3nj00035","569 Joyce Kilmer Avenue","New Brunswick","NJ",08901,,"FUND 3 (FRG XI)                                                                 ","FIVF-III-(K-facility) TRS LLC                                                   ","Acquired                                                                        ","2025-06-30 00:00:00",
