Property HMY,Prop Code,PropName,Market,Unit HMY,UnitCode,TenantName,UnitArea,UnitMlaId,ProfileMlaId,ProfileName,ChargeCode,AmtType,AmtPeriod,UnitMlaRentNew,UnitMlaRentRenew,ProfileMlaRentNew,ProfileMlaRentRenew,NewVariance,RenewVariance,AreaDate,TenantCode,TenantHMY,rn
2726,xohcolu3,3040 – 3050 E 14th Avenue,Columbus,4578,3050,"True World Foods Columbus, LLC ",5625,865,25,COL Up to 100K SF,rent    ,per Area,Annual,8.5,8.5,7,7,1.5,1.5,6/26/2025 0:00,t0000676,6513,1
3641,xpa3041m,3041 Marwin Road,Philadelphia,12810,A       ,AFS World Truck Repair LP,20150,1452,30,PHI_upto100,rent    ,per Area,Annual,10.5,10.5,8,8,2.5,2.5,6/26/2025 0:00,t0000882,17610,1
3641,xpa3041m,3041 Marwin Road,Philadelphia,52309,A1      ,Mitchell Industrial Tire Company,40492,4776,30,PHI_upto100,rent    ,per Area,Annual,10.5,10.5,8,8,2.5,2.5,6/26/2025 0:00,t0001371,62028,1
3641,xpa3041m,3041 Marwin Road,Philadelphia,12811,B       ,AFS World Truck Repair LP,12585,1453,30,PHI_upto100,rent    ,per Area,Annual,10.5,10.5,8,8,2.5,2.5,6/26/2025 0:00,t0000882,17610,1
3641,xpa3041m,3041 Marwin Road,Philadelphia,12812,B1      ,AFS World Truck Repair LP,2160,1454,30,PHI_upto100,rent    ,per Area,Annual,10.5,10.5,8,8,2.5,2.5,6/26/2025 0:00,t0000882,17610,1
2725,xohcolu2,3045 – 3065 Switzer Avenue,Columbus,4574,3045,Sixth City Distribution,6330,861,25,COL Up to 100K SF,rent    ,per Area,Annual,10,10,7,7,3,3,6/26/2025 0:00,t0000772,10200,1
2725,xohcolu2,3045 – 3065 Switzer Avenue,Columbus,4575,3055,KREG,5980,862,25,COL Up to 100K SF,rent    ,per Area,Annual,10,10,7,7,3,3,6/26/2025 0:00,t0000773,10201,1
2725,xohcolu2,3045 – 3065 Switzer Avenue,Columbus,4576,3065,Surfaces Construction,5620,863,25,COL Up to 100K SF,rent    ,per Area,Annual,10,10,7,7,3,3,6/26/2025 0:00,t0000889,17620,1
1662,xil305e ,305 E North Ave,Chicago,2970,305,The McAlear Group,32838,896,29,CHI_upto100,rent    ,per Area,Annual,9,9,6.5,6.5,2.5,2.5,6/26/2025 0:00,t0001039,33747,1
1662,xil305e ,305 E North Ave,Chicago,2971,307,Vacant,17605,897,77,Chi_2nd Iteration_upto100,rent    ,per Area,Annual,8.5,8.5,6.5,6.5,2,2,6/26/2025 0:00,,,1
3729,xga3100j,3100 Jonquil Drive,Atlanta,14646,3100,Vacant,40500,1989,20,ATL_upto100,rent    ,per Area,Annual,5.25,5.25,6,6,-0.75,-0.75,6/26/2025 0:00,,,1
3203,xtx310an,3101 Aniol Street,San Antonio,5744,3101,"Guardian Building Products, Inc.",104000,2437,49,SAN_100Plus,rent    ,per Area,Annual,6.5,6.5,6.5,6.5,0,0,6/26/2025 0:00,t0000705,7440,1
1598,xtxglen ,3113 Glenfield Avenue,Dallas,2735,3113,"TradeForce, Inc",115200,820,44,Dal_100plus,rent    ,per Area,Annual,5.8,5.8,6.5,6.5,-0.7,-0.7,6/26/2025 0:00,t0000543,4282,1
1677,xnj313c ,313 Church Street,Philadelphia,2995,313,"Corporate Facility Services USA, LLC",67000,1045,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,8.5,8.5,8,8,0.5,0.5,6/26/2025 0:00,t0000547,4299,1
7839,3ga00020,3140 Northwoods Parkway,Atlanta,64091,100,Vacant,0,5464,20,ATL_upto100,rent    ,per Area,Annual,6,6,6,6,0,0,6/26/2025 0:00,,,1
7839,3ga00020,3140 Northwoods Parkway,Atlanta,64092,300,Vacant,0,5465,20,ATL_upto100,rent    ,per Area,Annual,6,6,6,6,0,0,6/26/2025 0:00,,,1
7839,3ga00020,3140 Northwoods Parkway,Atlanta,64089,500,Vacant,0,5462,20,ATL_upto100,rent    ,per Area,Annual,6,6,6,6,0,0,6/26/2025 0:00,,,1
7839,3ga00020,3140 Northwoods Parkway,Atlanta,64090,700,Vacant,0,5463,20,ATL_upto100,rent    ,per Area,Annual,6,6,6,6,0,0,6/26/2025 0:00,,,1
4722,3nj00006,3140 Route 22,Northern NJ/New York,24467,3140,Marcolin U.S.A. Eyewear Corp.,151000,2336,75,NNJ_2nd Iteration_100plus,rent    ,per Area,Annual,12.5,12.5,13.91,13.91,-1.41,-1.41,6/26/2025 0:00,t0001002,28100,1
7833,3ga00021,3145 Northwoods Parkway,Atlanta,64083,100,Vacant,0,5500,20,ATL_upto100,rent    ,per Area,Annual,6,6,6,6,0,0,6/26/2025 0:00,,,1
7833,3ga00021,3145 Northwoods Parkway,Atlanta,64084,200,Vacant,0,5501,20,ATL_upto100,rent    ,per Area,Annual,6,6,6,6,0,0,6/26/2025 0:00,,,1
7833,3ga00021,3145 Northwoods Parkway,Atlanta,64087,400,Vacant,0,5504,20,ATL_upto100,rent    ,per Area,Annual,6,6,6,6,0,0,6/26/2025 0:00,,,1
7833,3ga00021,3145 Northwoods Parkway,Atlanta,64086,500,Vacant,0,5503,20,ATL_upto100,rent    ,per Area,Annual,6,6,6,6,0,0,6/26/2025 0:00,,,1
7833,3ga00021,3145 Northwoods Parkway,Atlanta,64085,600_800 ,Vacant,0,5502,20,ATL_upto100,rent    ,per Area,Annual,6,6,6,6,0,0,6/26/2025 0:00,,,1
7850,3nj00030,321 Richard Mine Road,Northern NJ/New York,64124,100,Vacant,0,5416,41,NNJ_upto100,rent    ,per Area,Annual,13,13,13.91,13.91,-0.91,-0.91,6/26/2025 0:00,,,1
7850,3nj00030,321 Richard Mine Road,Northern NJ/New York,64126,200,Vacant,0,5418,41,NNJ_upto100,rent    ,per Area,Annual,13,13,13.91,13.91,-0.91,-0.91,6/26/2025 0:00,,,1
7850,3nj00030,321 Richard Mine Road,Northern NJ/New York,64125,300,Vacant,0,5417,41,NNJ_upto100,rent    ,per Area,Annual,13,13,13.91,13.91,-0.91,-0.91,6/26/2025 0:00,,,1
7850,3nj00030,321 Richard Mine Road,Northern NJ/New York,64131,400,Vacant,0,5420,41,NNJ_upto100,rent    ,per Area,Annual,13,13,13.91,13.91,-0.91,-0.91,6/26/2025 0:00,,,1
7850,3nj00030,321 Richard Mine Road,Northern NJ/New York,64127,500,Vacant,0,5419,41,NNJ_upto100,rent    ,per Area,Annual,13,13,13.91,13.91,-0.91,-0.91,6/26/2025 0:00,,,1
5070,3oh00003,3232 Allegheny Avenue,Columbus,25516,3232,"Continental Drywall & Insulation, LLC",33466,3073,25,COL Up to 100K SF,rent    ,per Area,Annual,6.5,6.5,7,7,-0.5,-0.5,6/26/2025 0:00,t0001022,30323,1
3647,3tn00005,3262-3268 Democrat,Memphis,44931,1,AOSOM LLC,10000,4594,27,MEM_Upto100,rent    ,per Area,Annual,4.15,4.15,4.15,4.15,0,0,6/26/2025 0:00,t0000890,17622,1
3647,3tn00005,3262-3268 Democrat,Memphis,14122,5-Jan,AOSOM LLC,50000,2108,27,MEM_Upto100,rent    ,per Area,Annual,3.25,3.15,4.15,4.15,-0.9,-1,6/26/2025 0:00,t0000890,17622,1
3647,3tn00005,3262-3268 Democrat,Memphis,44934,1-5B    ,AOSOM LLC,50000,4596,27,MEM_Upto100,rent    ,per Area,Annual,4.15,4.15,4.15,4.15,0,0,6/26/2025 0:00,t0000890,17622,1
3647,3tn00005,3262-3268 Democrat,Memphis,44932,3-Feb,AOSOM LLC,30000,4595,27,MEM_Upto100,rent    ,per Area,Annual,4.15,4.15,4.15,4.15,0,0,6/26/2025 0:00,t0000890,17622,1
3647,3tn00005,3262-3268 Democrat,Memphis,14124,7-Apr,R.P. Acquisition Corporation,40000,2110,27,MEM_Upto100,rent    ,per Area,Annual,4.25,4,4.15,4.15,0.1,-0.15,6/26/2025 0:00,t0000900,17634,1
3647,3tn00005,3262-3268 Democrat,Memphis,14123,6,AOSOM LLC,30000,2109,27,MEM_Upto100,rent    ,per Area,Annual,3.75,3.25,4.15,4.15,-0.4,-0.9,6/26/2025 0:00,t0000890,17622,1
3647,3tn00005,3262-3268 Democrat,Memphis,44935,10-Jun,AOSOM LLC,50000,4597,27,MEM_Upto100,rent    ,per Area,Annual,4.15,4.15,4.15,4.15,0,0,6/26/2025 0:00,t0000890,17622,1
3646,3tn00004,3272 Democrat,Memphis,14125,1,"Motion Industries, Inc.",30000,2111,27,MEM_Upto100,rent    ,per Area,Annual,6.5,5.5,4.15,4.15,2.35,1.35,6/26/2025 0:00,t0000874,17497,1
1595,xgashaw6,"3275 Florence Rd, Bldg 100",Atlanta,1446,100,Shaw Stainless LLC,11275,759,20,ATL_upto100,rent    ,per Area,Annual,8,8,6,6,2,2,6/26/2025 0:00,t0000472,2251,1
1594,xgashaw5,"3275 Florence Rd, Bldg 200",Atlanta,1447,200,Shaw Stainless LLC,17766,760,20,ATL_upto100,rent    ,per Area,Annual,7.75,7.75,6,6,1.75,1.75,6/26/2025 0:00,t0000473,2252,1
1593,xgashaw4,"3275 Florence Rd, Bldg 300",Atlanta,1448,300,Shaw Stainless LLC,22200,761,20,ATL_upto100,rent    ,per Area,Annual,7.5,7.5,6,6,1.5,1.5,6/26/2025 0:00,t0000474,2253,1
3645,3tn00003,3276 Democrat,Memphis,14126,1,"Johnson Window Films, Inc",12025,2112,27,MEM_Upto100,rent    ,per Area,Annual,5.25,5,4.15,4.15,1.1,0.85,6/26/2025 0:00,t0000898,17632,1
3645,3tn00003,3276 Democrat,Memphis,14127,2,"Mechanics Laundry Service, Incorporated",22500,2113,27,MEM_Upto100,rent    ,per Area,Annual,5.5,5,4.15,4.15,1.35,0.85,6/26/2025 0:00,t0000872,17487,1
3645,3tn00003,3276 Democrat,Memphis,14128,3,"Lanter Distributing, LLC",45000,2114,73,Mem_2nd Iteration_upto100,rent    ,per Area,Annual,4.5,4.25,4.15,4.15,0.35,0.1,6/26/2025 0:00,t0000899,17633,1
3645,3tn00003,3276 Democrat,Memphis,14131,5-Apr,Penske,15000,2117,73,Mem_2nd Iteration_upto100,rent    ,per Area,Annual,5.75,5.5,4.15,4.15,1.6,1.35,6/26/2025 0:00,t0001067,36895,1
3645,3tn00003,3276 Democrat,Memphis,14130,6,"Sage GSE Services, LLC",7500,2116,27,MEM_Upto100,rent    ,per Area,Annual,5.5,5,4.15,4.15,1.35,0.85,6/26/2025 0:00,t0000893,17626,1
3645,3tn00003,3276 Democrat,Memphis,14132,7,Tri State Tire Wholesale and Recycle LLC,22500,2118,27,MEM_Upto100,rent    ,per Area,Annual,5.5,4.5,4.15,4.15,1.35,0.35,6/26/2025 0:00,t0000896,17630,1
3645,3tn00003,3276 Democrat,Memphis,14129,8,Habegger,22500,2115,73,Mem_2nd Iteration_upto100,rent    ,per Area,Annual,5.5,5.25,4.15,4.15,1.35,1.1,6/26/2025 0:00,t0001087,38072,1
6625,3ga00010,3285 Saturn Ct,Atlanta,49747,1,Vacant,35911,4663,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,12.64,6.45,9,6.45,3.64,0,6/26/2025 0:00,,,1
3644,3tn00002,3298 Democrat,Memphis,14133,1,"American Builders & Contractor Supply Co., Inc.",34200,2119,27,MEM_Upto100,rent    ,per Area,Annual,5.5,5.5,4.15,4.15,1.35,1.35,6/26/2025 0:00,t0000865,17267,1
1657,xilmount,3325 Mount Prospect Road,Chicago,2961,1,Centurion Service Group LLC,64002,890,78,Chi_3rd Iteration_upto100,rent    ,per Area,Annual,7,5.84,6.5,6.5,0.5,-0.66,6/26/2025 0:00,t0000509,4171,1
3651,3fl00003,3330 NW 60th St,Miami,12828,3330,"Garland, LLC",32846,2353,71,Mia_2nd Iteration_upto100,rent    ,per Area,Annual,17,17,12.25,12.25,4.75,4.75,6/26/2025 0:00,t0000866,17479,1
3636,xfl3333c,3333 N Canal Street,Jacksonville,12078,100,Vacant,83800,1387,70,Jax_2nd Iteration_upto100,rent    ,Flat,Annual,7,358381.66,7,7,0,358374.66,6/26/2025 0:00,,,1
3636,xfl3333c,3333 N Canal Street,Jacksonville,12079,200,Vacant,39000,1388,35,Jax_upto100,rent    ,per Area,Annual,6.25,6.25,7,7,-0.75,-0.75,6/26/2025 0:00,,,1
3636,xfl3333c,3333 N Canal Street,Jacksonville,12081,300,Vacant,600,1389,35,Jax_upto100,rent    ,per Area,Annual,33.17,33.17,7,7,26.17,26.17,6/26/2025 0:00,,,1
3643,3tn00001,3338-3352 Democrat,Memphis,14134,1,"DS Services of America, Inc.",24000,2120,27,MEM_Upto100,rent    ,per Area,Annual,5.5,5.4,4.15,4.15,1.35,1.25,6/26/2025 0:00,t0000868,17481,1
3643,3tn00001,3338-3352 Democrat,Memphis,14143,10,"Ferguson Enterprises, LLC",24000,2129,73,Mem_2nd Iteration_upto100,rent    ,per Area,Annual,5.5,5,4.15,4.15,1.35,0.85,6/26/2025 0:00,t0000869,17482,1
3643,3tn00001,3338-3352 Democrat,Memphis,14135,2,"Koontz Electric Company, Inc.",12000,2121,27,MEM_Upto100,rent    ,per Area,Annual,4.5,4.5,4.15,4.15,0.35,0.35,6/26/2025 0:00,t0001518,74973,1
3643,3tn00001,3338-3352 Democrat,Memphis,14136,3,Overhead Door Corporation,12000,2122,27,MEM_Upto100,rent    ,per Area,Annual,5.5,4.75,4.15,4.15,1.35,0.6,6/26/2025 0:00,t0000891,17624,1
3643,3tn00001,3338-3352 Democrat,Memphis,14137,4,"KenCo Distributors, Inc.",18000,2123,27,MEM_Upto100,rent    ,per Area,Annual,5.5,5,4.15,4.15,1.35,0.85,6/26/2025 0:00,t0000870,17483,1
3643,3tn00001,3338-3352 Democrat,Memphis,14138,5,"Vortex Aviation, LLC",6000,2124,27,MEM_Upto100,rent    ,per Area,Annual,5.5,5,4.15,4.15,1.35,0.85,6/26/2025 0:00,t0000902,17636,1
3643,3tn00001,3338-3352 Democrat,Memphis,14139,6,"Penco Products, Inc.",24000,2125,27,MEM_Upto100,rent    ,per Area,Annual,5.5,4.75,4.15,4.15,1.35,0.6,6/26/2025 0:00,t0000892,17625,1
3643,3tn00001,3338-3352 Democrat,Memphis,14140,7,"AMERICAN BUILDERS & CONTRACTORS SUPPLY CO., INC.",12000,2126,27,MEM_Upto100,rent    ,per Area,Annual,4.15,4.15,4.15,4.15,0,0,6/26/2025 0:00,t0001187,49602,1
3643,3tn00001,3338-3352 Democrat,Memphis,14141,8,Thorpe Products Company,24000,2127,27,MEM_Upto100,rent    ,per Area,Annual,5.5,5,4.15,4.15,1.35,0.85,6/26/2025 0:00,t0000895,17629,1
3643,3tn00001,3338-3352 Democrat,Memphis,14142,9,Vacant,12000,2128,73,Mem_2nd Iteration_upto100,rent    ,per Area,Annual,4.5,4.5,4.15,4.15,0.35,0.35,6/26/2025 0:00,,,1
3273,xga3350h,3350 Hamilton Boulevard,Atlanta,6046,100,APCO Graphics Inc,31825,805,20,ATL_upto100,rent    ,per Area,Annual,7.25,7.25,6,6,1.25,1.25,6/26/2025 0:00,t0000711,7686,1
3273,xga3350h,3350 Hamilton Boulevard,Atlanta,6047,200,Vacant,22045,806,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,7,7,9,6.45,-2,0.55,6/26/2025 0:00,,,1
3273,xga3350h,3350 Hamilton Boulevard,Atlanta,6048,300,Vacant,32598,807,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,7,7,9,6.45,-2,0.55,6/26/2025 0:00,,,1
3799,3il00004,3380 Grand Ave,Chicago,15305,3380,Northstar Trading,46156,2088,29,CHI_upto100,rent    ,per Area,Annual,5.5,5.5,6.5,6.5,-1,-1,6/26/2025 0:00,t0000986,24792,1
3623,xga3471a,3471 Atlanta Industrial Parkway,Atlanta,10623,3471,Atlantic Chemical and Equipment Company,36072,810,20,ATL_upto100,rent    ,per Area,Annual,7.36,7.36,6,6,1.36,1.36,6/26/2025 0:00,t0000796,12863,1
7014,3il00010,3605 Swenson Ave,Chicago,54168,100,Hazloc Industries LLC,28800,4971,29,CHI_upto100,rent    ,per Area,Annual,0,0,6.5,6.5,-6.5,-6.5,6/26/2025 0:00,t0001374,62878,1
7014,3il00010,3605 Swenson Ave,Chicago,54170,3605,Thieme Gmbh & Co. KG,28800,4973,77,Chi_2nd Iteration_upto100,rent    ,per Area,Annual,7.25,6.5,6.5,6.5,0.75,0,6/26/2025 0:00,t0001376,62880,1
7014,3il00010,3605 Swenson Ave,Chicago,54171,3609,"Lighting Innovations, Inc.",56960,4974,29,CHI_upto100,rent    ,per Area,Annual,6.75,6.75,6.5,6.5,0.25,0.25,6/26/2025 0:00,t0001377,62881,1
3668,xga3651c,3651 Clearview Place,Atlanta,12830,3651,TLC Rents,20030,1877,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,12.75,12.75,9,6.45,3.75,6.3,6/26/2025 0:00,t0000931,18157,1
3668,xga3651c,3651 Clearview Place,Atlanta,14781,BB      ,Johnson Commercial Properties LLC,0,1879,20,ATL_upto100,rent    ,per Area,Annual,5.25,5.25,6,6,-0.75,-0.75,6/26/2025 0:00,t0000876,17592,1
1895,xtx3662m,3662-3670 Miller Park Drive,Dallas,4166,3662,"Eighteen Supplies Company DBA Red Nail Designs, Inc",14900,828,22,Dallas_upto100,rent    ,per Area,Annual,7.4,7.4,7.5,7.5,-0.1,-0.1,6/26/2025 0:00,t0000653,5645,1
1895,xtx3662m,3662-3670 Miller Park Drive,Dallas,4158,3670,BKS,26126,827,22,Dallas_upto100,rent    ,per Area,Annual,7.4,7.4,7.5,7.5,-0.1,-0.1,6/26/2025 0:00,t0001000,28047,1
6563,3tn00006,3696 Knight Road,Memphis,46136,101,USCutter Inc.,48534,4748,27,MEM_Upto100,rent    ,per Area,Annual,4.5,4.5,4.15,4.15,0.35,0.35,6/26/2025 0:00,t0001273,53562,1
6563,3tn00006,3696 Knight Road,Memphis,46135,200,"AALP, LLC",31024,4747,73,Mem_2nd Iteration_upto100,rent    ,per Area,Annual,4.5,4.5,4.15,4.15,0.35,0.35,6/26/2025 0:00,t0001272,53561,1
5439,3ga00005,370 Gees Mill,Atlanta,31736,A       ,"Eckart, LLC",30523,2900,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,8,8,9,6.45,-1,1.55,6/26/2025 0:00,t0001178,46332,1
6579,3tn00014,3755 Knight Arnold Road,Memphis,46780,100,"Aluma-Form, Inc.",211650,4611,47,MEM_100KPlus,rent    ,per Area,Annual,3.15,3.15,4.15,4.15,-1,-1,6/26/2025 0:00,t0001281,54291,1
7779,3il00015,3801-31 Hawthorne Court,Chicago,63720,3801,"Alan Josephsen Co., Inc. and Records Management, Inc.",28960,5375,29,CHI_upto100,rent    ,per Area,Annual,6.5,6.5,6.5,6.5,0,0,6/26/2025 0:00,t0001505,74812,1
7779,3il00015,3801-31 Hawthorne Court,Chicago,63722,3805,PREFABPADS LLC,28800,5377,29,CHI_upto100,rent    ,per Area,Annual,6.5,6.5,6.5,6.5,0,0,6/26/2025 0:00,t0001507,74814,1
7779,3il00015,3801-31 Hawthorne Court,Chicago,63721,3807,Vacant,14473,5376,29,CHI_upto100,rent    ,per Area,Annual,6.5,6.5,6.5,6.5,0,0,6/26/2025 0:00,,,1
7779,3il00015,3801-31 Hawthorne Court,Chicago,63723,3821-31 ,"Ludlow Manufacturing, Inc.",122475,5374,46,CHI_100plus,rent    ,per Area,Annual,6.5,6.5,6.5,6.5,0,0,6/26/2025 0:00,t0001508,74815,1
1786,xoh382c ,382 Circle Freeway Drive,Cincinnati,3510,382,Trane U.S. Inc.(DSM),47848,745,28,CIN_upto100K,rent    ,per Area,Annual,6.75,6.75,5,5,1.75,1.75,6/26/2025 0:00,t0000603,4915,1
6575,3tn00012,3845 Crowfarn Drive,Memphis,46789,100,"Roadrunner Transportation Systems, Inc.",105785,4613,47,MEM_100KPlus,rent    ,per Area,Annual,3.25,3.25,4.15,4.15,-0.9,-0.9,6/26/2025 0:00,t0001285,54303,1
3579,xtx3857m,3857 Miller Park Drive,Dallas,9721,3857,Vacant,59028,1277,85,Dal_upto100_2nd,rent    ,per Area,Annual,9.5,9.5,7.5,7.5,2,2,6/26/2025 0:00,,,1
1695,xnj390n ,390 New Albany Road,Philadelphia,3109,390,Vacant,56600,1064,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,12,12,8,8,4,4,6/26/2025 0:00,,,1
2722,xfl3900w,3900 West Coachman Avenue,Tampa,4491,3900,Vacant,80225,1392,79,Tam_2nd Iteration_upto100,rent    ,per Area,Annual,8.5,8.5,8.5,8.5,0,0,6/26/2025 0:00,,,1
2722,xfl3900w,3900 West Coachman Avenue,Tampa,44921,BRIDGE  ,Vacant,1731,4975,32,Tampa up to 100K,rent    ,per Area,Annual,8.5,8.5,8.5,8.5,0,0,6/26/2025 0:00,,,1
6270,3ga00006,3905 Steve Reynolds Blvd,Atlanta,44917,100,"B & D Industrial, Inc.",23529,3505,20,ATL_upto100,rent    ,per Area,Annual,11.84,11.84,6,6,5.84,5.84,6/26/2025 0:00,t0001245,52091,1
6270,3ga00006,3905 Steve Reynolds Blvd,Atlanta,44918,120,"Mash Enterprise, LLC ",9600,3506,20,ATL_upto100,rent    ,per Area,Annual,12.49,12.49,6,6,6.49,6.49,6/26/2025 0:00,t0001246,52092,1
6270,3ga00006,3905 Steve Reynolds Blvd,Atlanta,44919,160,"Mash Enterprise, LLC ",32006,3507,20,ATL_upto100,rent    ,per Area,Annual,11.49,11.49,6,6,5.49,5.49,6/26/2025 0:00,t0001246,52092,1
3364,xtn3961o,3961 Outland Drive,Memphis,7784,3961,McMillon Logistics,74906,2414,27,MEM_Upto100,rent    ,per Area,Annual,4.75,4.65,4.15,4.15,0.6,0.5,6/26/2025 0:00,t0000999,28046,1
1884,xnj40pot,40 Potash Road,Northern NJ/New York,3876,01      ,Cablevision of Oakland,60994,2340,41,NNJ_upto100,rent    ,per Area,Annual,17.5,17.5,13.91,13.91,3.59,3.59,6/26/2025 0:00,t0000617,5464,1
7859,3nj00034,400 Forge Way,Northern NJ/New York,64141,400-A   ,Vacant,0,5430,41,NNJ_upto100,rent    ,per Area,Annual,15.5,15.5,13.91,13.91,1.59,1.59,6/26/2025 0:00,,,1
7859,3nj00034,400 Forge Way,Northern NJ/New York,64142,400-A1  ,Vacant,0,5431,41,NNJ_upto100,rent    ,per Area,Annual,15.5,15.5,13.91,13.91,1.59,1.59,6/26/2025 0:00,,,1
7859,3nj00034,400 Forge Way,Northern NJ/New York,64140,400-C   ,Vacant,0,5429,41,NNJ_upto100,rent    ,per Area,Annual,15.5,15.5,13.91,13.91,1.59,1.59,6/26/2025 0:00,,,1
7859,3nj00034,400 Forge Way,Northern NJ/New York,64143,400B    ,Vacant,0,5432,41,NNJ_upto100,rent    ,per Area,Annual,15.5,15.5,13.91,13.91,1.59,1.59,6/26/2025 0:00,,,1
3272,xnj400wa,400 Water Street,Philadelphia,6050,400,L&W Supply Corporation,38550,1085,30,PHI_upto100,rent    ,per Area,Annual,9,9,8,8,1,1,6/26/2025 0:00,t0000715,7706,1
1652,xtxmorto,4000 Dan Morton Dr,Dallas,2976,100,"TexPac Hide & Skin, LTD",77536,2366,85,Dal_upto100_2nd,rent    ,per Area,Annual,6,6,7.5,7.5,-1.5,-1.5,6/26/2025 0:00,t0000522,4196,1
1652,xtxmorto,4000 Dan Morton Dr,Dallas,2977,106,"Sugaright, LLC",132133,2361,44,Dal_100plus,rent    ,per Area,Annual,5.5,5.5,6.5,6.5,-1,-1,6/26/2025 0:00,t0000526,4206,1
5788,3oh00004,4000-4024 Precision Dr,Cincinnati,36134,100,Bestnest Inc.,51517,2996,28,CIN_upto100K,rent    ,per Area,Annual,4.75,4.75,5,5,-0.25,-0.25,6/26/2025 0:00,t0001145,41967,1
5788,3oh00004,4000-4024 Precision Dr,Cincinnati,36135,200,Bestnest Inc.,79483,2997,28,CIN_upto100K,rent    ,per Area,Annual,4.75,4.75,5,5,-0.25,-0.25,6/26/2025 0:00,t0001145,41967,1
5788,3oh00004,4000-4024 Precision Dr,Cincinnati,36136,300,Vacant,75000,2998,63,Cin_2nd Iteration_upto100,rent    ,per Area,Annual,5.24,5.24,5,5,0.24,0.24,6/26/2025 0:00,,,1
5788,3oh00004,4000-4024 Precision Dr,Cincinnati,36217,400,Multi-Color Corporation,29900,2999,63,Cin_2nd Iteration_upto100,rent    ,per Area,Annual,5.25,5,5,5,0.25,0,6/26/2025 0:00,t0001146,41968,1
3356,xga401wi,401 Windsor Street SW,Atlanta,7707,401,Federal Express Corp,37500,808,20,ATL_upto100,rent    ,per Area,Annual,13,17,6,6,7,11,6/26/2025 0:00,t0000753,9527,1
6272,3ga00007,4025 Steve Reynolds Blvd,Atlanta,44925,100,"Jenkins Services and Restoration, Inc.",19200,3512,20,ATL_upto100,rent    ,per Area,Annual,11.84,11.84,6,6,5.84,5.84,6/26/2025 0:00,t0001252,52107,1
6272,3ga00007,4025 Steve Reynolds Blvd,Atlanta,44924,106,"Delta Landscape Supply of Georgia, Inc.",12894,3511,20,ATL_upto100,rent    ,per Area,Annual,12.24,12.24,6,6,6.24,6.24,6/26/2025 0:00,t0001251,52101,1
6272,3ga00007,4025 Steve Reynolds Blvd,Atlanta,44923,110,"Eagle Abrasives, Inc.",12800,3510,20,ATL_upto100,rent    ,per Area,Annual,12.24,12.24,6,6,6.24,6.24,6/26/2025 0:00,t0001249,52098,1
6272,3ga00007,4025 Steve Reynolds Blvd,Atlanta,44920,114,Byokane (U.S.A.) Corp.,9600,3508,20,ATL_upto100,rent    ,per Area,Annual,12.25,12.25,6,6,6.25,6.25,6/26/2025 0:00,t0001247,52095,1
6272,3ga00007,4025 Steve Reynolds Blvd,Atlanta,44922,120,Centimark Corporation ,16000,3509,20,ATL_upto100,rent    ,per Area,Annual,12,12,6,6,6,6,6/26/2025 0:00,t0001248,52097,1
6577,3tn00013,4026-4080 Senator Street,Memphis,46972,1,Shearer Supply Inc.,45200,4636,27,MEM_Upto100,rent    ,per Area,Annual,3.5,3.5,4.15,4.15,-0.65,-0.65,6/26/2025 0:00,t0001309,54513,1
6577,3tn00013,4026-4080 Senator Street,Memphis,46981,2,"La Michoacana Wholesale, Inc.",24000,4639,73,Mem_2nd Iteration_upto100,rent    ,per Area,Annual,3.5,3.5,4.15,4.15,-0.65,-0.65,6/26/2025 0:00,t0001315,54519,1
6577,3tn00013,4026-4080 Senator Street,Memphis,49658,3,Vacant,35600,4749,73,Mem_2nd Iteration_upto100,rent    ,per Area,Annual,3.5,3.5,4.15,4.15,-0.65,-0.65,6/26/2025 0:00,,,1
3736,3il00001,410 Factory,Chicago,14786,410,"Leaf Home Enhancements, LLC",41634,2083,29,CHI_upto100,rent    ,per Area,Annual,7,7,6.5,6.5,0.5,0.5,6/26/2025 0:00,t0000938,18775,1
6571,3tn00010,4105 S Mendenhall Road,Memphis,46747,100,"KPower Global Logistics, LLC",102500,4610,47,MEM_100KPlus,rent    ,per Area,Annual,4,4,4.15,4.15,-0.15,-0.15,6/26/2025 0:00,t0001277,54248,1
7794,3pa00005,411 Sinclair Road,Philadelphia,63861,100,Northtec LLC,67330,5511,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,8,8,8,8,0,0,6/26/2025 0:00,t0001521,74982,1
5457,3nc00002,4112 Joe Street,"Charlotte, NC",32750,4112,"Bates Enterprises, Inc.",45750,2926,43,CAR_upto100,rent    ,per Area,Annual,7.85,7.85,6,6,1.85,1.85,6/26/2025 0:00,t0001089,38079,1
