hmy_property,propert code,unit/space,acquisition sf,renewal probability,downtime(months),abatement-new(months),abatement-renew(months),e1 start date,e1 term (months),e1 annual escalations (%),e1 base rent-new ($psf),e1 base rent-renew ($psf),e1 lc-new %,e1 lc-renew %,e1 ti-new ($psf),e1 ti-renew ($psf),e1 tenanat options ($ psf),e2 start date,e2 term (months),e2 annual escalations (%),e2 base rent-new ($psf),e2 base rent-renew ($psf),e2 lc-new %,e2 lc-renew %,e2 ti-new ($psf),e2 ti-renew ($psf),e2 tenanat options ($ psf),acq. analysis start date,acq. marketbase rent - new,acq. marketbase rent - renew,effective rent growth yr 1(%),effective rent growth yr 2(%),effective rent growth yr 3(%),effective rent growth yr 4(%),effective rent growth yr 5(%),effective rent growth yr 6(%)
3364,xtn3961o,3961,74888,0,6,0,1,9/1/2022,60,3,4.27,4.27,6,4,2,1,0,9/1/2027,60,3,5.19,5.19,6,4,2,1,0,4/1/2022,4.2,4.2,4,0,0,0,0,0
3367,xil1600b,1600,64216,75,9,0,1,4/1/2032,60,3,8.4,8.4,6,5,3,1.5,0,4/1/2037,60,3,9.74,9.74,6,5,3,1.5,0,3/31/2022,6.25,6.25,3,0,0,0,0,0
3368,xil1630b,1630,40550,75,9,0,1,4/1/2032,60,3,8.4,8.4,6,5,3,1.5,0,4/1/2037,60,3,9.74,9.74,6,5,3,1.5,0,3/31/2022,6.25,6.25,3,0,0,0,0,0
3374,xnj6925s,6925,30400,75,9,0,1,11/1/2028,48,2.5,7.1,7.1,6,4,15,1,6.54,11/1/2032,48,2.5,8.31,8.31,6,4,2,1,0,4/26/2022,5.5,5.5,4,0,0,0,0,0
3376,xga9335i,100,20020,75,0,0,0,4/1/2025,48,3,10.11,10.11,7,6,2,1,0,4/1/2027,60,3,10.93,10.93,7,6,2,1,0,4/18/2022,9,9,4,0,0,0,0,0
3377,xil11697,11697,48340,75,9,0,1,4/1/2029,60,4,6.44,6.44,6,5,1.5,1,0,4/1/2034,60,4,7.47,7.47,6,5,1.5,1,0,4/25/2022,5.25,5.25,3,0,0,0,0,0
3388,xnj2050h,2050,24000,75,6,0,1,5/1/2027,60,3,10.22,10.22,6,4,4,2,9.45,5/1/2032,60,3,13.04,13.04,6,4,4,2,0,4/26/2022,8,8,5,0,0,0,0,0
3545,xil231ja,1071,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3545,xil231ja,231,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3545,xil231ja,233,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3545,xil231ja,235,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3545,xil231ja,237,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3545,xil231ja,239,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3545,xil231ja,241,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3546,xil240ja,240,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3546,xil240ja,242,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3546,xil240ja,244,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3546,xil240ja,246,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3546,xil240ja,248,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3546,xil240ja,250,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3546,xil240ja,252,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3547,xil201ja,1050,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3547,xil201ja,1060,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3547,xil201ja,1070,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3547,xil201ja,1080,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3547,xil201ja,201,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3548,xil141be,141,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3548,xil141be,143,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3548,xil141be,145,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3569,3nj00001,1000,30812,75,6,0,0,3/1/2027,60,3,17.04,17.04,6.25,6.25,2.35,1.16,0,5/1/2032,60,3,24.18,24.18,6.25,6.25,2.69,1.34,0,5/1/2022,13.5,13.5,6,6,6,6,6,6
3572,3fl00001,14735,25327,0,4,0,1,5/1/2023,60,3,9.19,9.19,6,4,2.05,2.05,0,5/1/2028,60,3,11.72,11.72,6,4,2.39,1.19,0,5/3/2022,8.75,8.75,5,0,0,0,0,0
3575,xtx1709s,100,150018,75,6,0,1,11/1/2027,60,2.25,5.99,5.99,7,5,1,0.5,0,11/1/2032,60,2.25,8.01,8.01,7,5,1,0.5,0,5/6/2022,4.35,4.35,6,0,0,0,0,0
3575,xtx1709s,150,95281,75,6,0,1,4/1/2028,60,2.5,6.14,6.14,7,5,1,0.5,0,4/1/2033,60,2.5,8.21,8.21,7,5,1,0.5,0,5/6/2022,4.35,4.35,6,0,0,0,0,0
3579,xtx3857m,3857,59028,100,0,0,1,6/1/2027,60,3,8.53,8.53,7,5,2,0.5,6.5,6/1/2032,60,3,11.15,11.15,7,5,2,0.5,0,5/5/2022,6.5,6.5,5.5,0,0,0,0,0
3621,xtx2445s,2445,40116,75,6,0,1,6/1/2027,60,3,9.17,9.17,7,5,1,0.5,0,6/1/2032,60,3,11.98,11.98,7,5,1,0.5,0,5/19/2022,7,7,5.5,0,0,0,0,0
3622,xtx1050k,10511,5500,75,6,0,1,5/1/2023,60,3,7.34,7.34,7,5,2,1,0,5/1/2028,60,3,9.37,9.37,7,5,2,1,0,5/12/2022,7,7,5,0,0,0,0,0
3622,xtx1050k,11523,6100,75,6,0,1,5/1/2023,60,3,7.34,7.34,7,5,2,1,0,5/1/2028,60,3,9.37,9.37,7,5,2,1,0,5/12/2022,7,7,5,0,0,0,0,0
3622,xtx1050k,10515,6600,75,6,0,1,4/1/2023,60,3,7.31,7.31,7,5,2,1,0,4/1/2028,60,3,9.33,9.33,7,5,2,1,0,5/12/2022,7,7,5,0,0,0,0,0
3622,xtx1050k,10519,7500,75,6,0,1,6/1/2023,60,3,7.37,7.37,7,5,2,1,0,6/1/2028,60,3,9.4,9.4,7,5,2,1,0,5/12/2022,7,7,5,0,0,0,0,0
3622,xtx1050k,10537,6525,75,6,0,1,6/1/2023,60,3,7.37,7.37,7,5,2,1,0,6/1/2028,60,3,9.4,9.4,7,5,2,1,0,5/12/2022,7,7,5,0,0,0,0,0
3622,xtx1050k,10529,6525,75,6,0,1,8/1/2024,60,3,7.8,7.8,7,5,2,1,0,8/1/2029,60,3,9.96,9.96,7,5,2,1,0,5/12/2022,7,7,5,0,0,0,0,0
3622,xtx1050k,10501,5000,100,0,0,0,8/1/2022,24,3,7.08,7.08,7,5,1,0,4.51,8/1/2024,60,3,7.8,7.8,7,5,2,1,0,5/12/2022,7,7,5,0,0,0,0,0
3622,xtx1050k,10507,5000,75,6,0,1,2/1/2024,60,3,7.61,7.61,7,5,2,1,0,2/1/2029,60,3,9.72,9.72,7,5,2,1,0,5/12/2022,7,7,5,0,0,0,0,0
3623,xga3471a,3471,36000,100,0,0,0,6/1/2024,24,3.5,7.65,7.65,7,0,1,0,7,6/1/2026,60,3.5,8.35,8.35,7,0,1,0,8.05,5/26/2022,7,7,4.5,0,0,0,0,0
3624,xtx1721s,1721,56841,0,6,0,1,5/1/2026,60,2.5,6.66,6.66,7,5,3,1.5,0,5/1/2031,60,2.5,8.5,8.5,7,5,2,1,0,5/27/2022,5.5,5.5,5,0,0,0,0,0
3625,xtx11839,11839,99750,75,6,0,1,6/1/2025,60,3,8.82,8.82,7,5,2,1,0,6/1/2030,60,3,11.53,11.53,7,5,2,1,0,5/19/2022,7.5,7.5,5.5,0,0,0,0,0
3626,xil1200p,1200,32000,75,9,0,1,10/1/2026,60,3,6.85,6.85,6,5,3,1.5,0,10/1/2031,60,3,7.94,7.94,6,5,3,1.5,0,4/12/2022,6,6,3,0,0,0,0,0
3628,3fl00002,1,39972,75,6,1,0,4/1/2023,60,3,13.17,13.17,6,4,2.05,0,0,6/1/2028,60,3,16.82,16.82,6,4,2.38,0,0,7/1/2022,12.25,12.25,10,8,6,3,3,3
3629,xtx4666d,4666,162792,0,6,0,1,7/1/2025,60,3,6.09,6.09,7,5,1,0.5,0,7/1/2030,60,3,7.77,7.77,7,5,1,0.5,0,6/20/2022,5.25,5.25,5,0,0,0,0,0
3630,3pa00001,100,29620,75,9,0,0,2/1/2024,36,4.25,7.72,7.72,6,0,13.59,4.18,0,4/1/2027,36,4.25,8.86,8.86,6,0,4.58,2.28,0,7/1/2022,7.17,7.17,4.25,4.25,4.25,4.25,4.25,4.25
3630,3pa00001,200,13600,75,6,0,0,12/1/2023,60,2,8.33,8.33,6,4,4.12,2.06,0,2/1/2029,48,4,9.63,9.63,6,4,4.8,2.42,0,7/1/2022,7.5,7.5,4.25,4.25,4.25,4.25,4.25,4.25
3630,3pa00001,300,6380,75,9,0,0,9/1/2024,48,4,8.15,8.15,6,4,8.4,2.1,0,11/1/2028,48,4,9.63,9.63,6,4,4.78,2.39,0,7/1/2022,7.5,7.5,4.25,4.25,4.25,4.25,4.25,4.25
3631,xga1610s,1610,27000,75,6,0,1,4/1/2028,60,3,11.82,11.82,7,6,1.25,0.25,0,4/1/2033,60,3,14.73,14.73,7,6,1.25,0.25,0,6/7/2022,9.15,9.15,4.5,0,0,0,0,0
3632,xga2900j,A,58362,0,2,0,1,9/1/2022,60,3.5,9.35,9.35,7,6,0.5,0,0,9/1/2027,60,3.5,11.93,11.93,7,6,0.25,0,0,6/15/2022,9.25,9.25,5,0,0,0,0,0
3633,3md00001,A-E,19689,75,6,1,1,9/1/2022,48,4,12.12,12.12,6,5,8.06,4.03,0,12/1/2022,48,4,12.24,12.24,6,5,8.12,4.06,0,6/1/2022,12,12,4,4,4,4,4,4
3633,3md00001,F,4646,75,6,1,1,9/1/2022,48,4,12.12,12.12,6,5,8.06,4.03,0,12/1/2022,48,4,12.24,12.24,6,5,8.12,4.06,0,6/1/2022,12,12,4,4,4,4,4,4
3633,3md00001,G,4606,75,6,1,1,9/1/2022,48,4,12.12,12.12,6,5,8.06,4.03,0,12/1/2022,48,4,12.24,12.24,6,5,8.12,4.06,0,6/1/2022,12,12,4,4,4,4,4,4
3633,3md00001,H,4510,75,6,1,1,9/1/2022,48,4,12.12,12.12,6,5,8.06,4.03,0,12/1/2022,48,4,12.24,12.24,6,5,8.12,4.06,0,6/1/2022,12,12,4,4,4,4,4,4
3633,3md00001,IJK,11010,75,6,1,1,9/1/2022,48,4,12.12,12.12,6,5,8.06,4.03,0,12/1/2022,48,4,12.24,12.24,6,5,8.12,4.06,0,6/1/2022,12,12,4,4,4,4,4,4
3633,3md00001,L,3760,75,6,1,1,9/1/2022,48,4,12.12,12.12,6,5,8.06,4.03,0,12/1/2022,48,4,12.24,12.24,6,5,8.12,4.06,0,6/1/2022,12,12,4,4,4,4,4,4
3633,3md00001,MN,8881,75,6,1,1,9/1/2022,48,4,12.12,12.12,6,5,8.06,4.03,0,12/1/2022,48,4,12.24,12.24,6,5,8.12,4.06,0,6/1/2022,12,12,4,4,4,4,4,4
3633,3md00001,OP,9020,75,6,1,1,9/1/2022,48,4,12.12,12.12,6,5,8.06,4.03,0,12/1/2022,48,4,12.24,12.24,6,5,8.12,4.06,0,6/1/2022,12,12,4,4,4,4,4,4
3633,3md00001,Q,4210,75,6,1,1,9/1/2022,48,4,12.12,12.12,6,5,8.06,4.03,0,12/1/2022,48,4,12.24,12.24,6,5,8.12,4.06,0,6/1/2022,12,12,4,4,4,4,4,4
3633,3md00001,RS,7579,75,6,1,1,9/1/2022,48,4,12.12,12.12,6,5,8.06,4.03,0,12/1/2022,48,4,12.24,12.24,6,5,8.12,4.06,0,6/1/2022,12,12,4,4,4,4,4,4
3633,3md00001,T,3408,75,6,1,1,9/1/2022,48,4,12.12,12.12,6,5,8.06,4.03,0,12/1/2022,48,4,12.24,12.24,6,5,8.12,4.06,0,6/1/2022,12,12,4,4,4,4,4,4
3634,3ga00001,A,17450,50,6,1,0,10/1/2023,72,3.5,12.68,12.68,6.5,6,5.18,0,0,1/1/2030,72,3.5,16.69,0,6.5,6,6.25,0,0,7/1/2022,12,12,4.5,4.5,4.5,4.5,4.5,4.5
3634,3ga00001,B,13640,0,6,1,0,4/1/2023,60,3.25,12.4,12.4,6.5,6,5.12,0,0,10/1/2028,60,3.25,15.8,15.8,6.5,6,6,0,0,7/1/2022,12,12,4.5,4.5,4.5,4.5,4.5,4.5
3635,xga4450c,A,18700,0,2,0,1,8/1/2022,60,3,6.04,6.04,7,6,4.29,1,0,8/1/2027,60,3,7.53,7.53,7,6,2,1,0,6/6/2022,6,6,4.5,0,0,0,0,0
3636,xfl3333c,100,83800,100,0,0,0,1/1/2027,12,10.7,4.18,4.18,6,0,0,0,4.28,1/1/2028,12,10.7,4.35,4.35,0,0,0,0,4.4,6/15/2022,3.5,3.5,4,0,0,0,0,0
3636,xfl3333c,200,39000,100,0,0,0,3/1/2024,24,3,4.81,4.81,6,0,0,0,4.43,3/1/2026,60,3,5.21,5.21,6,4,2,1,0,6/15/2022,4.5,4.5,4,0,0,0,0,0
3636,xfl3333c,300,500,100,0,0,0,1/1/2026,60,3,48.26,48.26,6,0,0,0,0,1/1/2031,60,3,58.72,58.72,6,4,2,1,0,6/15/2022,42,42,4,0,0,0,0,0
3637,xnj59cha,100,10000,75,6,0,2,11/1/2023,48,3,13.27,13.27,6,4,7,3,0,11/1/2027,48,3,15.53,15.53,6,4,7,3,0,4/19/2022,12.5,12.5,4,0,0,0,0,0
3638,xil7760m,100,56261,100,0,0,0,7/1/2029,60,2,8.25,8.25,0,0,0,0,6.66,7/1/2034,60,2,10.53,10.53,0,0,0,0,7.36,6/15/2022,5.85,5.85,5,0,0,0,0,0
3639,xil2710l,100,24000,0,9,0,1,9/1/2022,60,3,8.09,8.09,6,5,7,2,0,9/1/2027,60,3,10.33,10.33,6,5,2,1.5,0,6/8/2022,8,8,5,0,0,0,0,0
3640,xil1000e,100,26330,100,0,0,3,7/1/2022,60,3,6.26,6.26,0,0,0,0,8.15,7/1/2027,60,3,8,8,6,5,2,1.5,0,6/14/2022,6.25,6.25,5,0,0,0,0,0
3641,xpa3041m,D,25600,25,9,0,0,8/1/2022,36,3,8.05,8.05,6,4,7,1,0,8/1/2025,48,3,9.06,9.06,6,4,7,1,0,6/1/2022,8,8,4,0,0,0,0,0
3641,xpa3041m,A,20000,75,9,0,0,9/1/2025,48,3,9.09,9.09,6,4,7,1,0,9/1/2029,48,3,10.63,10.63,6,4,7,1,0,6/1/2022,8,8,4,0,0,0,0,0
3641,xpa3041m,C1,9640,75,9,0,0,11/1/2025,48,3,9.15,9.15,6,4,7,1,0,11/1/2029,48,3,10.7,10.7,6,4,7,1,0,6/1/2022,8,8,4,0,0,0,0,0
3641,xpa3041m,OUTDOOR,0,0,9,0,0,12/1/2025,48,5,0,0,6,4,7,1,0,12/1/2029,48,5,0,0,6,4,7,1,0,6/1/2022,0,0,4,0,0,0,0,0
3641,xpa3041m,C,21000,75,9,0,0,10/1/2027,48,3,9.86,9.86,6,4,7,1,0,10/1/2031,48,3,11.54,11.54,6,4,7,1,0,6/1/2022,8,8,4,0,0,0,0,0
3642,xnj19ind,NE,18464,75,6,0,0,3/1/2025,60,3.5,12,12,8,5,2,1,0,3/1/2030,60,3.5,12,12,6,6,2,1,0,6/9/2022,12,12,0,0,0,0,0,0
3642,xnj19ind,NWCNR,5800,0,5,0,0,12/1/2022,60,3.5,12.34,12.34,8,5,7,1,0,12/1/2027,60,3.5,16.51,16.51,6,6,2,1,0,6/9/2022,12,12,6,0,0,0,0,0
3642,xnj19ind,SECNR,9800,50,6,0,0,10/1/2022,60,3.5,12.22,12.22,8,5,7,1,0,10/1/2027,60,3.5,16.35,16.35,6,6,2,1,0,6/9/2022,12,12,6,0,0,0,0,0
3642,xnj19ind,CENTER,12040,0,5,0,0,12/1/2022,60,3.5,12.34,12.34,8,5,7,1,0,12/1/2027,60,3.5,16.51,16.51,6,6,2,1,0,6/9/2022,12,12,6,0,0,0,0,0
3642,xnj19ind,SCNR,6480,75,6,0,0,6/1/2027,60,3,16.04,16.04,8,5,2,1,0,6/1/2032,60,3,21.46,21.46,6,6,2,1,0,6/9/2022,12,12,6,0,0,0,0,0
3643,3tn00001,1,24000,75,6,0,1,7/1/2023,60,3,4.31,4.31,6,4,2.06,1.02,0,9/1/2028,60,3,5.31,5.31,6,4,2.4,1.2,0,7/1/2022,3.95,3.95,9,7,5,3,3,3
3643,3tn00001,2,12000,75,6,0,1,3/1/2024,60,3,4.62,4.62,6,4,2.11,1.05,0,5/1/2029,60,3,5.55,5.55,6,4,2.45,1.23,0,7/1/2022,4.05,4.05,9,7,5,3,3,3
3643,3tn00001,3,12000,75,6,0,1,8/1/2025,60,3,4.97,4.97,6,4,2.19,1.1,0,10/1/2030,60,3,5.79,5.79,6,4,2.56,1.28,0,7/1/2022,4.05,4.05,9,7,5,3,3,3
3643,3tn00001,4,18000,75,6,0,1,4/1/2023,60,3,4.32,4.32,6,4,2.05,1.02,0,6/1/2028,60,3,5.41,5.41,6,4,2.38,1.19,0,7/1/2022,4.05,4.05,9,7,5,3,3,3
3643,3tn00001,5,6000,75,6,0,1,2/1/2027,60,3,5.2,5.2,6,4,2.3,1.15,0,4/1/2032,60,3,6.05,6.05,6,4,2.68,1.33,0,7/1/2022,4.05,4.05,9,7,5,3,3,3
3643,3tn00001,6,24000,75,6,0,1,2/1/2028,60,3,5.22,5.22,6,4,2.37,1.19,0,4/1/2033,60,3,6.08,6.08,6,4,2.75,1.37,0,7/1/2022,3.95,3.95,9,7,5,3,3,3
3643,3tn00001,7,12000,75,6,0,1,4/1/2024,60,3,4.64,4.64,6,4,2.12,1.05,0,6/1/2029,60,3,5.57,5.57,6,4,2.45,1.23,0,7/1/2022,4.05,4.05,9,7,5,3,3,3
3643,3tn00001,8,24000,75,6,0,1,5/1/2026,60,3,4.96,4.96,6,4,2.25,1.12,0,7/1/2031,60,3,5.78,5.78,6,4,2.6,1.3,0,7/1/2022,3.95,3.95,9,7,5,3,3,3
3643,3tn00001,9,12000,75,6,0,1,6/1/2024,60,3,4.71,4.7,6,4,2.12,1.05,0,8/1/2029,60,3,5.6,5.6,6,4,2.47,1.23,0,7/1/2022,4.05,4.05,9,7,5,3,3,3
3643,3tn00001,10,24000,75,6,0,1,7/1/2024,60,3,4.61,4.61,6,4,2.13,1.06,0,9/1/2029,60,3,5.47,5.47,6,4,2.47,1.23,0,7/1/2022,3.95,3.95,9,7,5,3,3,3
3643,3tn00001,AD,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3644,3tn00002,1,34200,100,6,0,1,11/1/2022,36,3,4.2,4.1,0,0,2.03,1.01,0,11/1/2025,36,3,5.02,4.9,0,0,2.21,1.11,0,6/1/2022,4.05,3.95,9,7,5,3,3,3
3645,3tn00003,1,12025,75,6,0,1,4/1/2023,60,3,4.32,4.32,6,4,2.04,1.02,0,6/1/2028,60,3,5.41,5.41,6,4,2.38,1.19,0,7/1/2022,4.05,4.05,9,7,5,3,3,3
3645,3tn00003,2,22500,75,6,0,1,6/1/2029,60,3,5.43,5.43,6,4,2.45,1.23,0,8/1/2034,60,3,6.33,6.33,6,4,2.86,1.43,0,7/1/2022,3.95,3.95,9,7,5,3,3,3
3645,3tn00003,3,45000,75,6,0,1,10/1/2026,60,3,5.02,5.02,6,4,2.26,1.13,0,12/1/2031,60,3,5.85,5.85,6,4,2.64,1.32,0,7/1/2022,3.95,3.95,9,7,5,3,3,3
3645,3tn00003,4-5,15000,75,6,0,1,6/1/2023,60,3,4.38,4.38,6,4,2.05,1.02,0,8/1/2028,60,3,5.43,5.43,6,4,2.4,1.2,0,7/1/2022,4.05,4.05,9,7,5,3,3,3
3645,3tn00003,6,7500,75,6,0,1,10/1/2027,60,3,5.3,5.3,6,4,2.33,1.16,0,12/1/2032,60,3,6.18,6.18,6,4,2.72,1.36,0,7/1/2022,4.05,4.05,9,7,5,3,3,3
3645,3tn00003,7,22500,75,6,0,1,3/1/2023,60,3,4.18,4.18,6,4,2.04,1.02,0,5/1/2028,60,3,5.26,5.26,6,4,2.4,1.2,0,7/1/2022,3.95,3.95,9,7,5,3,3,3
3645,3tn00003,8,22500,75,6,0,1,3/1/2025,60,3,4.76,4.76,6,4,2.17,1.08,0,5/1/2030,60,3,5.58,5.58,6,4,2.53,1.27,0,7/1/2022,3.95,3.95,9,7,5,3,3,3
3646,3tn00004,1,30000,75,6,0,1,2/1/2023,60,3,4.29,4.29,6,4,2.04,1.02,0,4/1/2028,60,3,5.39,5.39,6,4,2.38,1.19,0,6/1/2022,4.05,4.05,9,7,5,3,3,3
3647,3tn00005,1,190000,75,6,0,1,6/1/2027,60,3,5.13,5.13,6,4,2.32,1.16,0,7/1/2032,60,3,5.78,5.78,6,4,2.61,1.3,0,6/1/2022,3.95,3.95,9,7,5,3,3,3
3647,3tn00005,2,30000,75,6,0,1,6/1/2027,60,3,5.13,5.13,6,4,2.32,1.16,0,7/1/2032,60,3,5.78,5.78,6,4,2.61,1.3,0,6/1/2022,3.95,3.95,9,7,5,3,3,3
3647,3tn00005,3,40000,75,6,0,1,6/1/2027,60,3,5.13,5.13,6,4,2.32,1.16,0,7/1/2032,60,3,5.78,5.78,6,4,2.61,1.3,0,6/1/2022,3.95,3.95,9,7,5,3,3,3
3649,3nj00002,153,44271,50,6,0,0,10/1/2024,60,4,17.11,17.11,6.25,5,10.69,1.07,0,12/1/2029,60,4,21.34,21.34,6.25,5,12.45,1.25,0,7/1/2022,13.95,13.95,10.5,9.2,6.6,4,4,4
3651,3fl00003,3330,32774,25,9,2,0,2/1/2025,60,3,14.84,14.84,6,4,3.24,1.08,0,7/1/2030,60,3,17.68,17.68,6,4,3.8,1.27,0,6/1/2022,12,12,10,8,7,3,3,3
3652,xnj70cat,1,13500,50,6,0,1,2/1/2026,48,4,9.32,9.32,6,4,7,3,0,2/1/2030,48,4,11.01,11.01,6,4,7,3,0,6/1/2022,8,8,4.25,0,0,0,0,0
3652,xnj70cat,B,3500,75,6,0,1,2/1/2023,36,4,8.23,8.23,6,4,7,3,0,2/1/2026,48,4,9.32,9.32,6,4,7,3,0,6/1/2022,8,8,4.25,0,0,0,0,0
3667,xnj6900r,6900,22698,75,6,0,1,12/1/2023,48,4,9.05,9.05,6,4,10,4,0,12/1/2027,48,4,10.69,10.69,6,4,10,4,0,6/1/2022,8.5,8.5,4.25,0,0,0,0,0
3668,xga3651c,3651,20000,0,3,0,1,8/1/2022,60,4.5,10.52,10.52,7,6,3.75,0,0,7/1/2027,60,4.5,13.07,13.07,7,6,2,0,0,6/3/2022,10.45,10.45,4.5,0,0,0,0,0
3669,xil222ja,222,11020,100,0,0,0,9/1/2024,60,2.5,8.45,8.45,0,0,0,0,11.13,9/1/2029,60,2.5,9.56,9.56,6,5,2,1.65,0,6/15/2022,8,8,2.5,0,0,0,0,0
3669,xil222ja,224,12905,0,9,0,1,8/1/2022,60,3,8.05,8.05,6,5,7,1.5,0,8/1/2027,60,3,10.27,10.27,6,5,2,1.5,0,6/15/2022,8,8,5,0,0,0,0,0
3670,xga1585r,A,48000,0,0,0,1,10/1/2022,84,3.5,7.08,7.08,7,6,2,1,0,10/1/2029,60,3.5,9.63,9.63,7,6,2,1,0,6/30/2022,7,7,4.5,0,0,0,0,0
3671,xoh154co,154,79918,75,9,0,1,7/1/2027,60,4,5.73,5.73,6,3,1.5,0.75,0,7/1/2032,60,4,6.97,6.97,6,3,1.5,0.75,0,6/10/2022,4.7,4.7,4,0,0,0,0,0
3714,3md00002,A,48083,75,6,1,1,12/1/2022,48,4,13.98,13.98,6,4,8.1,5.06,0,3/1/2029,48,4,17.58,17.58,6,4,9.55,5.97,0,7/1/2022,13.5,13.5,8.5,5.6,4,3,3,3
3714,3md00002,B,11369,75,6,1,1,12/1/2022,48,4,13.98,13.98,6,4,8.1,5.06,0,3/1/2029,48,4,17.58,17.58,6,4,9.55,5.97,0,7/1/2022,13.5,13.5,8.5,5.6,4,3,3,3
3728,xnj1803u,1803,17600,50,6,0,0,7/1/2024,48,4,7.87,7.87,6,4,10,2,0,7/1/2028,48,4,9.29,9.29,6,4,10,2,0,7/13/2022,7.25,7.25,4.25,0,0,0,0,0
3729,xga3100j,3100,38475,0,0,0,1,12/1/2022,60,4,7.62,7.62,7,6,0.5,0,0,12/1/2027,60,4,9.5,9.5,7,6,1,0,0,7/19/2022,7.5,7.5,4.5,0,0,0,0,0
3735,3ga00002,1,19660,75,5,0,0,1/1/2025,36,3.25,6.4,6.4,7,0,2.12,0.53,0,2/1/2028,36,3.25,7.27,7.27,7,0,2.33,0.58,0,8/1/2022,5.9,5.9,4.11,4.14,4.49,4.19,4.35,4.35
3735,3ga00002,OPQR,38383,75,5,0,0,1/1/2025,36,3.25,6.4,6.4,7,0,2.12,0.53,0,2/1/2028,36,3.25,7.27,7.27,7,0,2.33,0.59,0,8/1/2022,5.9,5.9,4.11,4.14,4.49,4.19,4.35,0
3735,3ga00002,F,38830,90,5,0,1,2/1/2030,60,3.25,7.91,7.91,7,4,2.48,0.62,0,3/1/2035,60,3.25,9.79,9.79,7,4,2.88,0.71,0,8/1/2022,5.9,5.9,4.11,4.14,4.49,4.19,4.35,4.35
3735,3ga00002,N,14667,90,5,0,1,2/1/2030,60,3.25,7.91,7.91,7,4,2.48,0.62,0,3/1/2035,60,3.25,9.79,9.79,7,4,2.87,0.72,0,8/1/2022,5.9,5.9,4.11,4.14,4.49,4.19,4.35,4.35
3736,3il00001,410,41634,75,9,0,1,3/1/2027,60,4,6.68,6.68,6,5,4.59,1.72,0,5/1/2032,60,4,7.5,7.5,6,5,5.3,2,0,8/1/2022,5.6,5.6,5.4,4.7,3.4,2.7,2.7,2.7
