Total_Tenants,Fund_2_Count,Fund_3_Count,Q2_Credit_Scores,TCE_Evaluations,Total_Credit_Coverage,Coverage_Percentage,High_Risk_Count,Fuzzy_Matches,Average_Match_Confidence,Report_Date
150,84,66,11,28,36,24.0,15,31,94.61967468650516,2025-08-10 02:37
