amendment_hmy,property_code,tenant_id,amendment_status,amendment_sf,category,priority
115904,tnpop107,t0000331,Activated,1148,RENT_EXPECTED,CRITICAL
115905,tnpop107,t0000332,Activated,439,RENT_EXPECTED,CRITICAL
115949,ohfai003,t0000024,Activated,4196,RENT_EXPECTED,CRITICAL
115950,ohfai003,t0000029,Activated,3008,RENT_EXPECTED,CRITICAL
115951,ohfai003,t0000030,Activated,2352,RENT_EXPECTED,CRITICAL
115952,ohfai003,t0000398,Activated,5346,RENT_EXPECTED,CRITICAL
115953,ohfai003,t0000026,Activated,6152,RENT_EXPECTED,CRITICAL
115954,ohfai003,t0000027,Activated,6584,RENT_EXPECTED,CRITICAL
115955,ohfai003,t0000028,Activated,3117,RENT_EXPECTED,CRITICAL
115960,xtx4666d,t0000846,Superseded,162792,HISTORICAL_RENT,HIGH
115961,gasc3004,t0000216,Activated,4010,RENT_EXPECTED,CRITICAL
115962,gashi019,t0000224,Activated,57874,RENT_EXPECTED,CRITICAL
115963,xil240ja,t0000808,Activated,4900,RENT_EXPECTED,CRITICAL
115964,xil240ja,t0000810,Activated,3500,RENT_EXPECTED,CRITICAL
115965,xil240ja,t0000811,Activated,7500,RENT_EXPECTED,CRITICAL
115966,xil240ja,t0000813,Activated,3500,RENT_EXPECTED,CRITICAL
115967,xil240ja,t0000814,Activated,4300,RENT_EXPECTED,CRITICAL
115968,xpastate,t0000507,Activated,17063,RENT_EXPECTED,CRITICAL
115969,xil2710l,t0000879,Activated,24000,RENT_EXPECTED,CRITICAL
115970,xtnawg2,t0000648,Activated,145758,RENT_EXPECTED,CRITICAL
115971,xga4601,t0000965,Activated,0,TERMINATION_OK,OK
115972,xga4601,t0000577,Activated,125723,RENT_EXPECTED,CRITICAL
115973,njhig121,t0000293,Activated,107570,RENT_EXPECTED,CRITICAL
115974,xpa327c,t0000602,Activated,170390,RENT_EXPECTED,CRITICAL
115975,xnj121hi,t0000760,Activated,40000,RENT_EXPECTED,CRITICAL
115976,xnj121hi,t0000751,Activated,20000,RENT_EXPECTED,CRITICAL
115977,gasc3016,t0001014,Activated,0,TERMINATION_OK,OK
115978,gasc1014,t0000175,Activated,101595,RENT_EXPECTED,CRITICAL
115979,gasc2015,t0000182,Activated,50161,RENT_EXPECTED,CRITICAL
115980,xfl3900w,t0000668,Activated,1731,RENT_EXPECTED,CRITICAL
115981,xfl4646g,t0000689,Activated,79188,RENT_EXPECTED,CRITICAL
115982,xfl3333c,t0000842,Activated,83800,RENT_EXPECTED,CRITICAL
115983,xfl3333c,t0000853,Activated,600,RENT_EXPECTED,CRITICAL
119456,3nj00028,t0001452,Superseded,9292,HISTORICAL_RENT,HIGH
120145,3nj00006,t0001002,Superseded,151000,HISTORICAL_RENT,HIGH
119927,xtx11839,t0000818,Superseded,99750,HISTORICAL_RENT,HIGH
55510,3ga00004,t0000955,Activated,27200,RENT_EXPECTED,CRITICAL
55513,3il00002,t0000915,Activated,13000,RENT_EXPECTED,CRITICAL
55815,xnj220r,t0000616,Activated,23545,RENT_EXPECTED,CRITICAL
55619,xil2500w,t0000642,Superseded,13000,HISTORICAL_RENT,HIGH
55620,xil201ja,t0001155,Superseded,7020,HISTORICAL_RENT,HIGH
55767,xga4225,t0000572,Activated,4630,RENT_EXPECTED,CRITICAL
57535,xpa1peae,t0000535,Activated,0,REVIEW_REQUIRED,MEDIUM
57538,3fl00005,t0001059,Activated,32082,RENT_EXPECTED,CRITICAL
57540,3md00001,t0000839,Activated,4510,RENT_EXPECTED,CRITICAL
57543,xnj17pol,t0001156,Superseded,20994,HISTORICAL_RENT,HIGH
57546,3nj00004,t0000957,Activated,11307,RENT_EXPECTED,CRITICAL
125184,xil700h,t0001669,Activated,43519,RENT_EXPECTED,CRITICAL
53594,xnj145al,t0000620,Activated,7526,RENT_EXPECTED,CRITICAL
55124,xtx1050k,t0000819,Superseded,4961,HISTORICAL_RENT,HIGH
55125,xtx1050k,t0000822,Superseded,5036,HISTORICAL_RENT,HIGH
55312,xnjcentr,t0000770,Activated,20721,RENT_EXPECTED,CRITICAL
56293,xnj6900r,t0000877,Activated,22698,RENT_EXPECTED,CRITICAL
56305,3fl00007,t0001028,Superseded,0,REVIEW_REQUIRED,MEDIUM
56310,xil2500w,t0000642,Superseded,0,REVIEW_REQUIRED,MEDIUM
60754,xga3350h,t0000713,Activated,32598,RENT_EXPECTED,CRITICAL
60806,xga4600f,t0001177,Superseded,7437,HISTORICAL_RENT,HIGH
60812,xnj1601s,t0000661,Superseded,9012,HISTORICAL_RENT,HIGH
60856,xtndelp2,t0000690,Activated,72000,RENT_EXPECTED,CRITICAL
60857,3tn00003,t0000873,Activated,15000,RENT_EXPECTED,CRITICAL
60858,3tn00001,t0000875,Activated,12000,RENT_EXPECTED,CRITICAL
60859,3ga00001,t0000854,Activated,13950,RENT_EXPECTED,CRITICAL
60860,3il00004,t0000932,Activated,46156,RENT_EXPECTED,CRITICAL
60861,xtx1050k,t0000827,Activated,6525,RENT_EXPECTED,CRITICAL
60862,xil305e,t0000517,Activated,32838,RENT_EXPECTED,CRITICAL
60864,3nc00005,t0001116,Superseded,22961,HISTORICAL_RENT,HIGH
52444,xnj128ba,t0001074,Superseded,21142,HISTORICAL_RENT,HIGH
67317,3tx00011,t0001031,Activated,22407,RENT_EXPECTED,CRITICAL
66051,3ga00002,t0000910,Superseded,38383,HISTORICAL_RENT,HIGH
66065,3tn00001,t0000901,Activated,12000,RENT_EXPECTED,CRITICAL
66097,xnjmorri,t0000494,Superseded,38000,HISTORICAL_RENT,HIGH
66205,3tn00001,t0001187,Superseded,12000,HISTORICAL_RENT,HIGH
69715,3nc00005,t0001099,Activated,22900,RENT_EXPECTED,CRITICAL
119133,xil11697,t0000767,Activated,48340,RENT_EXPECTED,CRITICAL
119134,3tn00016,t0001296,Superseded,3450,HISTORICAL_RENT,HIGH
60435,xohcolu3,t0000674,Activated,5875,RENT_EXPECTED,CRITICAL
60437,3nc00008,t0001171,Activated,66380,RENT_EXPECTED,CRITICAL
60444,xil201ja,t0000792,Activated,2934,RENT_EXPECTED,CRITICAL
60446,xil201ja,t0000789,Activated,7020,RENT_EXPECTED,CRITICAL
68571,gacre100,t0000960,Activated,1076,RENT_EXPECTED,CRITICAL
68572,gacre100,t0000998,Activated,1082,RENT_EXPECTED,CRITICAL
68582,3tx00001,t0000940,Activated,54920,RENT_EXPECTED,CRITICAL
68587,3il00002,t0000913,Superseded,18590,HISTORICAL_RENT,HIGH
68590,xnjcentr,t0000958,Superseded,9967,HISTORICAL_RENT,HIGH
68593,xnj17pol,t0001021,Superseded,0,REVIEW_REQUIRED,MEDIUM
68594,xnj17pol,t0001021,Activated,0,REVIEW_REQUIRED,MEDIUM
61299,xtxwebbl,t0000432,Activated,25355,RENT_EXPECTED,CRITICAL
61300,3tx00002,t0000944,Activated,60075,RENT_EXPECTED,CRITICAL
68449,3nj00012,t0001140,Superseded,21000,HISTORICAL_RENT,HIGH
68450,xil231ja,t0000800,Activated,7500,RENT_EXPECTED,CRITICAL
62583,3md00001,t0001154,Superseded,7571,HISTORICAL_RENT,HIGH
64257,xohmost,t0000475,Activated,47107,RENT_EXPECTED,CRITICAL
64403,xnjcentr,t0000537,Activated,0,TERMINATION_OK,OK
70183,3tn00001,t0000871,Activated,12000,RENT_EXPECTED,CRITICAL
70185,xtn187bo,t0001200,Activated,120000,RENT_EXPECTED,CRITICAL
70186,xnj440be,t0000548,Activated,1777,RENT_EXPECTED,CRITICAL
70187,xnj145al,t0001185,Superseded,11701,HISTORICAL_RENT,HIGH
70188,xga3350h,t0000712,Activated,22045,RENT_EXPECTED,CRITICAL
70193,3nj00012,t0001128,Activated,9500,RENT_EXPECTED,CRITICAL
70194,xnj156al,t0000623,Superseded,12216,HISTORICAL_RENT,HIGH
70195,3tn00004,t0000874,Superseded,30000,HISTORICAL_RENT,HIGH
70199,3tx00014,t0001225,Activated,6802,RENT_EXPECTED,CRITICAL
70225,3md00004,t0001058,Superseded,16013,HISTORICAL_RENT,HIGH
70230,3tx00015,t0001204,Superseded,4574,HISTORICAL_RENT,HIGH
70235,xnj390n,t0000578,Superseded,56600,HISTORICAL_RENT,HIGH
86740,3tn00001,t0000891,Superseded,12000,HISTORICAL_RENT,HIGH
86751,3tn00016,t0001305,Superseded,5175,HISTORICAL_RENT,HIGH
86753,xil1100h,t0001359,Superseded,8613,HISTORICAL_RENT,HIGH
86765,xnj108n,t0000582,Superseded,23912,HISTORICAL_RENT,HIGH
86766,3pa00001,t0000847,Superseded,29620,HISTORICAL_RENT,HIGH
86770,3tn00016,t0001358,Superseded,9613,HISTORICAL_RENT,HIGH
86790,3ga00007,t0001251,Superseded,12894,HISTORICAL_RENT,HIGH
88266,xnj121mo,t0000742,Superseded,62000,HISTORICAL_RENT,HIGH
88410,xga4507m,t0000644,Activated,12040,RENT_EXPECTED,CRITICAL
81532,xtxritti,t0001017,Activated,8730,RENT_EXPECTED,CRITICAL
81543,xtx3857m,t0000829,Activated,59028,RENT_EXPECTED,CRITICAL
81546,xnj440be,t0000658,Superseded,1777,HISTORICAL_RENT,HIGH
81629,xfl420sw,t0000765,Activated,8956,RENT_EXPECTED,CRITICAL
74411,xil1terr,t0000511,Activated,52403,RENT_EXPECTED,CRITICAL
74509,xtndelp1,t0000638,Superseded,63840,HISTORICAL_RENT,HIGH
81484,xnj156al,t0000623,Activated,12216,RENT_EXPECTED,CRITICAL
81502,xga4507m,t0001340,Superseded,12040,HISTORICAL_RENT,HIGH
81505,xfl420sw,t0001339,Superseded,8956,HISTORICAL_RENT,HIGH
81506,3tn00017,t0001301,Superseded,4125,HISTORICAL_RENT,HIGH
81511,xtndelp2,t0001066,Activated,72000,RENT_EXPECTED,CRITICAL
81513,3tn00013,t0001309,Superseded,45200,HISTORICAL_RENT,HIGH
86535,xga4600f,t0000682,Superseded,20000,HISTORICAL_RENT,HIGH
72933,3nj00003,t0000909,Activated,20500,RENT_EXPECTED,CRITICAL
74928,xnjmorri,t0000494,Activated,40925,RENT_EXPECTED,CRITICAL
74344,xga4225,t0000778,In Process,15477,REVIEW_REQUIRED,MEDIUM
74942,xnjcentr,t0000958,Activated,9967,RENT_EXPECTED,CRITICAL
74943,3pa00001,t0000849,Activated,6380,RENT_EXPECTED,CRITICAL
83190,xtx1050k,t0000828,Activated,6525,RENT_EXPECTED,CRITICAL
81514,3tn00016,t0001299,Superseded,2000,HISTORICAL_RENT,HIGH
81515,3tn00013,t0001315,Superseded,24000,HISTORICAL_RENT,HIGH
89464,3nc00004,t0001082,Superseded,80000,HISTORICAL_RENT,HIGH
97296,xnj1980o,t0000923,Activated,14000,RENT_EXPECTED,CRITICAL
90575,xil201ja,t0000794,Activated,4680,RENT_EXPECTED,CRITICAL
90576,xpa3041m,t0001371,Superseded,40492,HISTORICAL_RENT,HIGH
95152,3tx00014,t0001363,Superseded,6924,HISTORICAL_RENT,HIGH
95201,3ga00011,t0001350,Superseded,73000,HISTORICAL_RENT,HIGH
94721,3tx00002,t0000948,Activated,18095,RENT_EXPECTED,CRITICAL
94834,3tx00004,t0000980,Activated,38667,RENT_EXPECTED,CRITICAL
99099,3tn00008,t0001302,Superseded,10400,HISTORICAL_RENT,HIGH
99114,3tn00006,t0001273,Superseded,48534,HISTORICAL_RENT,HIGH
99117,xil770ar,t0001397,Superseded,21741,HISTORICAL_RENT,HIGH
99119,xohcolu2,t0000773,Superseded,5980,HISTORICAL_RENT,HIGH
99132,xpa12111,t0000601,Superseded,106045,HISTORICAL_RENT,HIGH
99166,xpa12111,t0000601,Activated,106045,RENT_EXPECTED,CRITICAL
109542,3tx00007,t0000977,Activated,121068,RENT_EXPECTED,CRITICAL
108231,xnj200ri,t0000704,Superseded,63000,HISTORICAL_RENT,HIGH
100987,xfl7720p,t0000717,Activated,42952,RENT_EXPECTED,CRITICAL
102790,xnj3001i,t0000959,Superseded,3555,HISTORICAL_RENT,HIGH
102795,3ga00001,t0001271,Superseded,10285,HISTORICAL_RENT,HIGH
102855,3pa00003,t0001399,Superseded,33000,HISTORICAL_RENT,HIGH
102860,3md00001,t0000835,Superseded,4210,HISTORICAL_RENT,HIGH
102861,3nc00008,t0001407,Superseded,66370,HISTORICAL_RENT,HIGH
102802,xil1terr,t0000512,Activated,22001,RENT_EXPECTED,CRITICAL
102805,3tx00010,t0001352,Superseded,154923,HISTORICAL_RENT,HIGH
102807,xnj3001i,t0000457,Activated,24600,RENT_EXPECTED,CRITICAL
102814,xtx2125v,t0000719,Activated,26532,RENT_EXPECTED,CRITICAL
119027,3md00005,t0001179,Activated,2674,RENT_EXPECTED,CRITICAL
119028,3oh00001,t0000930,Superseded,40800,HISTORICAL_RENT,HIGH
116334,3ga00006,t0001245,Superseded,23200,HISTORICAL_RENT,HIGH
116885,xga9330,t0000542,Activated,22500,RENT_EXPECTED,CRITICAL
116888,xil305e,t0000516,Activated,17605,RENT_EXPECTED,CRITICAL
111938,xga1157,t0000593,Superseded,166493,HISTORICAL_RENT,HIGH
111941,xga9330,t0000542,Superseded,22500,HISTORICAL_RENT,HIGH
111956,3pa00001,t0001430,Superseded,6380,HISTORICAL_RENT,HIGH
111263,3tn00002,t0000865,Superseded,34200,HISTORICAL_RENT,HIGH
111975,xpa1peae,t0000534,Superseded,14000,HISTORICAL_RENT,HIGH
109638,xnj1010,t0000579,Activated,73489,RENT_EXPECTED,CRITICAL
109648,3ny00002,t0001260,Activated,0,TERMINATION_OK,OK
110741,xnj19ind,t0000864,Superseded,21817,HISTORICAL_RENT,HIGH
108308,xil231ja,t0001417,Superseded,7500,HISTORICAL_RENT,HIGH
108309,xil201ja,t0001418,Superseded,4680,HISTORICAL_RENT,HIGH
108312,3oh00001,t0000934,Superseded,39200,HISTORICAL_RENT,HIGH
108313,xoh8655,t0000604,Superseded,30512,HISTORICAL_RENT,HIGH
108314,xohcolu1,t0000675,Activated,17850,RENT_EXPECTED,CRITICAL
108315,xohcolu3,t0001073,Activated,11518,RENT_EXPECTED,CRITICAL
108316,xil201ja,t0000950,Superseded,5382,HISTORICAL_RENT,HIGH
108317,xil1701b,t0000921,Superseded,48790,HISTORICAL_RENT,HIGH
108426,xnj108n,t0000582,Activated,23912,RENT_EXPECTED,CRITICAL
108433,3ga00010,t0001343,Activated,35911,RENT_EXPECTED,CRITICAL
111998,3tn00001,t0001187,Superseded,12000,HISTORICAL_RENT,HIGH
113198,3ga00003,t0000924,Superseded,101334,HISTORICAL_RENT,HIGH
113200,xga4507m,t0000641,Superseded,87928,HISTORICAL_RENT,HIGH
113311,3tx00014,t0001420,Superseded,11875,HISTORICAL_RENT,HIGH
113313,xga4600f,t0000683,Superseded,15035,HISTORICAL_RENT,HIGH
113314,3fl00003,t0000866,Superseded,32846,HISTORICAL_RENT,HIGH
113315,xohmost,t0001072,Activated,0,REVIEW_REQUIRED,MEDIUM
113317,xfl6704n,t0001381,Activated,20700,RENT_EXPECTED,CRITICAL
113527,xil201ja,t0001448,Superseded,2934,HISTORICAL_RENT,HIGH
113535,3tx00015,t0001449,Superseded,7141,HISTORICAL_RENT,HIGH
113559,xil141be,t0000788,Superseded,5850,HISTORICAL_RENT,HIGH
113560,3il00002,t0001190,Superseded,18590,HISTORICAL_RENT,HIGH
113561,xil900b,t0001454,Superseded,13231,HISTORICAL_RENT,HIGH
113562,xil1100h,t0000925,Superseded,7500,HISTORICAL_RENT,HIGH
113564,3ga00006,t0001246,Superseded,9600,HISTORICAL_RENT,HIGH
113565,3tx00015,t0001213,Activated,6790,RENT_EXPECTED,CRITICAL
116829,xil700h,t0000777,Activated,43519,RENT_EXPECTED,CRITICAL
113324,3il00013,t0001442,Superseded,72683,HISTORICAL_RENT,HIGH
113336,xga1157,t0000593,Activated,166493,RENT_EXPECTED,CRITICAL
119748,xtxmorto,t0000522,Activated,77536,RENT_EXPECTED,CRITICAL
119918,3md00004,t0001023,Activated,0,TERMINATION_OK,OK
119941,xfl7720p,t0000716,Superseded,47943,HISTORICAL_RENT,HIGH
119942,xfl6704n,t0001385,Activated,20000,RENT_EXPECTED,CRITICAL
120040,xnj1601s,t0001523,Superseded,13869,HISTORICAL_RENT,HIGH
120121,3pa00005,t0001521,Activated,67330,RENT_EXPECTED,CRITICAL
120122,3tn00016,t0001305,Activated,0,REVIEW_REQUIRED,MEDIUM
120127,xtx2616a,t0001535,Superseded,8279,HISTORICAL_RENT,HIGH
120139,xil900b,t0000540,Activated,30307,RENT_EXPECTED,CRITICAL
