record hmy,amendment hmy,tenant hmy,tenant code,property hmy,property code,unit hmy,unit name,dtleasefrom,dtleaseto,hoption,hproposal,binactive,dtinactive,hamendmentinactive,dtmovein,dtmoveout,snotes,dsqft,hmasterunit,bactive,hcondocontract,ipersontype,hcommmoveoutreason,hforeigndb,sextreference,hcopyfrom,ispastprimaryowner,hcommmlaoverride,trowversion,dtclose,dtaxestimate
9710,9309,302,t0000002,919,ohhon001,6,7100-GL,44011,44734,,,,,115813,44011,44734,,213863,0,0,,,,,,,,0,AAAAAAGrRRg=,,
9711,9309,302,t0000002,919,ohhon001,7,7100-MEZ,44011,44734,,,,,115813,44011,44734,,0,0,0,,,,,,,,0,AAAAAAGrRRk=,,
50,2,302,t0000002,919,ohhon001,6,7100-GL,44011,44010,,,,,9309,44011,44010,,213863,0,0,,,,,,,,0,AAAAAAB3JCA=,,
51,2,302,t0000002,919,ohhon001,7,7100-MEZ,44011,44010,,,,,9309,44011,44010,,,0,0,,,,,,,,0,AAAAAAB3JCE=,,
76,4,341,t0000004,1063,oh575006,10,575-OFF,43617,44734,,,,,115810,43617,44734,,0,0,0,,,,,,,,0,AAAAAAGrRFw=,,
77,4,341,t0000004,1063,oh575006,9,575-WH,43617,44734,,,,,115810,43617,44734,,69866,0,0,,,,,,,,0,AAAAAAGrRF0=,,
80,5,342,t0000005,1101,ohcom008,11,10052-GL,43742,44734,,,,,115811,43742,44734,,56210,0,0,,,,,,,,0,AAAAAAGrRKw=,,
81,5,342,t0000005,1101,ohcom008,12,10052-MZ,43742,44734,,,,,115811,43742,44734,,0,0,0,,,,,,,,0,AAAAAAGrRK0=,,
34,6,352,t0000008,992,ohkem002,20,3-600,43831,44196,,,,,365,43831,44196,,13693,0,0,,,,,,,,0,AAAAAAART64=,,
35,7,353,t0000009,992,ohkem002,17,2-600,43525,44165,,,,,351,43525,44165,,3818,0,0,,,,,,,,0,AAAAAAAJjfg=,,
626,351,353,t0000009,992,ohkem002,14,2-200,44166,44562,,,,,6369,43525,44562,,3060,0,0,,,,,,,,0,AAAAAAAhAKg=,,
627,351,353,t0000009,992,ohkem002,17,2-600,44166,44562,,,,,6369,43525,44562,,3818,0,0,,,,,,,,0,AAAAAAAhAKk=,,
36,8,354,t0000010,992,ohkem002,14,2-200,43497,44165,,,,,352,43497,44165,,3060,0,0,,,,,,,,0,AAAAAAAJjL0=,,
37,9,355,t0000011,992,ohkem002,16,2-510,43009,44734,,,,,115825,43009,44734,,10300,0,0,,,,,,,,0,AAAAAAGrRYc=,,
6530,6105,355,t0000011,992,ohkem002,16,2-510,44835,44734,,,,,115825,44835,44734,,10300,0,0,,,,,,,,0,AAAAAAGrRYg=,,
38,10,356,t0000012,992,ohkem002,19,3-500,43952,44135,,,,,96,43952,44135,,6999,0,0,,,,,,,,0,AAAAAAAFZuM=,,
39,12,358,t0000014,992,ohkem002,13,1-500,43101,44734,,,,,115661,43101,44734,,18127,0,0,,,,,,,,0,AAAAAAGrRbs=,,
41,13,359,t0000015,992,ohkem002,18,3-110,42675,44651,,,,,6104,42675,44651,,22930,0,0,,,,,,,,0,AAAAAAA0b/4=,,
6529,6104,359,t0000015,992,ohkem002,18,3-110,44652,44734,,,,,115819,44652,44734,,22930,0,0,,,,,,,,0,AAAAAAGrRfQ=,,
54,15,361,t0000017,993,ohfai003,29,7066,43739,44251,,,,,373,43739,44251,,5069,0,0,,,,,,,,0,AAAAAAAN5fw=,,
23,17,363,t0000019,994,ohwar004,35,F,42552,42551,,,,,44,42552,42551,,8075,0,0,,,,,,,,0,AAAAAAAEFiE=,,
62,44,363,t0000019,994,ohwar004,35,F,42552,44377,,,,,4073,42552,44377,,7560,0,0,,,,,,,,0,AAAAAAAVgYo=,,
63,18,364,t0000020,994,ohwar004,37,J,43586,44681,,,,,6642,43586,44681,,5000,0,0,,,,,,,,0,AAAAAAAhwIQ=,,
7052,6642,364,t0000020,994,ohwar004,37,J,44682,44734,,,,,115824,44682,44734,,4858,0,0,,,,,,,,0,AAAAAAGrR0E=,,
55,20,365,t0000021,993,ohfai003,28,7060,44013,44866,,,,,115948,44013,44866,,4811,0,0,,,,,,,,0,AAAAAAGrbDM=,,
65,19,366,t0000022,994,ohwar004,32,B,43465,44734,,,,,115662,43465,44734,,3560,0,0,,,,,,,,0,AAAAAAGrR3k=,,
66,21,367,t0000023,994,ohwar004,31,A,43040,44734,,,,,115660,43040,44734,,7268,0,0,,,,,,,,0,AAAAAAGrR4w=,,
56,22,368,t0000024,993,ohfai003,30,7068,43647,44773,,,,,115949,43647,44773,,4196,0,0,,,,,,,,0,AAAAAAGrbD0=,,
67,32,369,t0000025,994,ohwar004,34,D,43008,44734,,,,,115663,43008,44734,,8000,0,0,,,,,,,,0,AAAAAAGrR8U=,,
57,24,370,t0000026,993,ohfai003,21,7042,42401,44227,,,,,368,42401,44227,,5745,0,0,,,,,,,,0,AAAAAAAN5gQ=,,
645,368,370,t0000026,993,ohfai003,21,7042,44228,44592,,,,,115953,44228,44592,,6152,0,0,,,,,,,,0,AAAAAAGrbEg=,,
58,25,371,t0000027,993,ohfai003,26,7050,43374,44469,,,,,1541,42644,44469,,6695,0,0,,,,,,,,0,AAAAAAASg5A=,,
1863,1541,371,t0000027,993,ohfai003,26,7050,44470,44866,,,,,115954,44470,44866,,6584,0,0,,,,,,,,0,AAAAAAGrbII=,,
1864,1542,372,t0000028,993,ohfai003,22,7044,44470,44834,,,,,115955,44470,44834,,3117,0,0,,,,,,,,0,AAAAAAGrbIw=,,
59,26,372,t0000028,993,ohfai003,22,7044,43374,44469,,,,,1542,43374,44469,,3000,0,0,,,,,,,,0,AAAAAAASg7s=,,
60,27,373,t0000029,993,ohfai003,23,7046,43344,44866,,,,,115950,43344,44866,,3008,0,0,,,,,,,,0,AAAAAAGrbMU=,,
61,28,374,t0000030,993,ohfai003,27,7058,42826,44651,,,,,115951,42826,44651,,2352,0,0,,,,,,,,0,AAAAAAGrbNA=,,
79,29,375,t0000031,1064,ohclo007,8,4064,43282,44734,,,,,115812,43282,44734,,29291,0,0,,,,,,,,0,AAAAAAGrRHc=,,
74,31,377,t0000033,995,ohles005,42,9290-GL,43101,44734,,,,,115814,43101,44734,,100300,0,0,,,,,,,,0,AAAAAAGrRyQ=,,
75,31,377,t0000033,995,ohles005,45,9290-MEZ,43101,44734,,,,,115814,43101,44734,,0,0,0,,,,,,,,0,AAAAAAGrRyU=,,
7050,6641,377,t0000033,995,ohles005,42,9290-GL,44927,44734,,,,,115814,44927,44734,,100300,0,0,,,,,,,,0,AAAAAAGrRyY=,,
7051,6641,377,t0000033,995,ohles005,45,9290-MEZ,44927,44734,,,,,115814,44927,44734,,0,0,0,,,,,,,,0,AAAAAAGrRyc=,,
68,33,378,t0000034,994,ohwar004,33,C,41609,44377,,,,,384,41609,44377,,12172,0,0,,,,,,,,0,AAAAAAASJ4Y=,,
657,384,378,t0000034,994,ohwar004,33,C,44378,44500,,,,,4588,44378,44500,,12173,0,0,,,,,,,,0,AAAAAAAq8c4=,,
69,34,379,t0000035,994,ohwar004,36,H,43132,44734,,,,,115653,43132,44734,,6000,0,0,,,,,,,,0,AAAAAAGrR/s=,,
70,35,380,t0000036,1237,ohwar005,40,E,43100,44286,,,,,115654,43100,44286,,4305,0,0,,,5,,,,,0,AAAAAAGrSKI=,,
71,36,381,t0000037,1237,ohwar005,39,B,43101,44734,,,,,115655,43101,44734,,24150,0,0,,,5,,,,,0,AAAAAAGrSNU=,,
72,37,382,t0000038,1237,ohwar005,41,F,42004,44734,,,,,115656,42004,44734,,10895,0,0,,,,,,,,0,AAAAAAGrSRQ=,,
73,38,383,t0000039,1237,ohwar005,38,A,44044,44251,,,,,371,44047,44251,,10650,0,0,,,,,,,,0,AAAAAAAN5VA=,,
14,39,384,t0000040,1242,pabor001,43,165,43556,44734,,,,,115801,43556,44734,,30000,0,0,,,,,,,,0,AAAAAAGrSgE=,,
43,43,399,t0000043,992,ohkem002,15,2-500,44044,44104,,,,,369,44044,44104,,19727,0,0,,,,,,,,0,AAAAAAANaag=,,
88,46,434,t0000045,1228,tntri4,58,100,42248,44734,,,,,115802,42248,44734,,40625,0,0,,,,,,,,0,AAAAAAGrUQE=,,
84,47,435,t0000046,921,tnwl1002,90,100,44044,44734,,,,,115803,44044,44734,,26025,0,0,,,,,,,,0,AAAAAAGrU5A=,,
141,48,436,t0000047,921,tnwl1002,91,200,42917,44734,,,,,115804,42917,44734,,10000,0,0,,,,,,,,0,AAAAAAGrU8k=,,
145,49,438,t0000049,921,tnwl1002,92,300,44075,44734,,,,,115805,44075,44734,,5000,0,0,,,,,,,,0,AAAAAAGrVAk=,,
146,49,438,t0000049,921,tnwl1002,102,301,44075,44734,,,,,115805,44075,44734,,3000,0,0,,,,,,,,0,AAAAAAGrVAo=,,
147,49,438,t0000049,921,tnwl1002,103,302,44075,44734,,,,,115805,44075,44734,,9075,0,0,,,,,,,,0,AAAAAAGrVAs=,,
89,50,442,t0000050,1228,tntri4,59,200,42438,44377,,,,,115806,42438,44377,,39375,0,0,,,,,,,,0,AAAAAAGrUQs=,,
90,51,451,t0000051,1233,tntrid8,53,200,41426,44734,,,,,115795,41426,44734,,28350,0,0,,,,,,,,0,AAAAAAGrUuI=,,
91,52,452,t0000052,1233,tntrid8,52,100,35805,44734,,,,,115796,35805,44734,,64570,0,0,,,,,,,,0,AAAAAAGrUxw=,,
92,53,454,t0000053,1222,tntri10,47,100,43266,44734,,,,,115797,43266,44734,,40000,0,0,,,,,,,,0,AAAAAAGrTug=,,
93,53,454,t0000053,1222,tntri10,95,200,43266,44734,,,,,115797,43266,44734,,120000,0,0,,,,,,,,0,AAAAAAGrTuk=,,
94,54,455,t0000054,1223,tntri11,61,100,37361,44734,,,,,115798,37361,44734,,121345,0,0,,,,,,,,0,AAAAAAGrTyM=,,
95,55,456,t0000055,1224,tntri16,84,100,41426,44734,,,,,115799,41426,44734,,199685,0,0,,,,,,,,0,AAAAAAGrT14=,,
96,56,457,t0000056,1224,tntri16,85,200,42005,44734,,,,,115800,42005,44734,,52065,0,0,,,,,,,,0,AAAAAAGrT5k=,,
97,57,458,t0000057,1225,tntri18,86,100,38808,44734,,,,,115789,38808,44734,,34500,0,0,,,,,,,,0,AAAAAAGrT9Q=,,
98,58,459,t0000058,1225,tntri18,87,200,43862,44734,,,,,115790,43862,44734,,13500,0,0,,,,,,,,0,AAAAAAGrUA4=,,
99,59,460,t0000059,1225,tntri18,88,300,44099,44734,,,,,115791,43990,44734,,27000,0,0,,,,,,,,0,AAAAAAGrUE0=,,
107,60,461,t0000060,1226,tntri19,60,100,36404,44734,,,,,115792,36404,44734,,175275,0,0,,,,,,,,0,AAAAAAGrUIY=,,
105,61,462,t0000061,1227,tntri2,48,100,43205,44734,,,,,115793,43205,44734,,89600,0,0,,,,,,,,0,AAAAAAGrUME=,,
108,62,463,t0000062,1231,tntri9,55,100,42139,44347,,,,,701,42139,44347,,16328,0,0,,,,,,,,0,AAAAAAAR7nk=,,
110,63,464,t0000063,1231,tntri9,56,200,40385,44227,,,,,333,40385,44227,,2572,0,0,,,,,,,,0,AAAAAAA0gvU=,,
581,333,464,t0000063,1231,tntri9,56,200,44228,44734,,,,,115815,44228,44734,,2572,0,0,,,,,,,,0,AAAAAAGrUYE=,,
111,64,465,t0000064,1231,tntri9,57,300,43922,44734,,,,,115794,43922,44734,,23100,0,0,,,,,,,,0,AAAAAAGrUbw=,,
593,66,467,t0000066,1232,tntrid2,51,200,43313,44734,,,,,115856,43313,44734,,49816,0,0,,,,,,,,0,AAAAAAGrUmg=,,
595,338,467,t0000066,1232,tntrid2,96,250,43647,44734,,,,,115856,43647,44734,,15840,0,0,,,,,,,,0,AAAAAAGrUmk=,,
116,67,469,t0000067,1232,tntrid2,50,100,42583,44734,,,,,115783,42583,44734,,32070,0,0,,,,,,,,0,AAAAAAGrUqc=,,
117,68,470,t0000068,932,tnb03013,67,200,43647,44734,,,,,115784,43647,44734,,132000,0,0,,,,,,,,0,AAAAAAGrS0g=,,
119,69,472,t0000069,933,tnb09014,75,100,43647,44734,,,,,115785,43647,44734,,36600,0,0,,,,,,,,0,AAAAAAGrS8I=,,
137,70,473,t0000070,929,tnb10010,77,100,43327,44500,,,,,12015,43327,44500,,75527,0,0,,,,,,,,0,AAAAAAA1U34=,,
122,71,474,t0000071,931,tnb11012,78,100,43040,44227,,,,,372,43040,44227,,109955,0,0,,,,,,,,0,AAAAAAAN5aU=,,
647,372,474,t0000071,931,tnb11012,78,100,44228,44278,,,,,414,44228,44278,,109955,0,0,,,,,,,,0,AAAAAAAXR+U=,,
123,72,475,t0000072,930,tnb12011,79,100,43709,44734,,,,,115786,43709,44734,,28200,0,0,,,,,,,,0,AAAAAAGrTHI=,,
124,73,476,t0000073,930,tnb12011,80,200,43739,44500,,,,,12112,43739,44500,,24200,0,0,,,,,,,,0,AAAAAAA1opA=,,
125,73,476,t0000073,930,tnb12011,101,400,43739,44500,,,,,12112,43739,44500,,24275,0,0,,,,,,,,0,AAAAAAA1opE=,,
126,74,477,t0000074,930,tnb12011,81,300,43497,44734,,,,,115787,43497,44734,,27898,0,0,,,,,,,,0,AAAAAAGrTK8=,,
172,104,478,t0000075,927,tnlak008,64,100,43707,44734,,,,,115788,43707,44734,,154818,0,0,,,,,,,,0,AAAAAAGrTj8=,,
127,75,480,t0000076,926,tndan007,69,100,43525,44255,,,,,374,43525,44255,,11250,0,0,,,,,,,,0,AAAAAAA0fbI=,,
648,374,480,t0000076,926,tndan007,69,100,44256,44734,,,,,115816,44256,44734,,11250,0,0,,,,,,,,0,AAAAAAGrTTs=,,
128,76,481,t0000077,926,tndan007,70,200,41398,44734,,,,,115777,41398,44734,,4500,0,0,,,,,,,,0,AAAAAAGrTXQ=,,
129,77,482,t0000078,926,tndan007,71,300,43374,44734,,,,,115647,43374,44734,,8100,0,0,,,,,,,,0,AAAAAAGrTZE=,,
131,78,483,t0000079,926,tndan007,72,400,43586,44316,,,,,361,43586,44316,,31250,0,0,,,,,,,,0,AAAAAAA0fXM=,,
639,361,483,t0000079,926,tndan007,72,400,44317,44734,,,,,115817,44317,44734,,31250,0,0,,,,,,,,0,AAAAAAGrTcI=,,
132,79,484,t0000080,926,tndan007,73,500,44004,44316,,,,,115778,44004,44316,,0,0,0,,,,,,,,0,AAAAAAGrTcw=,,
133,80,485,t0000081,926,tndan007,74,600,44013,44734,,,,,115779,44013,44734,,45000,0,0,,,,,,,,0,AAAAAAGrTgY=,,
134,81,486,t0000082,996,tnmet016,76,100,42948,44734,,,,,115780,42948,44734,,80000,0,0,,,,,,,,0,AAAAAAGrTng=,,
135,82,487,t0000083,1293,tnnew18,89,100,41640,44734,,,,,115781,41640,44734,,112318,0,0,,,,,,,,0,AAAAAAGrTqk=,,
136,83,488,t0000084,1069,tn10b017,68,100,43959,44734,,,,,115782,43959,44734,,275000,0,0,,,0,,,,,0,AAAAAAGrSsw=,,
139,84,489,t0000085,934,tnamz015,65,100,43647,44734,,,,,115771,43647,44734,,104329,0,0,,,,,,,,0,AAAAAAGrSws=,,
140,85,490,t0000086,928,tnwl3009,82,100,42736,44561,,,,,329,42736,44561,,65400,0,0,,,,,,,,0,AAAAAACJL1s=,,
579,329,490,t0000086,928,tnwl3009,82,100,44562,44734,,,,,115818,44562,44734,,65400,0,0,,,,,,,,0,AAAAAAGrVF0=,,
148,86,491,t0000087,921,tnwl1002,93,400,44044,44165,,,,,422,44044,44165,,25200,0,0,,,,,,,,0,AAAAAAAPAXQ=,,
152,87,492,t0000088,922,tnwl4003,104,100,43435,44734,,,,,115772,43435,44734,,20071.33,0,0,,,,,,,,0,AAAAAAGrVJw=,,
153,87,492,t0000088,922,tnwl4003,105,200,43435,44734,,,,,115772,43435,44734,,20071.33,0,0,,,,,,,,0,AAAAAAGrVJ0=,,
154,87,492,t0000088,922,tnwl4003,106,300,43435,44734,,,,,115772,43435,44734,,20071.34,0,0,,,,,,,,0,AAAAAAGrVJ4=,,
155,88,493,t0000089,923,tnwl5004,108,200,44075,44734,,,,,115773,42248,44734,,35342,0,0,,,,,,,,0,AAAAAAGrVVY=,,
156,89,494,t0000090,923,tnwl5004,109,300,44044,44734,,,,,115774,44044,44734,,44519,0,0,,,,,,,,0,AAAAAAGrVZU=,,
157,90,495,t0000091,924,tnwl7005,111,200,42958,44734,,,,,115775,42958,44734,,7270,0,0,,,,,,,,0,AAAAAAGrVg4=,,
158,91,496,t0000092,924,tnwl7005,112,300,43514,44734,,,,,115776,43514,44734,,17490,0,0,,,,,,,,0,AAAAAAGrVlY=,,
159,92,497,t0000093,924,tnwl7005,115,600,43374,44734,,,,,115765,43374,44734,,21000,0,0,,,,,,,,0,AAAAAAGrVpE=,,
160,93,498,t0000094,924,tnwl7005,116,700,43191,44734,,,,,115766,43191,44734,,7450,0,0,,,,,,,,0,AAAAAAGrVso=,,
161,94,499,t0000095,924,tnwl7005,117,800,43132,44227,,,,,335,43132,44227,,7450,0,0,,,,,,,,0,AAAAAAA0ec0=,,
590,335,499,t0000095,924,tnwl7005,117,800,44228,44734,,,,,115850,44228,44734,,7450,0,0,,,,,,,,0,AAAAAAGrVwg=,,
162,95,500,t0000096,925,tnw13006,118,100,41974,44734,,,,,115767,41974,44734,,36000,0,0,,,,,,,,0,AAAAAAGrU1U=,,
164,97,502,t0000097,1294,njleo19,122,1B,43070,44734,,,,,115768,43070,44734,,13309,0,0,,,,,,,,0,AAAAAAGrPcw=,,
166,98,503,t0000098,1294,njleo19,121,1A,42948,45536,,,,,,42948,,,20064,0,0,,,,,,,,0,AAAAAAA3Mmg=,,
2165,1809,503,t0000098,1294,njleo19,124,2B,44197,,,,,,,43101,,,2349,0,0,,,,,,,,0,AAAAAAAjAYw=,,
168,99,504,t0000099,939,tncha104,125,3200,43739,44957,,,,,115915,43739,44957,,2851,0,0,,,,,,,,0,AAAAAAGrZro=,,
169,100,507,t0000102,1294,njleo19,124,2B,43101,44193,,,,,1458,43101,44193,,2349,0,0,,,,,,,,0,AAAAAAAS70w=,,
1788,1458,507,t0000102,1294,njleo19,124,2B,44194,44194,,,,,1808,44194,44194,,2349,0,0,,,,,,,,0,AAAAAAAS7w4=,,
171,102,510,t0000104,1294,njleo19,123,2A,43922,44620,,,,,7726,43137,44620,,25572,0,0,,,,,,,,0,AAAAAAA0j1o=,,
8145,7726,510,t0000104,1294,njleo19,123,2A,44621,44734,,,,,115851,44621,44734,,25572,0,0,,,,,,,,0,AAAAAAGrPgI=,,
174,103,515,t0000106,939,tncha104,131,1300,43688,45281,,,,,115916,43688,45281,,3135,0,0,,,,,,,,0,AAAAAAGrZtc=,,
215,129,521,t0000112,939,tncha104,134,1000,41961,45281,,,,,115917,41961,45281,,,0,0,,,,,,,,0,AAAAAAGrZvY=,,
176,106,523,t0000114,939,tncha104,135,1800,42726,44286,,,,,115918,42726,44286,,2086,0,0,,,,,,,,0,AAAAAAGrZwE=,,
605,107,524,t0000115,939,tncha104,136,3000,37494,45281,,,,,115919,37494,45281,,10689,0,0,,,,,,,,0,AAAAAAGrZx4=,,
178,108,527,t0000118,936,tnvan101,100,1160A,38558,44592,,,,,115642,38558,44592,,56447,0,0,,,,,,,,0,AAAAAAGrKWo=,,
576,109,528,t0000119,936,tnvan101,97,1160BC,42005,44592,,,,,115643,39387,44592,,10800,0,0,,,,,,,,0,AAAAAAGrKYs=,,
180,110,529,t0000120,939,tncha104,137,3500,43160,44742,,,,,115920,43160,44742,,2694,0,0,,,,,,,,0,AAAAAAGrZyg=,,
181,111,530,t0000121,939,tncha104,138,1400,37435,44286,,,,,115921,37435,44286,,2604,0,0,,,,,,,,0,AAAAAAGrZzI=,,
186,116,632,t0000123,939,tncha104,146,3300,43115,44957,,,,,115922,43115,44957,,2973,0,0,,,,,,,,0,AAAAAAGrZzw=,,
650,377,636,t0000126,1125,txmai006,219,11533,44287,44734,,,,,115852,44287,44734,,24392,0,0,,,,,,,,0,AAAAAAGrXGk=,,
413,123,636,t0000126,1125,txmai006,219,11533,43556,44286,,,,,377,43556,44286,,24392,0,0,,,,,,,,0,AAAAAAA0nQc=,,
184,115,637,t0000127,907,gacn012,150,100,42736,44734,,,,,115769,42736,44734,,5250,0,0,,,,,,,,0,AAAAAAGrL0o=,,
606,117,638,t0000128,939,tncha104,220,1500,39114,44227,,,,,115923,39114,44227,,6047,0,0,,,,,,,,0,AAAAAAGrZ0Y=,,
191,118,639,t0000129,939,tncha104,221,3100,43466,44561,,,,,115924,43466,44561,,4020,0,0,,,,,,,,0,AAAAAAGrZ1A=,,
192,119,640,t0000130,992,ohkem002,19,3-500,44136,44734,,,,,115770,44136,44734,,6999,0,0,,,,,,,,0,AAAAAAGrRjM=,,
401,120,641,t0000131,1269,txvic008,226,14000,44124,44734,,,,,115759,44124,44734,,109946,0,0,,,,,,,,0,AAAAAAGrXbI=,,
411,122,642,t0000132,894,txmil005,224,5101,43497,44530,,,,,4198,43497,44530,,30950,0,0,,,,,,,,0,AAAAAAAmyw4=,,
4586,4198,642,t0000132,894,txmil005,224,5101,44531,44592,,,,,10088,43497,44561,,14500,0,0,,,,,,,,0,AAAAAAArK6U=,,
402,121,643,t0000133,893,txwin004,129,11300,44197,44561,,,,,115760,44197,44561,,59600,0,0,,,,,,,,0,AAAAAAGrXfQ=,,
409,124,648,t0000138,890,tx4se001,227,11602,43647,44734,,,,,115761,43647,44734,,12100,0,0,,,,,,,,0,AAAAAAGrV3w=,,
608,340,649,t0000139,939,tncha104,246,2400,39083,44561,,,,,115925,39083,44561,,3840,0,0,,,,,,,,0,AAAAAAGrZ2o=,,
610,341,649,t0000139,939,tncha104,247,2350,39203,44561,,,,,115925,39203,44561,,2594,0,0,,,,,,,,0,AAAAAAGrZ2s=,,
612,342,649,t0000139,939,tncha104,245,2050,39417,44561,,,,,115925,39417,44561,,780,0,0,,,,,,,,0,AAAAAAGrZ2w=,,
614,343,649,t0000139,939,tncha104,248,2300,42767,44561,,,,,115925,42767,44561,,1083,0,0,,,,,,,,0,AAAAAAGrZ20=,,
616,344,649,t0000139,939,tncha104,249,2100,42800,44561,,,,,115925,42800,44561,,2657,0,0,,,,,,,,0,AAAAAAGrZ24=,,
204,127,649,t0000139,939,tncha104,244,2000,37725,44561,,,,,115925,37725,44561,,13347,0,0,,,,,,,,0,AAAAAAGrZ2k=,,
16207,15910,650,t0000140,890,tx4se001,229,11614,44774,44734,,,,,115853,44774,44734,,14100,0,0,,,,,,,,0,AAAAAAGrV+I=,,
393,125,650,t0000140,890,tx4se001,229,11614,43647,44408,,,,,435,43647,44408,,14100,0,0,,,,,,,,0,AAAAAAA0l0o=,,
737,435,650,t0000140,890,tx4se001,229,11614,44409,44734,,,,,115853,44409,44734,,14100,0,0,,,,,,,,0,AAAAAAGrV+E=,,
397,126,651,t0000141,890,tx4se001,230,6810,44044,44734,,,,,115762,44044,44734,,9301,0,0,,,,,,,,0,AAAAAAGrWCY=,,
224,134,658,t0000147,937,tnorl102,257,1789-11,33817,44837,,,,,115926,33817,44837,,800,0,0,,,,,,,,0,AAAAAAGraRQ=,,
226,135,659,t0000148,937,tnorl102,258,1779-04,31933,44742,,,,,115927,31933,44742,,3850,0,0,,,,,,,,0,AAAAAAGraR4=,,
229,136,660,t0000149,937,tnorl102,259,1779-03,38596,44804,,,,,115928,38596,44804,,1700,0,0,,,,,,,,0,AAAAAAGraSg=,,
602,137,662,t0000151,937,tnorl102,261,1789-10,42826,44837,,,,,115929,42826,44837,,2490,0,0,,,,,,,,0,AAAAAAGraUk=,,
233,138,663,t0000152,937,tnorl102,262,1779-1A,39417,44837,,,,,115930,39417,44837,,985,0,0,,,,,,,,0,AAAAAAGraWY=,,
235,139,664,t0000153,937,tnorl102,263,1789-08,39539,44837,,,,,115931,39539,44837,,2818,0,0,,,,,,,,0,AAAAAAGraY0=,,
236,140,665,t0000154,937,tnorl102,264,1789-02,39387,44286,,,,,339,39387,44286,,2059,0,0,,,,,,,,0,AAAAAAAJEk4=,,
601,339,665,t0000154,937,tnorl102,264,1789-02,44287,44837,,,,,115936,44287,44837,,2059,0,0,,,,,,,,0,AAAAAAGraaw=,,
3821,3479,666,t0000155,907,gacn012,151,200,44044,44734,,,,,115854,44044,44734,,10500,0,0,,,,,,,,0,AAAAAAGrL4g=,,
3822,3479,666,t0000155,907,gacn012,152,400,44044,44734,,,,,115854,44044,44734,,5250,0,0,,,,,,,,0,AAAAAAGrL4k=,,
237,141,666,t0000155,907,gacn012,151,200,42389,44043,,,,,3479,42389,44043,,10500,0,0,,,,,,,,0,AAAAAAA0ZLA=,,
238,141,666,t0000155,907,gacn012,152,400,42389,44043,,,,,3479,42389,44043,,5250,0,0,,,,,,,,0,AAAAAAA0ZLE=,,
239,142,667,t0000156,907,gacn012,153,600,43435,44530,,,,,381,43435,44530,,7875,0,0,,,,,,,,0,AAAAAAA0XBM=,,
240,142,667,t0000156,907,gacn012,154,700,43435,44530,,,,,381,43435,44530,,7875,0,0,,,,,,,,0,AAAAAAA0XBQ=,,
654,381,667,t0000156,907,gacn012,153,600,44531,44734,,,,,115855,44531,44734,,7875,0,0,,,,,,,,0,AAAAAAGrL7E=,,
655,381,667,t0000156,907,gacn012,154,700,44531,44734,,,,,115855,44531,44734,,7875,0,0,,,,,,,,0,AAAAAAGrL7I=,,
241,143,668,t0000157,912,gatuc017,173,A,42095,44651,,,,,8353,42095,44651,,45000,0,0,,,,,,,,0,AAAAAAA0aOM=,,
242,143,668,t0000157,912,gatuc017,174,A1,42095,44651,,,,,8353,42095,44651,,14000,0,0,,,,,,,,0,AAAAAAA0aOQ=,,
243,144,669,t0000158,905,gacn010,140,100,42964,44734,,,,,115763,42964,44734,,5700,0,0,,,,,,,,0,AAAAAAGrLk4=,,
245,145,670,t0000159,905,gacn010,160,300,42856,44681,,,,,9544,42856,44681,,2700,0,0,,,,,,,,0,AAAAAAA0YRc=,,
9943,9544,670,t0000159,905,gacn010,160,300,44682,44734,,,,,115844,44682,44734,,2700,0,0,,,,,,,,0,AAAAAAGrLoU=,,
248,146,671,t0000160,905,gacn010,162,600,42751,44734,,,,,115764,42751,44734,,2400,0,0,,,,,,,,0,AAAAAAGrLsE=,,
249,146,671,t0000160,905,gacn010,163,700,42751,44734,,,,,115764,42751,44734,,2400,0,0,,,,,,,,0,AAAAAAGrLsI=,,
251,147,672,t0000161,905,gacn010,161,500,44136,44734,,,,,115648,44136,44734,,5400,0,0,,,,,,,,0,AAAAAAGrLto=,,
253,148,673,t0000162,906,gacn011,157,1417,43556,44734,,,,,115753,43556,44734,,18000,0,0,,,,,,,,0,AAAAAAGrLv0=,,
254,149,674,t0000163,1068,gapar018,139,1447,43852,44734,,,,,115754,43499,44734,,40000,0,0,,,,,,,,0,AAAAAAGrOF4=,,
403,150,675,t0000164,890,tx4se001,243,6836,44013,44734,,,,,115755,44013,44734,,4536,0,0,,,0,,,,,0,AAAAAAGrWGE=,,
256,151,677,t0000165,988,gable014,149,105,43570,44734,,,,,115649,43569,44734,,3000,0,0,,,,,,,,0,AAAAAAGrLUg=,,
257,152,678,t0000166,988,gable014,147,100,43826,44734,,,,,115756,43826,44734,,10200,0,0,,,,,,,,0,AAAAAAGrLYY=,,
259,153,679,t0000167,1241,gamac024,183,5010,44078,44734,,,,,115757,44078,44734,,51232,0,0,,,,,,,,0,AAAAAAGrNnk=,,
264,156,680,t0000168,988,gable014,148,103,42548,44734,,,,,115845,42548,44734,,9131,0,0,,,,,,,,0,AAAAAAGrLec=,,
4473,4109,680,t0000168,988,gable014,148,103,44774,44734,,,,,115845,44774,44734,,9000,0,0,,,,,,,,0,AAAAAAGrLeg=,,
